ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
9-161-167-1,anci1242,Ancient Greek ,352,'lūō,LatinTrans,untie,buck1949;liddell1996;magnien1985,,,
9-161-167-3,anci1242,Ancient Greek ,352,apo'lūō,LatinTrans,untie,buck1949;liddell1996;magnien1985,,,
9-160-167-1,anci1242,Ancient Greek ,1917,'deō,LatinTrans,"tie, bind",buck1949;liddell1996;magnien1985,,,
9-150-167-1,anci1242,Ancient Greek ,1470,'ptussō,LatinTrans,fold,buck1949;liddell1996;magnien1985,,,
9-140-167-1,anci1242,Ancient Greek ,2004,'kamptō,LatinTrans,bend,buck1949;liddell1996;magnien1985,,,
9-140-167-3,anci1242,Ancient Greek ,2004,lu'gizō,LatinTrans,bend,buck1949;liddell1996;magnien1985,,,
9-120-167-1,anci1242,Ancient Greek ,984,er'gazomai,LatinTrans,work,buck1949;liddell1996;magnien1985,,,
9-120-167-3,anci1242,Ancient Greek ,984,'kamnō,LatinTrans,work,buck1949;liddell1996;magnien1985,,,
9-110-167-1,anci1242,Ancient Greek ,2575,'prassō,LatinTrans,"do, make",buck1949;liddell1996;magnien1985,,,
9-110-167-3,anci1242,Ancient Greek ,2575,poi'eō,LatinTrans,"do, make",buck1949;liddell1996;magnien1985,,,
8-980-167-1,anci1242,Ancient Greek ,641,'mukēs,LatinTrans,mushroom,buck1949;liddell1996;magnien1985,,,
8-970-167-1,anci1242,Ancient Greek ,33,'knīdē,LatinTrans,nettle,buck1949;liddell1996;magnien1985,,,
8-970-167-3,anci1242,Ancient Greek ,33,aka'lēpʰē,LatinTrans,nettle,buck1949;liddell1996;magnien1985,,,
8-931-167-1,anci1242,Ancient Greek ,864,kolo'kuntʰē,LatinTrans,"pumpkin, squash",buck1949;liddell1996;magnien1985,,,
8-931-167-3,anci1242,Ancient Greek ,864,si'kuā,LatinTrans,"pumpkin, squash",buck1949;liddell1996;magnien1985,,,
8-930-167-1,anci1242,Ancient Greek ,411,si'kuā,LatinTrans,gourd,buck1949;liddell1996;magnien1985,,,
8-760-167-1,anci1242,Ancient Greek ,345,o'pos,LatinTrans,sap,buck1949;liddell1996;magnien1985,,,
8-760-167-3,anci1242,Ancient Greek ,345,kʰū'los,LatinTrans,sap,buck1949;liddell1996;magnien1985,,,
8-760-167-5,anci1242,Ancient Greek ,345,kʰū'mos,LatinTrans,sap,buck1949;liddell1996;magnien1985,,,
8-750-167-1,anci1242,Ancient Greek ,1204,pʰloi'os,LatinTrans,bark,buck1949;liddell1996;magnien1985,,,
8-750-167-3,anci1242,Ancient Greek ,1204,'lopos,LatinTrans,bark,buck1949;liddell1996;magnien1985,,,
8-750-167-5,anci1242,Ancient Greek ,1204,lo'pos,LatinTrans,bark,buck1949;liddell1996;magnien1985,,,
8-750-167-7,anci1242,Ancient Greek ,1204,'lepos,LatinTrans,bark,buck1949;liddell1996;magnien1985,,,
8-740-167-1,anci1242,Ancient Greek ,409,'klados,LatinTrans,forked branch,buck1949;liddell1996;magnien1985,,,
8-740-167-3,anci1242,Ancient Greek ,409,'diozos,LatinTrans,forked branch,buck1949;liddell1996;magnien1985,,,
8-730-167-1,anci1242,Ancient Greek ,344,kor'mos,LatinTrans,tree trunk,buck1949;liddell1996;magnien1985,,,
8-730-167-3,anci1242,Ancient Greek ,344,'premnon,LatinTrans,tree trunk,buck1949;liddell1996;magnien1985,,,
8-730-167-5,anci1242,Ancient Greek ,344,'stelekʰos,LatinTrans,tree trunk,buck1949;liddell1996;magnien1985,,,
8-720-167-1,anci1242,Ancient Greek ,241,'premnon,LatinTrans,tree stump,buck1949;liddell1996;magnien1985,,,
8-720-167-3,anci1242,Ancient Greek ,241,'stelekʰos,LatinTrans,tree stump,buck1949;liddell1996;magnien1985,,,
8-670-167-1,anci1242,Ancient Greek ,343,'ampelos,LatinTrans,vine,buck1949;liddell1996;magnien1985,,,
8-660-167-1,anci1242,Ancient Greek ,968,'balanos,LatinTrans,acorn,buck1949;liddell1996;magnien1985,,,
8-650-167-1,anci1242,Ancient Greek ,1915,e'latē,LatinTrans,fir,buck1949;liddell1996;magnien1985,,,
8-640-167-1,anci1242,Ancient Greek ,1740,'peukē,LatinTrans,pine,buck1949;liddell1996;magnien1985,,,
8-620-167-1,anci1242,Ancient Greek ,1950,o'ksuā,LatinTrans,beech,buck1949;liddell1996;magnien1985,,,
8-610-167-1,anci1242,Ancient Greek ,644,drūs,LatinTrans,oak,buck1949;liddell1996;magnien1985,,,
8-610-167-3,anci1242,Ancient Greek ,644,pʰē'gos,LatinTrans,oak,buck1949;liddell1996;magnien1985,,,
8-600-167-1,anci1242,Ancient Greek ,906,'dendron,LatinTrans,tree,buck1949;liddell1996;magnien1985,,,
8-570-167-1,anci1242,Ancient Greek ,239,'antʰos,LatinTrans,flower,buck1949;liddell1996;magnien1985,,,
8-560-167-1,anci1242,Ancient Greek ,628,'pʰullon,LatinTrans,leaf,buck1949;liddell1996;magnien1985,,,
8-550-167-1,anci1242,Ancient Greek ,1531,'klados,LatinTrans,branch,buck1949;liddell1996;magnien1985,,,
8-550-167-3,anci1242,Ancient Greek ,1531,'ozos,LatinTrans,branch,buck1949;liddell1996;magnien1985,,,
8-540-167-1,anci1242,Ancient Greek ,670,'hriza,LatinTrans,root,buck1949;liddell1996;magnien1985,,,
8-531-167-1,anci1242,Ancient Greek ,1486,pʰu'teuō,LatinTrans,plant (vb),buck1949;liddell1996;magnien1985,,,
8-520-167-1,anci1242,Ancient Greek ,342,'kʰortos,LatinTrans,hay,buck1949;liddell1996;magnien1985,,,
8-530-167-1,anci1242,Ancient Greek ,653,pʰu'ton,LatinTrans,plant (noun),buck1949;liddell1996;magnien1985,,,
8-530-167-3,anci1242,Ancient Greek ,653,bo'tanē,LatinTrans,plant (noun),buck1949;liddell1996;magnien1985,,,
8-510-167-1,anci1242,Ancient Greek ,606,'poā,LatinTrans,grass,buck1949;liddell1996;magnien1985,,,
8-510-167-3,anci1242,Ancient Greek ,606,'kʰortos,LatinTrans,grass,buck1949;liddell1996;magnien1985,,,
8-480-167-1,anci1242,Ancient Greek ,926,'oruza,LatinTrans,rice,buck1949;liddell1996;magnien1985,,,
8-460-167-1,anci1242,Ancient Greek ,60,'bromos,LatinTrans,oats,buck1949;liddell1996;magnien1985,,,
8-450-167-1,anci1242,Ancient Greek ,23,'briza,LatinTrans,rye,buck1949;liddell1996;magnien1985,,,
8-430-167-1,anci1242,Ancient Greek ,1077,pū'ros,LatinTrans,wheat,buck1949;liddell1996;magnien1985,,,
8-440-167-1,anci1242,Ancient Greek ,932,krī'tʰē,LatinTrans,barley,buck1949;liddell1996;magnien1985,,,
8-420-167-1,anci1242,Ancient Greek ,605,'sītos,LatinTrans,"grain (barley, oats etc)",buck1949;liddell1996;magnien1985,,,
8-410-167-1,anci1242,Ancient Greek ,611,kar'pos,LatinTrans,"crop, harvest",buck1949;liddell1996;magnien1985,,,
8-410-167-3,anci1242,Ancient Greek ,611,'tʰeros,LatinTrans,"crop, harvest",buck1949;liddell1996;magnien1985,,,
8-410-167-5,anci1242,Ancient Greek ,611,suŋkomi'dē,LatinTrans,"crop, harvest",buck1949;liddell1996;magnien1985,,,
8-350-167-1,anci1242,Ancient Greek ,223,'alōs,LatinTrans,threshing-floor,buck1949;liddell1996;magnien1985,,,
8-340-167-1,anci1242,Ancient Greek ,285,alo'aō,LatinTrans,thresh,buck1949;liddell1996;magnien1985,,,
8-340-167-3,anci1242,Ancient Greek ,285,'trībō,LatinTrans,thresh,buck1949;liddell1996;magnien1985,,,
8-330-167-1,anci1242,Ancient Greek ,2132,'drepanon,LatinTrans,"sickle, scythe",buck1949;liddell1996;magnien1985,,,
8-330-167-3,anci1242,Ancient Greek ,2132,'harpē,LatinTrans,"sickle, scythe",buck1949;liddell1996;magnien1985,,,
8-320-167-1,anci1242,Ancient Greek ,190,tʰe'rizō,LatinTrans,"mow, reap",buck1949;liddell1996;magnien1985,,,
8-320-167-3,anci1242,Ancient Greek ,190,a'maō,LatinTrans,"mow, reap",buck1949;liddell1996;magnien1985,,,
8-311-167-1,anci1242,Ancient Greek ,714,'sperma,LatinTrans,seed,buck1949;liddell1996;magnien1985,,,
8-310-167-1,anci1242,Ancient Greek ,748,'speirō,LatinTrans,sow,buck1949;liddell1996;magnien1985,,,
8-270-167-1,anci1242,Ancient Greek ,338,har'pagē,LatinTrans,rake,buck1949;liddell1996;magnien1985,,,
8-260-167-1,anci1242,Ancient Greek ,337,'dikrānon,LatinTrans,fork,buck1949;liddell1996;magnien1985,,,
8-250-167-1,anci1242,Ancient Greek ,284,ska'panē,LatinTrans,hoe,buck1949;liddell1996;magnien1985,,,
8-250-167-3,anci1242,Ancient Greek ,284,smi'nuē,LatinTrans,hoe,buck1949;liddell1996;magnien1985,,,
8-250-167-5,anci1242,Ancient Greek ,284,ska'lis,LatinTrans,hoe,buck1949;liddell1996;magnien1985,,,
8-240-167-1,anci1242,Ancient Greek ,1901,'ptuon,LatinTrans,shovel,buck1949;liddell1996;magnien1985,,,
8-240-167-3,anci1242,Ancient Greek ,1901,'amē,LatinTrans,shovel,buck1949;liddell1996;magnien1985,,,
8-230-167-1,anci1242,Ancient Greek ,1176,'amē,LatinTrans,spade,buck1949;liddell1996;magnien1985,"Also ska'pʰeion; ska'pʰion, Late Ancient Greek.",,
8-230-167-3,anci1242,Ancient Greek ,1176,'makella,LatinTrans,spade,buck1949;liddell1996;magnien1985,"Also ska'pʰeion; ska'pʰion, Late Ancient Greek.",,
8-212-167-1,anci1242,Ancient Greek ,1794,'aulaks,LatinTrans,furrow,buck1949;liddell1996;magnien1985,,,
8-220-167-1,anci1242,Ancient Greek ,1418,'skaptō,LatinTrans,dig,buck1949;liddell1996;magnien1985,,,
8-220-167-3,anci1242,Ancient Greek ,1418,o'russō,LatinTrans,dig,buck1949;liddell1996;magnien1985,,,
8-210-167-1,anci1242,Ancient Greek ,1921,a'roō,LatinTrans,plow,buck1949;liddell1996;magnien1985,,,
8-210-167-3,anci1242,Ancient Greek ,1921,'arotron,LatinTrans,plow,buck1949;liddell1996;magnien1985,,,
8-170-167-1,anci1242,Ancient Greek ,2002,'orugma,LatinTrans,ditch,buck1949;liddell1996;magnien1985,,,
8-170-167-3,anci1242,Ancient Greek ,2002,'tapʰros,LatinTrans,ditch,buck1949;liddell1996;magnien1985,,,
8-160-167-1,anci1242,Ancient Greek ,1690,pʰrag'mos,LatinTrans,fence,buck1949;liddell1996;magnien1985,,,
8-160-167-3,anci1242,Ancient Greek ,1690,'pʰragma,LatinTrans,fence,buck1949;liddell1996;magnien1985,,,
8-150-167-1,anci1242,Ancient Greek ,1541,geōr'geō,LatinTrans,"cultivate, till",buck1949;liddell1996;magnien1985,,,
8-130-167-1,anci1242,Ancient Greek ,586,'kēpos,LatinTrans,garden,buck1949;liddell1996;magnien1985,,,
8-120-167-1,anci1242,Ancient Greek ,212,a'gros,LatinTrans,field (for cultivation),buck1949;liddell1996;magnien1985,,,
8-120-167-3,anci1242,Ancient Greek ,212,'arūrā,LatinTrans,field (for cultivation),buck1949;liddell1996;magnien1985,,,
8-110-167-1,anci1242,Ancient Greek ,979,geōr'gos,LatinTrans,farmer,buck1949;liddell1996;magnien1985,,,
7-640-167-1,anci1242,Ancient Greek ,901,'plintʰos,LatinTrans,adobe,buck1949;liddell1996;magnien1985,,,
7-630-167-1,anci1242,Ancient Greek ,224,ammoko'niā,LatinTrans,mortar,buck1949;liddell1996;magnien1985,Late Ancient Greek.,,
7-620-167-1,anci1242,Ancient Greek ,1006,'plintʰos,LatinTrans,brick,buck1949;liddell1996;magnien1985,,,
7-580-167-1,anci1242,Ancient Greek ,876,'tokson,LatinTrans,arch,buck1949;liddell1996;magnien1985,,,
7-580-167-3,anci1242,Ancient Greek ,876,ha'psīs,LatinTrans,arch,buck1949;liddell1996;magnien1985,,,
7-610-167-1,anci1242,Ancient Greek ,877,'tektōn,LatinTrans,mason,buck1949;liddell1996;magnien1985,,,
7-610-167-3,anci1242,Ancient Greek ,877,litʰūr'gos,LatinTrans,mason,buck1949;liddell1996;magnien1985,,,
7-570-167-1,anci1242,Ancient Greek ,1227,'pinaks,LatinTrans,board,buck1949;liddell1996;magnien1985,,,
7-570-167-3,anci1242,Ancient Greek ,1227,sa'nis,LatinTrans,board,buck1949;liddell1996;magnien1985,,,
7-560-167-1,anci1242,Ancient Greek ,281,'passalos,LatinTrans,"post, pole",buck1949;liddell1996;magnien1985,,,
7-560-167-3,anci1242,Ancient Greek ,281,'passaks,LatinTrans,"post, pole",buck1949;liddell1996;magnien1985,,,
7-550-167-1,anci1242,Ancient Greek ,1132,do'kos,LatinTrans,beam,buck1949;liddell1996;magnien1985,,,
7-540-167-1,anci1242,Ancient Greek ,829,do'kos,LatinTrans,rafter,buck1949;liddell1996;magnien1985,,,
7-540-167-3,anci1242,Ancient Greek ,829,strō'tēr,LatinTrans,rafter,buck1949;liddell1996;magnien1985,,,
7-530-167-1,anci1242,Ancient Greek ,280,do'kos,LatinTrans,ridgepole,buck1949;liddell1996;magnien1985,,,
7-520-167-1,anci1242,Ancient Greek ,279,'oropʰos,LatinTrans,thatch,buck1949;liddell1996;magnien1985,,,
7-510-167-1,anci1242,Ancient Greek ,769,'tegos,LatinTrans,roof,buck1949;liddell1996;magnien1985,,,
7-510-167-3,anci1242,Ancient Greek ,769,'stegē,LatinTrans,roof,buck1949;liddell1996;magnien1985,,,
7-510-167-5,anci1242,Ancient Greek ,769,'oropʰos,LatinTrans,roof,buck1949;liddell1996;magnien1985,,,
7-510-167-7,anci1242,Ancient Greek ,769,oro'pʰē,LatinTrans,roof,buck1949;liddell1996;magnien1985,,,
7-480-167-1,anci1242,Ancient Greek ,205,'pistrā,LatinTrans,trough,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
7-480-167-3,anci1242,Ancient Greek ,205,po'tistrā,LatinTrans,trough,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
7-460-167-1,anci1242,Ancient Greek ,1273,kē'rion,LatinTrans,candle,buck1949;liddell1996;magnien1985,,,
7-450-167-1,anci1242,Ancient Greek ,2131,'lukʰnos,LatinTrans,"lamp, torch",buck1949;liddell1996;magnien1985,,,
7-450-167-3,anci1242,Ancient Greek ,2131,lam'pas,LatinTrans,"lamp, torch",buck1949;liddell1996;magnien1985,,,
7-440-167-1,anci1242,Ancient Greek ,1775,'trapeza,LatinTrans,table,buck1949;liddell1996;magnien1985,,,
7-430-167-1,anci1242,Ancient Greek ,1476,ka'tʰedrā,LatinTrans,chair,buck1949;liddell1996;magnien1985,,,
7-430-167-3,anci1242,Ancient Greek ,1476,'hedrā,LatinTrans,chair,buck1949;liddell1996;magnien1985,,,
7-422-167-1,anci1242,Ancient Greek ,806,'hrēgos,LatinTrans,blanket,buck1949;liddell1996;magnien1985,,,
7-422-167-3,anci1242,Ancient Greek ,806,'strōma,LatinTrans,blanket,buck1949;liddell1996;magnien1985,,,
7-422-167-5,anci1242,Ancient Greek ,806,'kʰlaina,LatinTrans,blanket,buck1949;liddell1996;magnien1985,,,
7-421-167-1,anci1242,Ancient Greek ,1044,hupoke'pʰalaion,LatinTrans,pillow,buck1949;liddell1996;magnien1985,,,
7-420-167-1,anci1242,Ancient Greek ,1663,'klīnē,LatinTrans,bed,buck1949;liddell1996;magnien1985,,,
7-420-167-3,anci1242,Ancient Greek ,1663,'koitē,LatinTrans,bed,buck1949;liddell1996;magnien1985,,,
7-420-167-5,anci1242,Ancient Greek ,1663,'lekʰos,LatinTrans,bed,buck1949;liddell1996;magnien1985,,,
7-420-167-7,anci1242,Ancient Greek ,1663,eu'nē,LatinTrans,bed,buck1949;liddell1996;magnien1985,,,
7-370-167-1,anci1242,Ancient Greek ,1464,'klīmaks,LatinTrans,ladder,buck1949;liddell1996;magnien1985,,,
7-330-167-1,anci1242,Ancient Greek ,1305,kapno'dokē,LatinTrans,chimney,buck1949;liddell1996;magnien1985,,,
7-330-167-3,anci1242,Ancient Greek ,1305,'kapnē,LatinTrans,chimney,buck1949;liddell1996;magnien1985,,,
7-320-167-1,anci1242,Ancient Greek ,859,i'pnos,LatinTrans,stove,buck1949;liddell1996;magnien1985,,,
7-320-167-3,anci1242,Ancient Greek ,859,tʰer'mastrā,LatinTrans,stove,buck1949;liddell1996;magnien1985,,,
7-310-167-1,anci1242,Ancient Greek ,185,he'stiā,LatinTrans,fireplace,buck1949;liddell1996;magnien1985,,,
7-310-167-3,anci1242,Ancient Greek ,185,e'skʰarā,LatinTrans,fireplace,buck1949;liddell1996;magnien1985,,,
7-270-167-1,anci1242,Ancient Greek ,933,'toikʰos,LatinTrans,wall,buck1949;liddell1996;magnien1985,,,
7-270-167-3,anci1242,Ancient Greek ,933,'teikʰos,LatinTrans,wall,buck1949;liddell1996;magnien1985,,,
7-270-167-5,anci1242,Ancient Greek ,933,tei'kʰeion,LatinTrans,wall,buck1949;liddell1996;magnien1985,,,
7-260-167-1,anci1242,Ancient Greek ,1632,'edapʰos,LatinTrans,floor,buck1949;liddell1996;magnien1985,,,
7-260-167-3,anci1242,Ancient Greek ,1632,'dapedon,LatinTrans,floor,buck1949;liddell1996;magnien1985,,,
7-260-167-5,anci1242,Ancient Greek ,1632,'ūdas,LatinTrans,floor,buck1949;liddell1996;magnien1985,,,
7-250-167-1,anci1242,Ancient Greek ,1375,tʰu'ris,LatinTrans,window,buck1949;liddell1996;magnien1985,,,
7-240-167-1,anci1242,Ancient Greek ,1472,kleis,LatinTrans,key,buck1949;liddell1996;magnien1985,,,
7-231-167-1,anci1242,Ancient Greek ,1012,'balanos,LatinTrans,"latch, door-bolt",buck1949;liddell1996;magnien1985,,,
7-230-167-1,anci1242,Ancient Greek ,1596,'kleitʰron,LatinTrans,lock (noun),buck1949;liddell1996;magnien1985,,,
7-230-167-3,anci1242,Ancient Greek ,1596,mo'kʰlos,LatinTrans,lock (noun),buck1949;liddell1996;magnien1985,,,
7-230-167-5,anci1242,Ancient Greek ,1596,o'kʰeus,LatinTrans,lock (noun),buck1949;liddell1996;magnien1985,,,
7-221-167-1,anci1242,Ancient Greek ,80,para'stades,LatinTrans,"doorpost, jamb",buck1949;liddell1996;magnien1985,First form is plural.,,
7-221-167-3,anci1242,Ancient Greek ,80,statʰ'mos,LatinTrans,"doorpost, jamb",buck1949;liddell1996;magnien1985,First form is plural.,,
7-210-167-1,anci1242,Ancient Greek ,1450,'oikos,LatinTrans,room,buck1949;liddell1996;magnien1985,,,
7-210-167-3,anci1242,Ancient Greek ,1450,'dōma,LatinTrans,room,buck1949;liddell1996;magnien1985,,,
7-210-167-5,anci1242,Ancient Greek ,1450,dō'mation,LatinTrans,room,buck1949;liddell1996;magnien1985,,,
7-220-167-1,anci1242,Ancient Greek ,1567,'tʰurā,LatinTrans,"door, gate",buck1949;liddell1996;magnien1985,,,
7-220-167-3,anci1242,Ancient Greek ,1567,'pulē,LatinTrans,"door, gate",buck1949;liddell1996;magnien1985,,,
7-170-167-1,anci1242,Ancient Greek ,334,magei'reion,LatinTrans,cookhouse,buck1949;liddell1996;magnien1985,,,
7-170-167-3,anci1242,Ancient Greek ,334,o'ptanion,LatinTrans,cookhouse,buck1949;liddell1996;magnien1985,,,
7-150-167-1,anci1242,Ancient Greek ,736,au'lē,LatinTrans,"yard, court",buck1949;liddell1996;magnien1985,,,
7-140-167-1,anci1242,Ancient Greek ,1316,skē'nē,LatinTrans,tent,buck1949;liddell1996;magnien1985,,,
7-130-167-1,anci1242,Ancient Greek ,1678,ka'lubē,LatinTrans,hut,buck1949;liddell1996;magnien1985,,,
7-130-167-3,anci1242,Ancient Greek ,1678,kalī'ā,LatinTrans,hut,buck1949;liddell1996;magnien1985,,,
7-130-167-5,anci1242,Ancient Greek ,1678,kli'siā,LatinTrans,hut,buck1949;liddell1996;magnien1985,,,
7-120-167-1,anci1242,Ancient Greek ,1252,oi'kiā,LatinTrans,house,buck1949;liddell1996;magnien1985,,,
7-120-167-3,anci1242,Ancient Greek ,1252,'oikos,LatinTrans,house,buck1949;liddell1996;magnien1985,,,
7-120-167-5,anci1242,Ancient Greek ,1252,'domos,LatinTrans,house,buck1949;liddell1996;magnien1985,,,
7-110-167-1,anci1242,Ancient Greek ,363,oi'keō,LatinTrans,"dwell, live",buck1949;liddell1996;magnien1985,,,
7-110-167-3,anci1242,Ancient Greek ,363,katoi'keō,LatinTrans,"dwell, live",buck1949;liddell1996;magnien1985,,,
6-960-167-1,anci1242,Ancient Greek ,1171,'katoptron,LatinTrans,mirror,buck1949;liddell1996;magnien1985,,,
6-960-167-3,anci1242,Ancient Greek ,1171,'enoptron,LatinTrans,mirror,buck1949;liddell1996;magnien1985,,,
6-960-167-5,anci1242,Ancient Greek ,1171,'esoptron,LatinTrans,mirror,buck1949;liddell1996;magnien1985,,,
6-950-167-1,anci1242,Ancient Greek ,788,'smēgma,LatinTrans,soap,buck1949;liddell1996;magnien1985,Latter example is Late Ancient Greek.,,
6-950-167-3,anci1242,Ancient Greek ,788,'smēma,LatinTrans,soap,buck1949;liddell1996;magnien1985,Latter example is Late Ancient Greek.,,
6-950-167-5,anci1242,Ancient Greek ,788,'sāpōn,LatinTrans,soap,buck1949;liddell1996;magnien1985,Latter example is Late Ancient Greek.,,
6-940-167-1,anci1242,Ancient Greek ,1926,'aleimma,LatinTrans,ointment,buck1949;liddell1996;magnien1985,,,
6-940-167-3,anci1242,Ancient Greek ,1926,aloi'pʰē,LatinTrans,ointment,buck1949;liddell1996;magnien1985,,,
6-930-167-1,anci1242,Ancient Greek ,151,ksu'ron,LatinTrans,razor,buck1949;liddell1996;magnien1985,,,
6-921-167-1,anci1242,Ancient Greek ,333,'plekō,LatinTrans,braid,buck1949;liddell1996;magnien1985,,,
6-920-167-1,anci1242,Ancient Greek ,1821,'korēma,LatinTrans,brush,buck1949;liddell1996;magnien1985,,,
6-920-167-3,anci1242,Ancient Greek ,1821,'psēktrā,LatinTrans,brush,buck1949;liddell1996;magnien1985,,,
6-910-167-1,anci1242,Ancient Greek ,1475,'kteis,LatinTrans,comb,buck1949;liddell1996;magnien1985,,,
6-820-167-1,anci1242,Ancient Greek ,1021,kʰei'romaktron,LatinTrans,towel,buck1949;liddell1996;magnien1985,,,
6-820-167-3,anci1242,Ancient Greek ,1021,'maktron,LatinTrans,towel,buck1949;liddell1996;magnien1985,,,
6-810-167-1,anci1242,Ancient Greek ,332,'hrakos,LatinTrans,"handkerchief, rag",buck1949;liddell1996;magnien1985,,,
6-810-167-3,anci1242,Ancient Greek ,332,kro'kus,LatinTrans,"handkerchief, rag",buck1949;liddell1996;magnien1985,,,
6-780-167-1,anci1242,Ancient Greek ,330,tai'niā,LatinTrans,"headband, headdress",buck1949;liddell1996;magnien1985,"Also kepʰa'lodesmos, Late Ancient Greek.",,
6-780-167-3,anci1242,Ancient Greek ,330,'mitrā,LatinTrans,"headband, headdress",buck1949;liddell1996;magnien1985,"Also kepʰa'lodesmos, Late Ancient Greek.",,
6-780-167-5,anci1242,Ancient Greek ,330,ste'pʰanē,LatinTrans,"headband, headdress",buck1949;liddell1996;magnien1985,"Also kepʰa'lodesmos, Late Ancient Greek.",,
6-770-167-1,anci1242,Ancient Greek ,770,e'nōtion,LatinTrans,earring,buck1949;liddell1996;magnien1985,Latter form is plural.,,
6-770-167-3,anci1242,Ancient Greek ,770,el'lobion,LatinTrans,earring,buck1949;liddell1996;magnien1985,Latter form is plural.,,
6-770-167-5,anci1242,Ancient Greek ,770,'plastra,LatinTrans,earring,buck1949;liddell1996;magnien1985,Latter form is plural.,,
6-750-167-1,anci1242,Ancient Greek ,1961,'hormos,LatinTrans,necklace,buck1949;liddell1996;magnien1985,,,
6-750-167-3,anci1242,Ancient Greek ,1961,stre'ptos,LatinTrans,necklace,buck1949;liddell1996;magnien1985,,,
6-750-167-5,anci1242,Ancient Greek ,1961,peri'deraion,LatinTrans,necklace,buck1949;liddell1996;magnien1985,,,
6-740-167-1,anci1242,Ancient Greek ,1754,'pselion,LatinTrans,bracelet,buck1949;liddell1996;magnien1985,,,
6-740-167-3,anci1242,Ancient Greek ,1754,'heliks,LatinTrans,bracelet,buck1949;liddell1996;magnien1985,,,
6-730-167-1,anci1242,Ancient Greek ,1374,da'ktulios,LatinTrans,ring (for finger),buck1949;liddell1996;magnien1985,,,
6-720-167-1,anci1242,Ancient Greek ,1029,'litʰos,LatinTrans,jewel,buck1949;liddell1996;magnien1985,,,
6-710-167-1,anci1242,Ancient Greek ,917,'kosmos,LatinTrans,"ornament, adornment",buck1949;liddell1996;magnien1985,,,
6-630-167-1,anci1242,Ancient Greek ,64,pe'ronē,LatinTrans,pin,buck1949;liddell1996;magnien1985,,,
6-630-167-3,anci1242,Ancient Greek ,64,'porpē,LatinTrans,pin,buck1949;liddell1996;magnien1985,,,
6-630-167-5,anci1242,Ancient Greek ,64,ene'tē,LatinTrans,pin,buck1949;liddell1996;magnien1985,,,
6-590-167-1,anci1242,Ancient Greek ,1151,'kalumma,LatinTrans,veil,buck1949;liddell1996;magnien1985,,,
6-580-167-1,anci1242,Ancient Greek ,867,kʰei'ris,LatinTrans,glove,buck1949;liddell1996;magnien1985,,,
6-570-167-1,anci1242,Ancient Greek ,772,'zōnē,LatinTrans,"belt, girdle",buck1949;liddell1996;magnien1985,,,
6-570-167-3,anci1242,Ancient Greek ,772,zō'stēr,LatinTrans,"belt, girdle",buck1949;liddell1996;magnien1985,,,
6-550-167-1,anci1242,Ancient Greek ,2130,'petasos,LatinTrans,"hat, cap",buck1949;liddell1996;magnien1985,,,
6-550-167-3,anci1242,Ancient Greek ,2130,'pīlos,LatinTrans,"hat, cap",buck1949;liddell1996;magnien1985,,,
6-550-167-5,anci1242,Ancient Greek ,2130,ku'neē,LatinTrans,"hat, cap",buck1949;liddell1996;magnien1985,,,
6-550-167-7,anci1242,Ancient Greek ,2130,ku'nē,LatinTrans,"hat, cap",buck1949;liddell1996;magnien1985,,,
6-540-167-1,anci1242,Ancient Greek ,875,hupodēmatopoi'os,LatinTrans,"shoemaker, cobbler",buck1949;liddell1996;magnien1985,,,
6-540-167-3,anci1242,Ancient Greek ,875,skūto'tomos,LatinTrans,"shoemaker, cobbler",buck1949;liddell1996;magnien1985,,,
6-540-167-5,anci1242,Ancient Greek ,875,neuror'rapʰos,LatinTrans,"shoemaker, cobbler",buck1949;liddell1996;magnien1985,,,
6-510-167-1,anci1242,Ancient Greek ,1381,hu'podēma,LatinTrans,shoe,buck1949;liddell1996;magnien1985,,,
6-510-167-3,anci1242,Ancient Greek ,1381,'pedīlon,LatinTrans,shoe,buck1949;liddell1996;magnien1985,,,
6-510-167-5,anci1242,Ancient Greek ,1381,krē'pis,LatinTrans,shoe,buck1949;liddell1996;magnien1985,,,
6-520-167-1,anci1242,Ancient Greek ,585,'kotʰornos,LatinTrans,boot,buck1949;liddell1996;magnien1985,,,
6-520-167-3,anci1242,Ancient Greek ,585,ar'bulē,LatinTrans,boot,buck1949;liddell1996;magnien1985,,,
6-520-167-5,anci1242,Ancient Greek ,585,em'batēs,LatinTrans,boot,buck1949;liddell1996;magnien1985,,,
6-480-167-1,anci1242,Ancient Greek ,809,anaksu'rides,LatinTrans,trousers,buck1949;liddell1996;magnien1985,These forms are plural.,,
6-480-167-3,anci1242,Ancient Greek ,809,'tʰūlakoi,LatinTrans,trousers,buck1949;liddell1996;magnien1985,These forms are plural.,,
6-430-167-1,anci1242,Ancient Greek ,603,kʰi'tōn,LatinTrans,coat,buck1949;liddell1996;magnien1985,,,
6-420-167-1,anci1242,Ancient Greek ,474,'peplos,LatinTrans,woman's dress,buck1949;liddell1996;magnien1985,,,
