ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
12-11-167-3,anci1242,Ancient Greek ,1686,'opistʰen,LatinTrans,behind,buck1949;liddell1996;magnien1985,,,
12-10-167-1,anci1242,Ancient Greek ,1685,'eita,LatinTrans,after,buck1949;liddell1996;magnien1985,,,
12-10-167-3,anci1242,Ancient Greek ,1685,'epeita,LatinTrans,after,buck1949;liddell1996;magnien1985,,,
12-10-167-5,anci1242,Ancient Greek ,1685,'husteron,LatinTrans,after,buck1949;liddell1996;magnien1985,,,
11-920-167-1,anci1242,Ancient Greek ,1098,statʰ'maō,LatinTrans,weigh,buck1949;liddell1996;magnien1985,,,
11-910-167-1,anci1242,Ancient Greek ,884,me'rizō,LatinTrans,share (distribute),buck1949;liddell1996;magnien1985,,,
11-910-167-3,anci1242,Ancient Greek ,884,diai'reō,LatinTrans,share (distribute),buck1949;liddell1996;magnien1985,,,
11-910-167-5,anci1242,Ancient Greek ,884,'daiomai,LatinTrans,share (distribute),buck1949;liddell1996;magnien1985,,,
11-890-167-1,anci1242,Ancient Greek ,1887,eute'lēs,LatinTrans,cheap,buck1949;liddell1996;magnien1985,,,
11-890-167-3,anci1242,Ancient Greek ,1887,'euōnos,LatinTrans,cheap,buck1949;liddell1996;magnien1985,,,
11-880-167-1,anci1242,Ancient Greek ,1426,polute'lēs,LatinTrans,"dear (costly, expensive)",buck1949;liddell1996;magnien1985,,,
11-880-167-3,anci1242,Ancient Greek ,1426,'tīmios,LatinTrans,"dear (costly, expensive)",buck1949;liddell1996;magnien1985,,,
11-870-167-1,anci1242,Ancient Greek ,657,tī'mē,LatinTrans,price,buck1949;liddell1996;magnien1985,,,
11-870-167-3,anci1242,Ancient Greek ,657,'ōnos,LatinTrans,price,buck1949;liddell1996;magnien1985,,,
11-860-167-1,anci1242,Ancient Greek ,752,-'eion,LatinTrans,"store, shop",buck1949;liddell1996;magnien1985,,,
11-860-167-3,anci1242,Ancient Greek ,752,-pō'leion,LatinTrans,"store, shop",buck1949;liddell1996;magnien1985,,,
11-850-167-1,anci1242,Ancient Greek ,633,ago'rā,LatinTrans,market (place),buck1949;liddell1996;magnien1985,,,
11-840-167-1,anci1242,Ancient Greek ,1082,'emporos,LatinTrans,merchant,buck1949;liddell1996;magnien1985,,,
11-840-167-3,anci1242,Ancient Greek ,1082,'kapēlos,LatinTrans,merchant,buck1949;liddell1996;magnien1985,,,
11-830-167-1,anci1242,Ancient Greek ,2135,empo'reuomai,LatinTrans,"trade, barter",buck1949;liddell1996;magnien1985,,,
11-820-167-1,anci1242,Ancient Greek ,1571,pō'leō,LatinTrans,sell,buck1949;liddell1996;magnien1985,,,
11-810-167-1,anci1242,Ancient Greek ,1869,ō'neomai,LatinTrans,buy,buck1949;liddell1996;magnien1985,,,
11-810-167-3,anci1242,Ancient Greek ,1869,pi'praskomai,LatinTrans,buy,buck1949;liddell1996;magnien1985,,,
11-810-167-5,anci1242,Ancient Greek ,1869,pi'praskō,LatinTrans,buy,buck1949;liddell1996;magnien1985,,,
11-810-167-7,anci1242,Ancient Greek ,1869,ago'razō,LatinTrans,buy,buck1949;liddell1996;magnien1985,,,
11-790-167-1,anci1242,Ancient Greek ,733,'ktaomai,LatinTrans,earn,buck1949;liddell1996;magnien1985,,,
11-790-167-3,anci1242,Ancient Greek ,733,'arnumai,LatinTrans,earn,buck1949;liddell1996;magnien1985,,,
11-780-167-1,anci1242,Ancient Greek ,1122,mi'stʰos,LatinTrans,wages,buck1949;liddell1996;magnien1985,,,
11-770-167-1,anci1242,Ancient Greek ,856,mi'stʰūmai,LatinTrans,hire,buck1949;liddell1996;magnien1985,,,
11-690-167-1,anci1242,Ancient Greek ,873,'pʰoros,LatinTrans,"tax, tribute",buck1949;liddell1996;magnien1985,,,
11-690-167-3,anci1242,Ancient Greek ,873,'telos,LatinTrans,"tax, tribute",buck1949;liddell1996;magnien1985,,,
11-690-167-5,anci1242,Ancient Greek ,873,eispʰo'rā,LatinTrans,"tax, tribute",buck1949;liddell1996;magnien1985,,,
11-660-167-1,anci1242,Ancient Greek ,1081,'logos,LatinTrans,"account, reckoning",buck1949;liddell1996;magnien1985,,,
11-660-167-3,anci1242,Ancient Greek ,1081,logi'smos,LatinTrans,"account, reckoning",buck1949;liddell1996;magnien1985,,,
11-650-167-1,anci1242,Ancient Greek ,718,apo'didōmi,LatinTrans,pay (vb),buck1949;liddell1996;magnien1985,,,
11-650-167-3,anci1242,Ancient Greek ,718,apo'tinō,LatinTrans,pay (vb),buck1949;liddell1996;magnien1985,,,
11-640-167-1,anci1242,Ancient Greek ,1914,'kʰreos,LatinTrans,debt,buck1949;liddell1996;magnien1985,,,
11-630-167-1,anci1242,Ancient Greek ,369,o'pʰeilō,LatinTrans,owe,buck1949;liddell1996;magnien1985,,,
11-620-167-1,anci1242,Ancient Greek ,1823,da'neizomai,LatinTrans,borrow,buck1949;liddell1996;magnien1985,,,
11-610-167-1,anci1242,Ancient Greek ,582,da'neizō,LatinTrans,lend,buck1949;liddell1996;magnien1985,,,
11-610-167-3,anci1242,Ancient Greek ,582,'kikʰrēmi,LatinTrans,lend,buck1949;liddell1996;magnien1985,,,
11-540-167-1,anci1242,Ancient Greek ,1774,pʰi'larguros,LatinTrans,"avaricious, stingy",buck1949;liddell1996;magnien1985,,,
11-540-167-3,anci1242,Ancient Greek ,1774,pʰilo'kʰrēmatos,LatinTrans,"avaricious, stingy",buck1949;liddell1996;magnien1985,,,
11-540-167-5,anci1242,Ancient Greek ,1774,pʰeidō'los,LatinTrans,"avaricious, stingy",buck1949;liddell1996;magnien1985,,,
11-530-167-1,anci1242,Ancient Greek ,1934,ptō'kʰos,LatinTrans,beggar,buck1949;liddell1996;magnien1985,,,
11-520-167-1,anci1242,Ancient Greek ,1674,'penēs,LatinTrans,poor,buck1949;liddell1996;magnien1985,,,
11-510-167-1,anci1242,Ancient Greek ,712,'plūsios,LatinTrans,rich,buck1949;liddell1996;magnien1985,,,
11-440-167-1,anci1242,Ancient Greek ,1867,'nomisma,LatinTrans,coin,buck1949;liddell1996;magnien1985,,,
11-430-167-1,anci1242,Ancient Greek ,1559,'kʰrēmata,LatinTrans,money,buck1949;liddell1996;magnien1985,,,
11-430-167-3,anci1242,Ancient Greek ,1559,ar'gurion,LatinTrans,money,buck1949;liddell1996;magnien1985,,,
11-340-167-1,anci1242,Ancient Greek ,1095,apo'lūō,LatinTrans,"release, let go",buck1949;liddell1996;magnien1985,,,
11-340-167-3,anci1242,Ancient Greek ,1095,'lūō,LatinTrans,"release, let go",buck1949;liddell1996;magnien1985,,,
11-340-167-5,anci1242,Ancient Greek ,1095,a'pʰiēmi,LatinTrans,"release, let go",buck1949;liddell1996;magnien1985,,,
11-340-167-7,anci1242,Ancient Greek ,1095,apal'lassō,LatinTrans,"release, let go",buck1949;liddell1996;magnien1985,,,
11-330-167-1,anci1242,Ancient Greek ,1660,a'pollūmi,LatinTrans,lose,buck1949;liddell1996;magnien1985,,,
11-320-167-1,anci1242,Ancient Greek ,719,heu'riskō,LatinTrans,find,buck1949;liddell1996;magnien1985,,,
11-310-167-1,anci1242,Ancient Greek ,1468,zē'teō,LatinTrans,"seek, look for",buck1949;liddell1996;magnien1985,,,
11-280-167-1,anci1242,Ancient Greek ,44,'blaptō,LatinTrans,"harm, injure, damage",buck1949;liddell1996;magnien1985,,,
11-280-167-3,anci1242,Ancient Greek ,44,lū'mainomai,LatinTrans,"harm, injure, damage",buck1949;liddell1996;magnien1985,,,
11-270-167-1,anci1242,Ancient Greek ,681,'pʰtʰeirō,LatinTrans,destroy,buck1949;liddell1996;magnien1985,,,
11-270-167-3,anci1242,Ancient Greek ,681,'ollūmi,LatinTrans,destroy,buck1949;liddell1996;magnien1985,,,
11-270-167-5,anci1242,Ancient Greek ,681,a'pollūmi,LatinTrans,destroy,buck1949;liddell1996;magnien1985,,,
11-270-167-7,anci1242,Ancient Greek ,681,kata'lūō,LatinTrans,destroy,buck1949;liddell1996;magnien1985,,,
11-270-167-9,anci1242,Ancient Greek ,681,apʰa'nizō,LatinTrans,destroy,buck1949;liddell1996;magnien1985,,,
11-250-167-1,anci1242,Ancient Greek ,2008,'sōzō,LatinTrans,"save, rescue",buck1949;liddell1996;magnien1985,,,
11-240-167-1,anci1242,Ancient Greek ,1997,pʰu'lassō,LatinTrans,"preserve, look after",buck1949;liddell1996;magnien1985,,,
11-240-167-3,anci1242,Ancient Greek ,1997,'sōzō,LatinTrans,"preserve, look after",buck1949;liddell1996;magnien1985,,,
11-220-167-1,anci1242,Ancient Greek ,85,apo'didōmi,LatinTrans,give back,buck1949;liddell1996;magnien1985,,,
11-210-167-1,anci1242,Ancient Greek ,1447,'didōmi,LatinTrans,give,buck1949;liddell1996;magnien1985,,,
11-180-167-1,anci1242,Ancient Greek ,738,'kʰrēma,LatinTrans,thing,buck1949;liddell1996;magnien1985,,,
11-170-167-1,anci1242,Ancient Greek ,1477,'ekʰō,LatinTrans,"keep, retain",buck1949;liddell1996;magnien1985,,,
11-160-167-1,anci1242,Ancient Greek ,694,'ktaomai,LatinTrans,"get, obtain",buck1949;liddell1996;magnien1985,,,
11-150-167-1,anci1242,Ancient Greek ,1448,'ekʰō,LatinTrans,hold,buck1949;liddell1996;magnien1985,,,
11-150-167-3,anci1242,Ancient Greek ,1448,kra'teō,LatinTrans,hold,buck1949;liddell1996;magnien1985,,,
11-140-167-1,anci1242,Ancient Greek ,2021,hai'reō,LatinTrans,"seize, grasp",buck1949;liddell1996;magnien1985,,,
11-140-167-3,anci1242,Ancient Greek ,2021,har'pazō,LatinTrans,"seize, grasp",buck1949;liddell1996;magnien1985,,,
11-140-167-5,anci1242,Ancient Greek ,2021,'drassomai,LatinTrans,"seize, grasp",buck1949;liddell1996;magnien1985,,,
11-140-167-7,anci1242,Ancient Greek ,2021,lam'banō,LatinTrans,"seize, grasp",buck1949;liddell1996;magnien1985,,,
11-130-167-1,anci1242,Ancient Greek ,1749,lam'banō,LatinTrans,take,buck1949;liddell1996;magnien1985,,,
11-130-167-3,anci1242,Ancient Greek ,1749,hai'reō,LatinTrans,take,buck1949;liddell1996;magnien1985,,,
11-120-167-1,anci1242,Ancient Greek ,684,'kektēmai,LatinTrans,"own, possess",buck1949;liddell1996;magnien1985,,,
11-110-167-1,anci1242,Ancient Greek ,773,'ekʰō,LatinTrans,have,buck1949;liddell1996;magnien1985,,,
10-920-167-1,anci1242,Ancient Greek ,1922,apo'bainō,LatinTrans,land (vb),buck1949;liddell1996;magnien1985,,,
10-920-167-3,anci1242,Ancient Greek ,1922,ek'bainō,LatinTrans,land (vb),buck1949;liddell1996;magnien1985,,,
10-910-167-1,anci1242,Ancient Greek ,610,li'mēn,LatinTrans,"harbor, port",buck1949;liddell1996;magnien1985,,,
10-890-167-1,anci1242,Ancient Greek ,1870,'aŋkūrā,LatinTrans,anchor,buck1949;liddell1996;magnien1985,,,
10-880-167-1,anci1242,Ancient Greek ,786,hi'stion,LatinTrans,sail (noun),buck1949;liddell1996;magnien1985,,,
10-870-167-1,anci1242,Ancient Greek ,184,hi'stos,LatinTrans,mast,buck1949;liddell1996;magnien1985,,,
10-860-167-1,anci1242,Ancient Greek ,108,pē'dalion,LatinTrans,rudder,buck1949;liddell1996;magnien1985,,,
10-852-167-1,anci1242,Ancient Greek ,1849,e'ressō,LatinTrans,row (vb),buck1949;liddell1996;magnien1985,,,
10-852-167-3,anci1242,Ancient Greek ,1849,kōpēla'teō,LatinTrans,row (vb),buck1949;liddell1996;magnien1985,,,
10-850-167-1,anci1242,Ancient Greek ,108,'kōpē,LatinTrans,oar,buck1949;liddell1996;magnien1985,,,
10-850-167-3,anci1242,Ancient Greek ,108,ere'tmon,LatinTrans,oar,buck1949;liddell1996;magnien1985,,,
10-840-167-1,anci1242,Ancient Greek ,1664,skʰe'diā,LatinTrans,raft,buck1949;liddell1996;magnien1985,,,
10-832-167-1,anci1242,Ancient Greek ,416,'statʰmē,LatinTrans,outrigger,buck1949;liddell1996;magnien1985,,,
10-830-167-1,anci1242,Ancient Greek ,1844,'lembos,LatinTrans,boat,buck1949;liddell1996;magnien1985,,,
10-830-167-3,anci1242,Ancient Greek ,1844,'skapʰē,LatinTrans,boat,buck1949;liddell1996;magnien1985,,,
10-830-167-5,anci1242,Ancient Greek ,1844,'kumbē,LatinTrans,boat,buck1949;liddell1996;magnien1985,,,
10-810-167-1,anci1242,Ancient Greek ,740,'naus,LatinTrans,ship,buck1949;liddell1996;magnien1985,,,
10-810-167-3,anci1242,Ancient Greek ,740,'ploion,LatinTrans,ship,buck1949;liddell1996;magnien1985,,,
10-780-167-1,anci1242,Ancient Greek ,14,zu'gon,LatinTrans,yoke,buck1949;liddell1996;magnien1985,,,
10-780-167-3,anci1242,Ancient Greek ,14,zu'gos,LatinTrans,yoke,buck1949;liddell1996;magnien1985,,,
10-770-167-1,anci1242,Ancient Greek ,1769,'aksōn,LatinTrans,axle,buck1949;liddell1996;magnien1985,,,
10-760-167-1,anci1242,Ancient Greek ,710,tro'kʰos,LatinTrans,wheel,buck1949;liddell1996;magnien1985,,,
10-760-167-3,anci1242,Ancient Greek ,710,'kuklos,LatinTrans,wheel,buck1949;liddell1996;magnien1985,,,
10-750-167-1,anci1242,Ancient Greek ,122,'hamaksa,LatinTrans,"carriage, wagon, cart",buck1949;liddell1996;magnien1985,,,
10-750-167-3,anci1242,Ancient Greek ,122,a'pēnē,LatinTrans,"carriage, wagon, cart",buck1949;liddell1996;magnien1985,,,
10-750-167-5,anci1242,Ancient Greek ,122,'okʰos,LatinTrans,"carriage, wagon, cart",buck1949;liddell1996;magnien1985,,,
10-740-167-1,anci1242,Ancient Greek ,1011,'gepʰūrā,LatinTrans,bridge,buck1949;liddell1996;magnien1985,,,
10-720-167-1,anci1242,Ancient Greek ,2252,'patos,LatinTrans,path,buck1949;liddell1996;magnien1985,,,
10-720-167-3,anci1242,Ancient Greek ,2252,atra'pos,LatinTrans,path,buck1949;liddell1996;magnien1985,,,
10-720-167-5,anci1242,Ancient Greek ,2252,'tribos,LatinTrans,path,buck1949;liddell1996;magnien1985,,,
10-710-167-1,anci1242,Ancient Greek ,667,ho'dos,LatinTrans,road,buck1949;liddell1996;magnien1985,,,
10-710-167-3,anci1242,Ancient Greek ,667,'keleutʰos,LatinTrans,road,buck1949;liddell1996;magnien1985,,,
10-670-167-1,anci1242,Ancient Greek ,1452,ō'tʰeō,LatinTrans,"push, shove",buck1949;liddell1996;magnien1985,,,
10-660-167-1,anci1242,Ancient Greek ,367,o'kʰeomai,LatinTrans,ride,buck1949;liddell1996;magnien1985,,,
10-660-167-3,anci1242,Ancient Greek ,367,e'launō,LatinTrans,ride,buck1949;liddell1996;magnien1985,,,
10-660-167-5,anci1242,Ancient Greek ,367,hip'peuō,LatinTrans,ride,buck1949;liddell1996;magnien1985,,,
10-650-167-1,anci1242,Ancient Greek ,741,e'launō,LatinTrans,drive,buck1949;liddell1996;magnien1985,,,
10-650-167-3,anci1242,Ancient Greek ,741,hodē'geō,LatinTrans,drive,buck1949;liddell1996;magnien1985,,,
10-640-167-1,anci1242,Ancient Greek ,43,'agō,LatinTrans,lead (vb),buck1949;liddell1996;magnien1985,,,
10-640-167-3,anci1242,Ancient Greek ,43,hē'geomai,LatinTrans,lead (vb),buck1949;liddell1996;magnien1985,,,
10-630-167-1,anci1242,Ancient Greek ,1127,'pempō,LatinTrans,send,buck1949;liddell1996;magnien1985,,,
10-620-167-1,anci1242,Ancient Greek ,692,'pʰerō,LatinTrans,bring,buck1949;liddell1996;magnien1985,,,
10-613-167-1,anci1242,Ancient Greek ,413,nōtopʰo'reō,LatinTrans,carry-on-shoulder,buck1949;liddell1996;magnien1985,,,
10-612-167-1,anci1242,Ancient Greek ,412,ba'stazō,LatinTrans,carry-in-hand,buck1949;liddell1996;magnien1985,,,
10-612-167-3,anci1242,Ancient Greek ,412,'pʰerō,LatinTrans,carry-in-hand,buck1949;liddell1996;magnien1985,,,
10-610-167-1,anci1242,Ancient Greek ,700,'pʰerō,LatinTrans,carry (bear),buck1949;liddell1996;magnien1985,,,
10-610-167-3,anci1242,Ancient Greek ,700,'agō,LatinTrans,carry (bear),buck1949;liddell1996;magnien1985,,,
10-570-167-1,anci1242,Ancient Greek ,749,ei'serkʰomai,LatinTrans,enter,buck1949;liddell1996;magnien1985,,,
10-560-167-1,anci1242,Ancient Greek ,1778,plēsi'azō,LatinTrans,approach,buck1949;liddell1996;magnien1985,,,
10-560-167-3,anci1242,Ancient Greek ,1778,pe'lazō,LatinTrans,approach,buck1949;liddell1996;magnien1985,,,
10-560-167-5,anci1242,Ancient Greek ,1778,eŋ'gizō,LatinTrans,approach,buck1949;liddell1996;magnien1985,,,
10-550-167-1,anci1242,Ancient Greek ,1387,hi'kneomai,LatinTrans,"reach, arrive",buck1949;liddell1996;magnien1985,,,
10-550-167-3,anci1242,Ancient Greek ,1387,apʰi'kneomai,LatinTrans,"reach, arrive",buck1949;liddell1996;magnien1985,,,
10-550-167-5,anci1242,Ancient Greek ,1387,'pʰtʰanō,LatinTrans,"reach, arrive",buck1949;liddell1996;magnien1985,,,
10-530-167-1,anci1242,Ancient Greek ,1047,di'ōkō,LatinTrans,pursue,buck1949;liddell1996;magnien1985,,,
10-520-167-1,anci1242,Ancient Greek ,1085,'hepomai,LatinTrans,follow,buck1949;liddell1996;magnien1985,,,
10-520-167-3,anci1242,Ancient Greek ,1085,akolū'tʰeō,LatinTrans,follow,buck1949;liddell1996;magnien1985,,,
10-510-167-1,anci1242,Ancient Greek ,956,'pheugō,LatinTrans,flee,buck1949;liddell1996;magnien1985,,,
10-491-167-1,anci1242,Ancient Greek ,485,apʰa'nizomai,LatinTrans,disappear,buck1949;liddell1996;magnien1985,,,
10-491-167-3,anci1242,Ancient Greek ,485,eksapʰa'nizomai,LatinTrans,disappear,buck1949;liddell1996;magnien1985,,,
10-490-167-1,anci1242,Ancient Greek ,1752,a'perkʰomai,LatinTrans,"go away, depart",buck1949;liddell1996;magnien1985,,,
10-490-167-3,anci1242,Ancient Greek ,1752,anakʰō'reō,LatinTrans,"go away, depart",buck1949;liddell1996;magnien1985,,,
10-490-167-5,anci1242,Ancient Greek ,1752,apokʰō'reō,LatinTrans,"go away, depart",buck1949;liddell1996;magnien1985,,,
10-481-167-1,anci1242,Ancient Greek ,581,epa'nerkʰomai,LatinTrans,come back,buck1949;liddell1996;magnien1985,,,
10-481-167-3,anci1242,Ancient Greek ,581,e'paneimi,LatinTrans,come back,buck1949;liddell1996;magnien1985,,,
10-481-167-5,anci1242,Ancient Greek ,581,no'steō,LatinTrans,come back,buck1949;liddell1996;magnien1985,,,
10-480-167-1,anci1242,Ancient Greek ,1446,'erkʰomai,LatinTrans,come,buck1949;liddell1996;magnien1985,,,
10-474-167-1,anci1242,Ancient Greek ,1107,'ekseimi,LatinTrans,go out,buck1949;liddell1996;magnien1985,,,
10-474-167-3,anci1242,Ancient Greek ,1107,e'kserkʰomai,LatinTrans,go out,buck1949;liddell1996;magnien1985,,,
10-474-167-5,anci1242,Ancient Greek ,1107,ek'bainō,LatinTrans,go out,buck1949;liddell1996;magnien1985,,,
10-473-167-1,anci1242,Ancient Greek ,2014,kata'bainō,LatinTrans,go down,buck1949;liddell1996;magnien1985,,,
10-473-167-3,anci1242,Ancient Greek ,2014,'kateimi,LatinTrans,go down,buck1949;liddell1996;magnien1985,,,
10-473-167-5,anci1242,Ancient Greek ,2014,ka'terkʰomai,LatinTrans,go down,buck1949;liddell1996;magnien1985,,,
10-472-167-1,anci1242,Ancient Greek ,1102,anarri'kʰaomai,LatinTrans,climb,buck1949;liddell1996;magnien1985,,,
10-470-167-1,anci1242,Ancient Greek ,695,'eimi,LatinTrans,go,buck1949;liddell1996;magnien1985,,,
10-470-167-3,anci1242,Ancient Greek ,695,'bainō,LatinTrans,go,buck1949;liddell1996;magnien1985,,,
10-471-167-1,anci1242,Ancient Greek ,705,ana'bainō,LatinTrans,go up,buck1949;liddell1996;magnien1985,,,
10-471-167-3,anci1242,Ancient Greek ,705,'aneimi,LatinTrans,go up,buck1949;liddell1996;magnien1985,,,
10-471-167-5,anci1242,Ancient Greek ,705,a'nerkʰomai,LatinTrans,go up,buck1949;liddell1996;magnien1985,,,
10-460-167-1,anci1242,Ancient Greek ,1519,'trekʰō,LatinTrans,run,buck1949;liddell1996;magnien1985,,,
10-460-167-3,anci1242,Ancient Greek ,1519,'tʰeō,LatinTrans,run,buck1949;liddell1996;magnien1985,,,
10-451-167-1,anci1242,Ancient Greek ,366,'skazō,LatinTrans,limp,buck1949;liddell1996;magnien1985,,,
10-451-167-3,anci1242,Ancient Greek ,366,kʰō'leuō,LatinTrans,limp,buck1949;liddell1996;magnien1985,,,
10-451-167-5,anci1242,Ancient Greek ,366,kʰō'lainō,LatinTrans,limp,buck1949;liddell1996;magnien1985,,,
10-450-167-1,anci1242,Ancient Greek ,1443,ba'dizō,LatinTrans,walk,buck1949;liddell1996;magnien1985,,,
10-450-167-3,anci1242,Ancient Greek ,1443,'bainō,LatinTrans,walk,buck1949;liddell1996;magnien1985,,,
10-440-167-1,anci1242,Ancient Greek ,1879,or'kʰeomai,LatinTrans,dance,buck1949;liddell1996;magnien1985,,,
10-440-167-3,anci1242,Ancient Greek ,1879,kʰo'reuō,LatinTrans,dance,buck1949;liddell1996;magnien1985,,,
10-431-167-1,anci1242,Ancient Greek ,1135,la'ktizō,LatinTrans,kick,buck1949;liddell1996;magnien1985,,,
10-430-167-1,anci1242,Ancient Greek ,1829,'hallomai,LatinTrans,"jump, leap",buck1949;liddell1996;magnien1985,,,
10-430-167-3,anci1242,Ancient Greek ,1829,pē'daō,LatinTrans,"jump, leap",buck1949;liddell1996;magnien1985,,,
10-420-167-1,anci1242,Ancient Greek ,1324,oli'stʰanō,LatinTrans,"slide, slip",buck1949;liddell1996;magnien1985,,,
10-413-167-1,anci1242,Ancient Greek ,296,hupo'ptēssō,LatinTrans,crouch,buck1949;liddell1996;magnien1985,,,
10-413-167-3,anci1242,Ancient Greek ,296,o'klazō,LatinTrans,crouch,buck1949;liddell1996;magnien1985,,,
10-412-167-1,anci1242,Ancient Greek ,66,gonupe'teō,LatinTrans,kneel,buck1949;liddell1996;magnien1985,Late Ancient Greek.,,
10-410-167-1,anci1242,Ancient Greek ,96,'herpō,LatinTrans,"creep, crawl",buck1949;liddell1996;magnien1985,,,
10-380-167-1,anci1242,Ancient Greek ,175,'pneō,LatinTrans,blow,buck1949;liddell1996;magnien1985,,,
10-380-167-3,anci1242,Ancient Greek ,175,pʰū'saō,LatinTrans,blow,buck1949;liddell1996;magnien1985,,,
10-380-167-5,anci1242,Ancient Greek ,175,'aēmi,LatinTrans,blow,buck1949;liddell1996;magnien1985,,,
10-370-167-1,anci1242,Ancient Greek ,1441,'petomai,LatinTrans,fly (vb),buck1949;liddell1996;magnien1985,,,
10-360-167-1,anci1242,Ancient Greek ,787,'pleō,LatinTrans,sail (vb),buck1949;liddell1996;magnien1985,,,
10-352-167-1,anci1242,Ancient Greek ,365,'hrainō,LatinTrans,splash,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
10-352-167-3,anci1242,Ancient Greek ,365,hran'tizō,LatinTrans,splash,buck1949;liddell1996;magnien1985,Latter form is Late Ancient Greek.,,
10-351-167-1,anci1242,Ancient Greek ,119,kolum'baō,LatinTrans,dive,buck1949;liddell1996;magnien1985,,,
10-350-167-1,anci1242,Ancient Greek ,1439,'nēkʰō,LatinTrans,swim,buck1949;liddell1996;magnien1985,,,
10-350-167-3,anci1242,Ancient Greek ,1439,'neō,LatinTrans,swim,buck1949;liddell1996;magnien1985,,,
10-340-167-1,anci1242,Ancient Greek ,1574,'pleō,LatinTrans,float,buck1949;liddell1996;magnien1985,,,
