entry_id	trans_english	Mocoví_Phonemic
11.54	avaricious, stingy	pas-aḳ
11.61	lend	y-aʔwal-aʁan-aʁan
11.62	borrow	r-aʔwal-aʁan
11.63	owe	--
11.64	debt	l-aʔwal-e
11.65	pay (vb)	i-šiweten
11.66	account, reckoning	
11.69	tax, tribute	
11.77	hire	y-oʔweenat-aʁan-aʁan
11.78	wages	l-aweg-e; ni-šiweʔ
11.79	earn	n-awek
11.81	buy	ri-šiwhn-aʁan-a
11.82	sell	i-men
11.83	trade, barter	y-aaɲ-igit; ni-miiɲ-igit
11.84	merchant	ne-meen-aʁaik
11.85	market (place)	ne-meen-ḳaʔ
11.86	store, shop	le-meen-aʁan-aʁaki
11.87	price	l-asewete
11.88	dear (costly, expensive)	ḳoyoḳo-ta-ʔa
11.89	cheap	sḳo yoʁa-ʔa
11.91	share (distribute)	y-aan-ek; y-aan-owgi
11.92	weigh	i-salʸ-aʁat
12.1	after	maʔle
12.11	behind	l-owik
12.2	beside	wee-ta-ʔgit
12.3	down, below	wee-ta-ɲi
12.4	before	re-loḳo-to-ʔot
12.41	front	
12.5	inside, in	wee-ta-wgi
12.6	outside	wee-ta-wek
12.7	under	wee-to-ʔot
12.8	up, above	wee-ta-šigim
12.11	place	l-aʔaʔ; l-omaʔ
12.12	put	y-an
12.13	sit	n-ḳaʔʁan-ɲi
12.14	lie down	ne-nan-ɲi
12.15	stand	n-ačah-ɲi
12.16	remain, stay	w-a-ʔan-ǰi
12.17	remains, left overs	l-iʔyoʁ-ot
12.21	collect, gather	l-apoo-wo; l-apoon
12.212	pick up	ne-kon-šigim
12.213	pile up	l-apoon-ɲi
12.22	join, unite	y-awaʁa-yaʁan-taʔ
12.23	separate	y-oyoot-ek
12.232	divide	y-asekt-aḳč-igi
12.24	open	y-awač-igi
12.25	shut, close	y-apo-gi
12.26	cover	y-apo-lek
12.27	hide, conceal	y-oʁoh-ɲi
12.31	high	ḳoyoḳo-šiʔm-ege
12.32	low	ḳoyoḳo-či-ʔɲ-a
12.33	top	r-oto
12.34	bottom	n-ateʔ
12.35	end	l-ḳodok
12.352	pointed	šit-aʁar-aik
12.353	edge	le-manaʁa
12.36	side	l-ahi
12.37	middle, center	l-awin-ɲi
12.41	right (side)	l-oik
12.42	left (side)	ne-maḳ
12.43	near (adv)	s-ḳoyoḳ-ake
12.44	far (adv)	ḳoyoḳo-ʔta
12.45	east	l-ḳodoi-ge
12.46	west	lawa-šigim
12.47	north	rapigim
12.48	south	ʔgiɲi
12.53	grow	n-okiike-ta-šigim
12.54	measure	n-alo-ḳočin
12.541	span, fathom	n-aloo-ta-lek
12.55	large, big	lo
12.56	small, little	sḳa lo
12.57	long	ladok
12.58	tall	ladok-aik
12.59	short	se ladok
12.61	wide, broad	le-ka-ʔge; le-ka-giɲi
12.62	narrow	sḳa logi
12.63	thick (in dimension)	ḳoyoḳo-či-giɲi
12.65	thin (in dimension)	--
12.67	deep	ḳoyoḳo-či-ʔɲi-gi
12.68	shallow	s-ḳoyoʁo-ɲi
12.71	flat	n-alo-ʔoh-taʔ
12.73	straight	y-alamaḳ
12.74	crooked	se y-alamaḳ
12.75	hook	l-keen-aʁan-aʁat
12.76	corner	l-alʸimḳa-ho
12.77	cross	--
12.78	square	--
12.81	round	
12.82	circle	
12.83	sphere, ball	
12.84	line	le-tan-ek
12.85	hole	l-awak
12.92	like, similar	ʔ-ne-hem
12.93	change	n-okiig-aʁat
13.0	zero, nothing	sḳaika ~ ḳaika
13.1	one	['ʔona]
13.2	two	[doos]-olḳaiʔ
13.3	three	[trees]-olḳaiʔ
13.4	four	[kwaatr]-olḳaiʔ
13.5	five	[šiink]-olḳaiʔ
13.6	six	[sais]-olḳaiʔ
13.7	seven	[šieet]-olḳaiʔ
13.8	eight	[ʔooč]-olḳaiʔ
13.9	nine	[nweew]-olḳaiʔ
13.10	ten	[dies]-olḳaiʔ
13.101	eleven	--
13.102	twelve	--
13.103	fifteen	--
13.104	twenty	--
13.105	hundred	--
13.106	thousand	--
13.107	count	n-alo-ḳočin
13.14	every, all	-ʔoge; -ke
13.15	much, many	ʔʁoik
13.16	more	pag-ek
13.17	little (quantity), few	sḳo witeʔ
13.18	enough	n-aloo-ta-ɲi
13.181	some	sḳo witeʔ; sḳa lo
13.19	multitude, crowd	le-ka-w'gii
13.21	full	n-oʔḳaat-a
13.22	empty	koʔčii-či-gi
13.23	part, piece	l-ahi
13.24	half	l-awin-ɲi
13.33	alone, only	n-odaa-t-ek
13.34	first	ʔawi-či-giɲi
13.35	last	paʔaa-t-ek
13.36	second	koʔwaat-aʁan-aʁaik
13.37	pair	n-alo-ʁowa
13.38	two times	
13.42	third	--
13.44	three times	[tres] pil-a-lek-kiǰim...
14.11	time	
14.12	age	ni-ɲaaʁa
14.13	new	dala-ʁaik
14.14	young	saḳaʔ yi
14.15	old	yi
14.16	early	neteʔe-ta
14.17	late	awit
14.18	now	nagi
14.19	immediately	na'kita; čaḳaʔmaʔ
14.21	swift, fast, quick	čaʁa-lek; ǰaḳ
14.22	slow	r-ašiiši-ta
14.23	hasten, hurry	i-yala-tak; keʔgen-a-ʔge
14.24	retard, delay	n-ayalo-ʁon
14.25	begin, beginning	t-aa-ɲi
14.252	last, endure	se ne-me; ʔ-nee-ta-riʔ
14.26	end (temporal)	l-ḳodok
14.27	finish	y-omat
14.28	cease, stop	w-a-ʔe
14.29	ready	le-wote-ʔta
14.31	always	se ne-me
14.32	often	ken; ʔʁoik kiǰim...
14.33	sometimes	ʔwe ken...
14.331	soon	sḳayaloḳ; n-kopa
14.332	long-time (for a)	ḳawaʔ
14.34	never	ḳaika maʔ...
14.35	again	l-iya; lotḳai
14.41	day	naʔʁaʔa
14.42	night	pe
14.43	dawn	ri-či-giɲi
14.44	morning	neteʔe
14.45	noon, midday	naʔʁaʔa la-win-ɲi
14.451	afternoon	wit ~ awit ~ lawit
14.46	evening	lawit
14.47	today	ke-na n-aʔʁaʔa
14.48	tomorrow	neteʔe
14.481	day-after-tomorrow	neteʔe l-iya
14.49	yesterday	sk-awit
14.491	day-before-yesterday	sk-awit l-iya
14.51	hour	['ʔora]
14.53	clock, timepiece	--
14.61	week	--
14.62	Sunday	--
14.63	Monday	--
14.64	Tuesday	--
14.65	Wednesday	--
14.66	Thursday	--
14.67	Friday	--
14.68	Saturday	--
14.71	month	širaigo
14.73	year	ɲaaʁa
14.74	winter	n-oʔoom-aʁa
14.75	spring	nosaʁa
14.76	summer	ɲaaʁa
14.77	autumn	kotap
14.78	season	--
15.21	smell (vb intrans)	re-ta-ʁan
15.212	sniff	re-ta-ʁan-egeriʔ
15.22	smell (vb trans)	i-ta
15.25	fragrant, good smelling	l-oʔd-aʁar-aik na l-ahita
15.26	stinking, bad smelling	se n-oʔwen na l-ahita
15.31	taste	i-ʔgen da l-oʔd-aʁa
15.35	sweet	l-oʔiʔ
15.36	salty	n-očawa
15.37	bitter	čim
15.38	acid, sour	ločiwi-aʁaik
15.39	brackish	
15.41	hear	ʔḳaa
15.42	listen	n-aʔʁa-yaʁan
15.44	sound, noise	le-lam-aʁa
15.45	loud	lam-aʁar-aik
15.46	quiet, silence	n-aǰaar-iči-giɲi
15.51	see	n-awan-či-giɲi
15.52	look, look at	i-daan-a-ʔa; y-amat-o-ʔot
15.55	show	y-ačaʁan; n-ačaʁan
15.56	shine	ḳašilek
15.57	bright	ḳašileg-aʁaik
15.61	color	l-ašik
15.62	light (in color)	l-alakḳ-a-lek
15.63	dark (in color)	n-awer-a-lek
15.64	white	y-alagaḳ
15.65	black	n-aweʔ; l-awer-aʁaik
15.66	red	tok; le-tog-aʁaik
15.67	blue	i-kolaḳ
15.68	green	r-adala; l-adala
15.69	yellow	ḳoɲi
15.71	touch	i-poot-a-w-ʔa
15.712	pinch	r-onapla-ɲi
15.72	feel	n-awat-a-ʔgit
15.74	hard	r-aʔɲi
15.75	soft	r-ona; r-aʔlʸii-ta
15.76	rough	se n-al-a-ʔtaʔ
15.77	smooth	n-alo-ʔoh-taʔ
15.78	sharp	y-aʁar-aik
15.79	blunt, dull	sḳai y-aʁar-aik
15.81	heavy	re-salʸi
15.82	light (in weight)	se re-salʸi
15.83	wet, damp	y-akit
15.84	dry	r-ašiwi-ta; ʔim
15.85	hot	paʔe
15.851	warm	paʔii-gi
15.86	cold	ʔoom
15.87	clean	koʔt-eeta
15.88	dirty, soiled	n-apioʔo
15.89	wrinkled	nesohi
16.11	soul, spirit	l-aʔal
16.15	surprised, astonished	i-ʔlaḳ
16.18	good fortune, luck	
16.19	misfortune, bad luck	
16.23	joyful, glad, happy	ne-toon
16.25	laugh	r-ayalegere
16.251	smile	pit
16.26	play	re-walaʁawe; ri-šiki
16.27	love	y-awot-ege; i-ʔʁoren
16.29	kiss	n-ḳoʔgoḳ
16.3	embrace	ḳaʔaal-ege
16.31	pain	i-wet; n-kiʔik
16.32	grief, sorrow, sadness	r-ačiko-ta
16.33	anxiety, worry	ʔwe da wee-tapi-gi la-wel
16.34	regret, be sorry	ne-togot; ne-takoča
16.35	pity	i-ʔʁoren
16.37	cry, weep	n-oyen
16.38	tear (noun)	l-ačiʔ
16.39	groan	čoot
16.41	hate	n-okii-ʔa
16.42	anger	r-oʔo
16.44	envy, jealousy	paʔgen
16.45	shame (noun)	n-poko-ʁo; l-aǰilo-ʁo
16.48	proud	ne-maḳahn-aʁaik
16.51	dare	se i-ten
16.52	brave	se i-lew-etapi-gi la-wel
16.53	fear, fright	n-oʔči
16.54	danger	li-č-ik
16.62	desire, want	y-aho-ta-ke; ni-šii-ta-ke
16.622	choose	n-kaʔa
16.63	hope	n-akit-eta-ke
16.65	faithful	ḳamaʁa-raik
16.66	true	lʸik
16.67	lie, tell lies	n-aʔmahan
16.68	deceit	l-aǰin-aʁan-aʁak
16.69	forgive	n-ḳowak-a-ʔge
16.71	good	n-oʔwen; ʔmaʁa-raik
16.72	bad	sḳa ʔmaʁa-raik
16.73	right, correct	y-aʔmaḳa-či-giɲi
16.74	wrong	sḳa t-ai-git
16.76	fault	l-asaw-aʁaset
16.77	mistake, error	se n-aten-o; y-oʔmee-tak
16.78	blame	k-aapeg-em
16.79	praise	le-maḳahn-ataʁan-aʁa
16.81	beautiful	loʔǰaʁan-ek
16.82	ugly	l-aʔa-ʁaik
16.83	greedy	kemar-aʁaw-aik
16.84	clever	ʔdeen-aʁan-ḳač-aḳaik
17.11	mind	l-aʔdeen-ataʁan-aʁak l-omaʔ
17.13	think (= reflect)	r-aʔdeen-ataʁan
17.14	think (= be of the opinion)	i-peet-eta-ʔa
17.15	believe	we-lek
17.16	understand	y-aʔǰiin-či-gi
17.17	know	y-aʔden
17.171	guess	i-peet-a-ʔa
17.172	imitate	y-adenaʁat
17.18	seem	ʔek
17.19	idea, notion	l-aʔdeen-ataʁan-aʁak
17.21	wise	yahn-aʁar-aik
17.22	foolish, stupid	mogel
17.23	insane, crazy	lekm-aʁaik
17.24	learn	y-aʔden
17.242	study	n-apaʁagin
17.25	teach	y-apaʁagin
17.26	pupil	l-apaʁagin-atek
17.27	teacher	n-apaʁagin-ataʁan-aḳ
17.28	school	l-apaʁagin-ataʁan-aʁaki
17.31	remember	n-oʔwen-ge
17.32	forget	kowa-ʔe; y-aʔlaʁat-e
17.34	clear, plain	re-ʔḳoo-t-ek
17.35	obscure	n-apal-a-lek
17.36	secret	se re-ʔoḳ
17.37	sure, certain	lʸik-sa
17.38	explain	y-aʔʁat-eta
17.41	intention, purpose	n-aʔdeen-aʁak
17.42	cause	nḳai-ʔ-en
17.43	doubt	y-oḳolʸigit
17.44	suspect	i-peet-a-ʔa
17.441	betray	y-aan-o
17.45	need, necessity	y-owen
17.46	easy	se ḳalaḳ
17.47	difficult	ḳalaḳ
17.48	try, attempt	n-aʔɲ-aʁat; ne-wogoḳ
17.49	way, manner	n-oʔweenat-aʁak
17.51	and	čaḳai
17.52	because	maʔ
17.53	if	kiǰim
17.54	or	loḳoʔm
17.55	yes, affirmative	a'haʔa
17.56	no, negative	se ~ sḳa ~ sḳai ~ sḳo
17.61	how?	negeʔ
17.62	how many?	yoteʔ
17.63	how much?	yoteʔ
17.64	what?	negeʔ
17.65	when?	lagi
17.66	where?	w-a-ʔge
17.67	which?	negeʔ; negaʔ
17.68	who?	negeʔ
17.69	why?	čiʔnege
18.11	voice	la-wil-šaʁak
18.12	sing	y-oʔwen
18.13	shout, cry out	y-awalaḳ
18.15	whisper	ne-moot-aʁan-t-ek da l-aʔḳaat-ek
18.16	mumble	
18.17	whistle	r-oʔyoʁon
18.18	shriek, screech	r-akiki
18.19	howl	r-osoʔo
18.21	speak, talk	r-aʔḳaat-aʁan
18.211	stutter, stammer	
18.22	say	y-aʔʁat
18.221	tell story	
18.222	speech (make a)	r-aʔḳaat-aʁan
18.23	silent (be)	i-ʔmaḳa-ta
18.24	language	na-wa l-aʔḳaat-ḳa
18.26	word	l-aʔḳaat-ek
18.28	name	l-eenaʁat
18.31	ask (question, inquire)	i-nat
18.32	answer	saat
18.33	admit, confess	n-aʔʁat-a-ltaʔ
18.34	deny	n-oḳolʸigit
18.35	ask, request	y-ašiila
18.36	promise	y-ačaʁan-tak
18.37	refuse	y-oʔda-ʔgit
18.38	forbid	se y-asen
18.39	rebuke, scold	ne-laʁ-a
18.41	call (=summon)	r-oyaʁan-a
18.42	call (=name)	y-an-ege
18.43	announce	y-aʔʁat-a-lek
18.44	threaten	y-aden-ta-lek
18.45	boast	ne-maḳahan
18.51	write	y-ir-iɲi; d-er-aʁan
18.52	read	re-taḳa-lek
18.56	paper	[papel]
18.57	pen	l-er-aʁan-aʁat
18.61	book	ne-lere
18.67	poet	--
18.71	flute	l-peʔt-e
18.72	drum	l-owaʁan-a
18.73	horn, trumpet	l-peʔt-e
18.74	rattle	l-asakin-ata
19.11	country	na-ʔlawa
19.12	one's native country	ne-ʔʁa-yoḳsoḳoʔ
19.15	city, town	n-aʔaʔ lodegaʁat
19.16	village	n-aʔaʔ
19.17	boundary	l-ḳodok; l-ahi
19.21	people (populace)	ḳom-ǰipi
19.23	tribe, clan	niʔik; la-woʔ
19.24	chief, chieftain	l-aši; l-aʔg-aʁalaʔ
19.25	staff, walking stick	l-ašil-ete
19.31	rule, govern	y-oiken-tak
19.32	king, ruler	l-aši
19.33	queen	l-aši
19.36	noble, nobleman	--
19.37	citizen, subject	
19.41	master	n-aʔkoʔ
19.42	slave	l-aʔak; l-aʔa
19.43	servant	le-laat-ek
19.44	freeman	se n-aʔak
19.45	command, order	i-laʔ; ne-laʔ
19.46	obey	n-aʔʁa-yaʁan
19.47	let, permit	y-asen
19.51	friend, companion	l-iya; n-aweg-aʁawa
19.52	enemy	n-paʔgen-aʁawa
19.54	neighbor	l-aʔaaǰ-aʁawa
19.55	stranger	ɲi yoḳ-a-ʔa ka čikḳ-a-ʔge
19.56	guest	n-aʔpiič-aḳ; n-aʔpiič-oʁo
19.57	host	l-aʔpiič-aʁalaʔ
19.58	help, aid	y-otawan
19.59	hinder, prevent	y-anaʁat
19.61	custom	n-oʔweenat-aʁak
19.62	strife, quarrel	n-koʔwa-ʁak
19.63	conspiracy, plot	
19.65	meet	n-aten-a-ʔgit
19.72	prostitute	n-anat-ḳa l-oʔo-ʔ
20.11	fight (vb)	n-owaʁan
20.13	war, battle	lawat-aḳ
20.14	peace	le-wag-aʁa
20.15	army	n-alʸi-ripi
20.17	soldier	n-owaat-aʁan-aḳ le-ʔek
20.21	weapons, arms	l-oʔgoʁon-aʁat
20.22	club	ne-pon
20.222	battle-ax	
20.23	sling	a-so le-naʁa-soʁon-aʁat l-ahiʔ
20.24	bow	l-oʔʁošik
20.25	arrow	l-owik
20.26	spear	l-aki
20.27	sword	le-kat
20.28	gun, cannon	l-oʔgoʁon-ḳate
20.31	armor (defensive)	
20.33	helmet	n-adoʔo lawat-aʁaki
20.34	shield	l-kepaḳat-aʁan-ḳate
20.35	fortress	le-ʔgen-ḳaʔ
20.36	tower	l-aʔahn-aʁan-aʁalate
20.41	victory	l-aweg-aʁan-aʁak
20.42	defeat	l-oʁon-aʁan-aʁak
20.43	attack	i-to; i-ʔgen-ta-lek
20.44	defend	i-weh-lek
20.45	retreat	∅-ḳoši; ʔ-eet
20.46	surrender	n-aɲan
20.47	captive, prisoner	l-oʁon-ek
20.471	guard, sentinel	n-owaat-aʁan-aḳ
20.48	booty, spoils	l-owoot-aʁan-aʁat
20.49	ambush	n-awaan-ta-ʔgit
20.51	fisherman	n-oḳoin-aʁan-aḳ
20.52	fishhook	l-oḳoin-aʁan-aʁat
20.53	fishing line	l-oḳoin-aʁan-aʁat l-ket
20.54	fishnet	l-aleg-ek
20.55	fish trap	l-oḳoin-a
20.56	bait	n-anoḳ
20.61	hunt	l-aʔaḳ; re-par-aʁan
20.62	shoot	y-ayin
20.63	miss (target)	y-it
20.64	trap (noun)	l-oḳoin-a
20.65	trap (vb)	y-oḳoin
21.11	law	le-laat-aʁan-aʁak
21.15	court	--
21.16	judge (vb)	
21.17	judgment	
21.18	judge (noun)	--
21.21	plaintiff	--
21.22	defendant	--
21.23	witness	
21.24	swear	
21.25	oath	--
21.31	accuse	k-aapeg-em
21.32	condemn	
21.33	convict (vb)	--
21.34	acquit	--
21.35	guilty	sowe-tapi-gi
21.36	innocent	ḳaika ka l-asaw-aʁaset
21.37	penalty, punishment	l-owaʁan-aʁan-aʁak
21.38	fine	--
21.39	prison, jail	l-koɲiit-aʁan-aʁaki
21.42	murder	l-alawat-aʁan-aʁak
21.43	adultery	
21.44	rape	l-okogaʁan-ataʁak
21.46	arson	
21.47	perjury	
21.51	steal	r-okači
21.52	thief	kwat-aʁai
22.11	religion	daʔ-maḳ we-lek
22.12	God	ḳo-taʔa
22.13	temple, church	l-oʔween-aʁan-aʁaki
22.14	altar	l-kopat-oʁon-aʁalate
22.15	sacrifice, offering	
22.16	worship	r-oʔween-aʁan
22.17	pray	n-ḳowag-aʁain
22.18	priest	
22.19	holy, sacred	
22.22	preach	r-aʔḳaat-aʁan
22.23	bless	i-ʔʁoren
22.24	curse	i-šiwen; i-ʔen
22.26	fast (vb)	n-ḳopaa-ḳačit
22.31	heaven	pigim
22.32	hell	
22.35	demon (evil spirit)	le-ʔek lekm-aʁaik
22.37	idol	
22.42	magic, witchcraft, sorcery	l-oiken-ataʁan-aʁak
22.43	sorcerer, witch	ʔn-aʁan-aʁai
22.44	fairy, elf	--
22.45	ghost, phantom	n-kiʔi
22.47	omen, portent	le-do
