entry_id	trans_english	Nung-Fengshan_Phonemic
10.32	flow	ta.3 fa.2
10.33	sink	kon.3 ta.3 fa.2
10.34	float	šu.5
10.35	swim	cim.1
10.351	dive	ŋan.2
10.352	splash	luaŋ.2
10.36	sail (vb)	fa.2
10.37	fly (vb)	nɔŋ.4
10.38	blow	jiɛk.5
10.41	creep, crawl	ša:ŋ.6
10.412	kneel	kuak.6 mu.2
10.413	crouch	nai.2
10.42	slide, slip	ciaŋ.5
10.43	jump, leap	sa:n.1
10.431	kick	coi.1
10.44	dance	ʔdɔŋ.4
10.45	walk	ʔbin.4
10.451	limp	tai.6 šɔŋ.1
10.46	run	pen.5 pi.2
10.47	go	va:t.6 lum.4
10.471	go up	he:t.5
10.472	climb	ša:ŋ.6 he:t.5
10.473	go down	hun.5
10.474	go out	siu.5
10.48	come	lak.2
10.481	come back	tɨk.5 lak.2
10.49	go away, depart	niŋ.1
10.491	disappear	vɨan.3
10.51	flee	ta:u.5 laŋ.1
10.52	follow	suak.5 šum.6
10.53	pursue	lu.4
10.55	reach, arrive	tɔk.5
10.56	approach	ciu.3; heu.4; ciu.3; cia.2 ko.2
10.57	enter	hɨn.3
10.61	carry (bear)	ciŋ.2 hɨn.3
10.612	carry-in-hand	tɔk.5 lɔŋ.2
10.613	carry-on-shoulder	tɔk.5 ja:k.6
10.614	carry-on-head	ʔde:k.6; vit.2
10.615	carry-underarm	ʔde:k.6; vit.2
10.62	bring	kam.2; šu.4; kap.2 ʔdai.4
10.63	send	ŋɔk.2 ŋa:u.4
10.64	lead (vb)	lai.1
10.65	drive	šam.1
10.66	ride	pan.2 tuŋ.1; pan.2 lo:ŋ.2
10.67	push, shove	lai.1; fu.2
10.71	road	ju.2
10.72	path	ʔdam.1
10.74	bridge	ta.3 lam.4
10.75	carriage, wagon, cart	hai.1 lua.2
10.76	wheel	ʔbin.1
10.77	axle	po.5
10.78	yoke	pin.1
10.81	ship	kwi.6
10.83	boat	naŋ.6 ʔjuŋ.1
10.831	canoe	lo:t.6
10.832	outrigger	sɛt.5; tiau.5
10.84	raft	tiɛt.2
10.85	oar	tiau.3 ʔu.5
10.851	paddle (noun)	pja:i.3
10.852	row (vb)	ka.1 ʔdɛ:ŋ.4; ka.1 kuɛ.2
10.86	rudder	pɨat.5; liet.6
10.87	mast	pai.1
10.88	sail (noun)	hɨn.3 pai.1
10.89	anchor	pin.1 hɨn.3 pai.1
10.91	harbor, port	lɔŋ.2 pai.1
10.92	land (vb)	ʔo:k.6 pai.1
11.11	have	ńa:n.4
11.12	own, possess	ma.1; ta:u.5; ma.1
11.13	take	ta:u.5; tau.3; ta:u.5 ma.1; ta:u.5
11.14	seize, grasp	ta:u.5 pai.1; pja:i.3
11.15	hold	ʔbau.6 lɛn.1 na.3
11.16	get, obtain	teu.2
11.17	keep, retain	lɨaŋ.2; ne:m.2
11.18	thing	cap.2; lai.6; ne:p.6
11.21	give	taŋ.2
11.22	give back	nap.2 caɨ.3
11.24	preserve, look after	hou.3
11.25	save, rescue	tɨ.2
11.27	destroy	liu.3
11.28	harm, injure, damage	kɨat.6
11.31	seek, look for	kɨat šo.5 kɨn.2 cau.3 CHECKtuŋ.2
11.32	find	ka:p.6 šo.5 la.3 ʔi.6
11.33	lose	ʔo.4
11.34	release, let go	la:p.5
11.43	money	tɨ.2 tau.3
11.44	coin	tɨ.2 pai.1
11.51	rich	ta:i.5 lɔn.1
11.52	poor	hai.1 šɛ.1
11.53	beggar	kəi.6 ma.4
11.54	avaricious, stingy	ʔu.6
11.61	lend	lɔn.1
11.62	borrow	lɔn.1 nai.3
11.63	owe	ciɛu.2
11.64	debt	šɛ.1
11.65	pay (vb)	lu.4 šɛ.1
11.66	account, reckoning	ʔek.6
11.69	tax, tribute	lua.2 la:u.4
11.77	hire	lua.2 mɨn.5
11.78	wages	lua.2 nai.3
11.79	earn	swa.2
11.81	buy	ka:u.1
11.82	sell	ka:u.1 tiu.3
11.83	trade, barter	va:t.6 lua.2
11.84	merchant	taŋ.4 lua.2
11.85	market (place)	hɨn.3 lɛn.5
11.86	store, shop	mi.2
11.87	price	mi.2
11.88	dear (costly, expensive)	ʔau.1
11.89	cheap	kap.2; kam.2; kɔm.2
11.91	share (distribute)	tɨ.2; kam.1
11.92	weigh	ʔɔm.6
12.1	after	ʔdai.4
12.11	behind	tɔŋ.2 jiaŋ.6; tɔ.4 ka:i.4
12.2	beside	haɨ.3
12.3	down, below	sɔŋ.5 ta:u.5
12.4	before	jiau.5
12.41	front	ciu.5
12.5	inside, in	va:i.6
12.6	outside	ša:ŋ.1
12.7	under	la.1
12.8	up, above	la.1 lɛn.1
12.11	place	šɔm.1
12.12	put	šiɛŋ.5
12.13	sit	ŋan.2
12.14	lie down	ŋan.2 jiak.5
12.15	stand	mi.2 ŋan.2
12.16	remain, stay	ho.3; ʔdo.6
12.17	remains, left overs	pu.4 ša:m.1 hau.4
12.21	collect, gather	cet.6
12.212	pick up	šie.5 haɨ.3
12.213	pile up	šie.5; šie.5 jɔŋ.6
12.22	join, unite	ni.3
12.23	separate	ni.3
12.232	divide	haɨ.3 ŋan.2
12.24	open	swa:n.5 so.5
12.25	shut, close	šuai.3
12.26	cover	ko.5
12.27	hide, conceal	ŋan.2 kɔŋ.1
12.31	high	la.1 ŋan.2
12.32	low	šɨ.4
12.33	top	ka:i.1
12.34	bottom	kai.1 šɨ.4; vɨan.6
12.35	end	pu.4 ka:i.1 šɨ.4
12.352	pointed	hɨ.1
12.353	edge	ša:ŋ.6 tiɛn.3
12.36	side	ka.6
12.37	middle, center	pe:ŋ.2
12.41	right (side)	šiɛn.6
12.42	left (side)	pan.1
12.43	near (adv)	šaŋ.6
12.44	far (adv)	ʔju.6 laŋ.1
12.45	east	ʔju.6 pa:i.6 laŋ.1; tɔk.5 laŋ.1
12.46	west	ʔju.6 ʔden.1
12.47	north	la.3; pa:i.6 la.3
12.48	south	ko:n.5
12.53	grow	ʔju.6 pa:i.6 na.3
12.54	measure	ʔju.6 ʔdaɨ.1
12.541	span, fathom	ʔju.6 lo:k.6
12.55	large, big	ʔju.6 la.3
12.56	small, little	ʔju. kɨn.2
12.57	long	te:n.6; ti.6 fɨaŋ.1
12.58	tall	šo.5
12.59	short	naŋ.6
12.61	wide, broad	nin.2
12.62	narrow	sɔŋ.2; ʔdun.1
12.63	thick (in dimension)	ʔju.6
12.65	thin (in dimension)	ša.3
12.67	deep	lɨa.1
12.68	shallow	siu.1; šau.1
12.71	flat	cip.5
12.73	straight	tap.2
12.74	crooked	lɛŋ.6
12.75	hook	pan.1; pja:k.6
12.76	corner	pan.1
12.77	cross	hai.1
12.78	square	ʔja.4 ta.1; hai.1 ta.1
12.81	round	hap.5
12.82	circle	lap.5 ta.1
12.83	sphere, ball	kɔm.5; hɔm.5
12.84	line	ʔjau.4; ʔam.1
12.85	hole	sa:ŋ.1
12.92	like, similar	tam.5
12.93	change	neŋ.2; pja:i.1
13.0	zero, nothing	tiɛ.3
13.1	one	pja:i.1
13.2	two	sɔm.1
13.3	three	ʔden.1; hen.2
13.4	four	ʔden.1; pa:i.5
13.5	five	ca:ŋ.1
13.6	six	ʔju.6 sen.3 ca:ŋ.1
13.7	seven	kwa.2
13.8	eight	soi.4
13.9	nine	caɨ.3; cai.1
13.10	ten	tɔŋ.1
13.101	eleven	sai.1
13.102	twelve	pak.5
13.103	fifteen	na:m.2
13.104	twenty	ma.3; hɨn.3
13.105	hundred	ta:k.6
13.106	thousand	hup.2 (finger span) sɔm.1 (arm spread)
13.107	count	la:u.4
13.14	every, all	nai.3; nai.5
13.15	much, many	lai.1
13.16	more	sa:ŋ.1
13.17	little (quantity), few	tam.5
13.18	enough	kwa:ŋ.5
13.181	some	he:p.6; nak.2
13.19	multitude, crowd	na.1
13.21	full	kɨak.2
13.22	empty	ʔbɛŋ.1; ʔba:ŋ.1
13.23	part, piece	lak.2
13.24	half	ʔbɔk.5
13.33	alone, only	le:ŋ.2
13.34	first	so.6
13.35	last	ko.2
13.36	second	ŋɔ.1
13.37	pair	tin.1
13.38	two times	ce:u.6
13.42	third	si.4 fɨaŋ.1
13.44	three times	ʔduan.1
14.11	time	kwaŋ.2
14.12	age	cau.4
14.13	new	sian.5
14.14	young	šoŋ.6
14.15	old	lum.3; num.3
14.16	early	pian.5
14.17	late	na:u.5; piu.5
14.18	now	ʔdeu.1
14.19	immediately	soŋ.1
14.21	swift, fast, quick	sa:m.1
14.22	slow	si.5
14.23	hasten, hurry	ha.3
14.24	retard, delay	lɔ:k.5
14.25	begin, beginning	šɛ:t.5
14.252	last, endure	pe:t.5
14.26	end (temporal)	ku.3
14.27	finish	šip.2
14.28	cease, stop	šip.2 ʔit.5
14.29	ready	šip.2 ji.6
14.31	always	šip.2 ha.3
14.32	often	ńi.6 šip.2
14.33	sometimes	pa:k.5
14.331	soon	šiɛn.1
14.332	long-time (for a)	ce.5; sua:n.5
14.34	never	šai.2
14.35	again	la:i.1
14.41	day	la:i.1 tɔ.1
14.42	night	siau.3
14.43	dawn	to.6
14.44	morning	nai.6
14.45	noon, midday	hun.2 la:i.1
14.451	afternoon	lim.1
14.46	evening	ʔim.6
14.47	today	pju.5
14.48	tomorrow	ʔba:ŋ.4
14.481	day-after-tomorrow	tiŋ.2; fɨaŋ.4
14.49	yesterday	ka:k.6
14.491	day-before-yesterday	ta:i.6 ʔit.5
14.51	hour	tɔk.5 laŋ.1
14.53	clock, timepiece	ta:i.6 ńi.6
14.61	week	toi.5; ku.6
14.62	Sunday	so:ŋ.1 tɔp.2
14.63	Monday	ta:i.6 sa:m.1
14.64	Tuesday	sa:m.1 tɔp.2
14.65	Wednesday	šiau.6
14.66	Thursday	pi.1 nian.2
14.67	Friday	mo.5
14.68	Saturday	no:m.3
14.71	month	kau.5
14.73	year	ce.5
14.74	winter	ha:u.1
14.75	spring	šau.4; lo:m.6
14.76	summer	ham.6; lo:t.5
14.77	autumn	ku.5 ni.4; ša:u.4 ni.4
14.78	season	ʔjap.5 ʔjaŋ.3
15.21	smell (vb intrans)	ńam.2; liu.2
15.212	sniff	na:i.6; ma:n.6
15.22	smell (vb trans)	ńam.2
15.25	fragrant, good smelling	lo:t.5
15.26	stinking, bad smelling	ša:u.4 kɔk.5
15.31	taste	tiŋ.3
15.35	sweet	pja:i.1
15.36	salty	liɛu.4
15.37	bitter	taŋ.4
15.38	acid, sour	ʔdi.1; pan.2
15.39	brackish	šien.1 nian.2
15.41	hear	šin.1 nian.2
15.42	listen	mi.2 mɨa.6
15.44	sound, noise	ku.5 te:m.1
15.45	loud	na:n.2
15.46	quiet, silence	ʔbau.6 ... na:u.5
15.51	see	ʔba:t.6 mo.5
15.52	look, look at	ca:ŋ.1 ŋɔn.2
15.55	show	ca:ŋ.1 ham.6; ham.6; hɨn.2
15.56	shine	la:n.2 ʔjak.6 lo:ŋ.6
15.57	bright	hat.2; hat.2 lo:m.6
15.61	color	mɨa.6 ʔŋa:i.2 kwa:i.2
15.62	light (in color)	mɨa.6 liŋ.2; mɨa.6 liŋ.2 va:i.3
15.63	dark (in color)	ca:ŋ.1 ham.6
15.64	white	ŋɔn.2 ni.4
15.65	black	ŋɔn.2 šo:k.6
15.66	red	ŋɔn.2 lɨ.2
15.67	blue	ŋɔn.2 lɨan.2
15.68	green	ŋɔn.2 po:n.2
15.69	yellow	tiɛm.3 co:ŋ.1
15.71	touch	co:ŋ.1
15.712	pinch	sin.6 ci.4
15.72	feel	ŋɔn.2 li.5 pa:i.3
15.74	hard	sin.6 ci.4 ji.4
15.75	soft	sin.6 ci.4 ʔə.3
15.76	rough	sin.6 ci.4 sa:n.6
15.77	smooth	sin.6 ci.4 sɨ.3
15.78	sharp	sin.6 ci.4 ju.5
15.79	blunt, dull	sin.6 ci.4 lu.4
15.81	heavy	ʔdian.1
15.82	light (in weight)	pi.1
15.83	wet, damp	mɨa.6 še:ŋ.4
15.84	dry	mɨa.6 šun.1
15.85	hot	mɨa.6 ʔdam.1 na.2
15.851	warm	mɨa.6 ta:n.1 na.2
15.86	cold	mɨa.6 le:ŋ.4
15.87	clean	mɨa.6 hun.1
15.88	dirty, soiled	miau.2
15.89	wrinkled	hau.1; hau.1 hi.5
16.11	soul, spirit	ʔdum.1
16.15	surprised, astonished	ʔdum.1
16.18	good fortune, luck	ho:m.1
16.19	misfortune, bad luck	hau.1; soi.1 hau.1
16.23	joyful, glad, happy	vai.3 ta:u.3
16.25	laugh	šut.5
16.251	smile	va:n.1
16.26	play	ha:m.2; ham.2
16.27	love	ham.2
16.29	kiss	sɔm.3
16.3	embrace	ʔja:k.6 kɨn.1; šut.5
16.31	pain	lo.4 ńiɛ.1
16.32	grief, sorrow, sadness	taŋ.3 lɨa.2
16.33	anxiety, worry	hiŋ.1; hoŋ.1
16.34	regret, be sorry	hiŋ.1 la:u.4
16.35	pity	šam.1
16.37	cry, weep	lɛn.1
16.38	tear (noun)	jiau.5
16.39	groan	ham.3 jiau.5
16.41	hate	šiɛu.5
16.42	anger	lo:ŋ.6
16.44	envy, jealousy	sak.5
16.45	shame (noun)	lo:ŋ.6
16.48	proud	lap.5
16.51	dare	ha:u.1
16.52	brave	fo:n.4
16.53	fear, fright	ʔdi:ŋ.1
16.54	danger	šiɛp.6; łɔk.2
16.62	desire, want	heu.1
16.622	choose	hen.3
16.63	hope	lum.6; puŋ.3
16.65	faithful	šɛn.3
16.66	true	cum.6; lum.6
16.67	lie, tell lies	ʔdoŋ.4
16.68	deceit	ʔun.6
16.69	forgive	ʔun.6
16.71	good	ša.2
16.72	bad	luam.3
16.73	right, correct	ka:t.5
16.74	wrong	kɔm.1
16.76	fault	nak.5
16.77	mistake, error	ʔbau.1
16.78	blame	tum.2; šum.4
16.79	praise	lo.2; sa:u.3; leŋ.4
16.81	beautiful	ta:k.5
16.82	ugly	ʔda:t.6
16.83	greedy	lou.3
16.84	clever	šeŋ.4; cɔt.5; seu.5
17.11	mind	ʔdi.1 hin.3
17.13	think (= reflect)	leu.5
17.14	think (= be of the opinion)	hɔn.1
17.15	believe	ʔjuk.5; ʔjuk.5
17.16	understand	miŋ.6 ʔdi.1
17.17	know	miŋ.6 ʔja:k.6
17.171	guess	mai.2; ʔa:k.5
17.172	imitate	jiɛu.1
17.18	seem	jiɛu.1 ńum.4
17.19	idea, notion	šam.2
17.21	wise	cai.2
17.22	foolish, stupid	šup.5
17.23	insane, crazy	ʔum.4
17.24	learn	ciɛt.5
17.242	study	ciɛt.5 sam.1
17.25	teach	ša:u.3 sam.1
17.26	pupil	ʔjiɛn.6
17.27	teacher	cɔt.5 šɨ.1; tɔk.5 šɨ.1
17.28	school	tai.3
17.31	remember	lam.4 ta.1
17.32	forget	ša:ŋ.2
17.34	clear, plain	ham.2; šaŋ.2
17.35	obscure	ho.2 ʔda:t.6
17.36	secret	ho.2 han.2
17.37	sure, certain	na.3 ńe.6
17.38	explain	sɨak.6 mi.6; ʔa:k.5
17.41	intention, purpose	ka:m.3
17.42	cause	na.3 ʔbɛ:ŋ.1
17.43	doubt	ta:m.3 la:u.4
17.44	suspect	ʔdi.4 la:u.1
17.441	betray	ŋwai.4 šiɛn.5
17.45	need, necessity	ŋa.6
17.46	easy	le.6
17.47	difficult	mɨaŋ.6
17.48	try, attempt	sam.1 to:k.6
17.49	way, manner	šin.1
17.51	and	pja:ŋ.̀
17.52	because	lo.4
17.53	if	ʔuaŋ.4 łɨaŋ.3
17.54	or	ʔdi.1
17.55	yes, affirmative	ʔja:k.6
17.56	no, negative	tɨk.2; tiu.2
17.61	how?	lua.5; lɔŋ.1
17.62	how many?	lua.5; lɔŋ.1
17.63	how much?	lɔŋ.1; lua.5
17.64	what?	kua:i.5
17.65	when?	han.6
17.66	where?	sa:u.1 ʔdi.1
17.67	which?	ʔja:k.5 fa.2
17.68	who?	sam.1 mau.2
17.69	why?	šoŋ.1 miŋ.2; sam.1 liŋ.2
18.11	voice	sam.1 (heart); ho.2 (throat)
18.12	sing	ʔdiep.6; niem.6
18.13	shout, cry out	niem.6 nau.2
18.15	whisper	sin.5
18.16	mumble	lo.4; lo.4 ʔde.6
18.17	whistle	lo.4 ʔde.6
18.18	shriek, screech	to:n.5
18.19	howl	lɨaŋ.2
18.21	speak, talk	lum.3 nau.2 (inside + throat)
18.211	stutter, stammer	ʔdam.1 ho.2
18.22	say	čiɛn.1
18.221	tell story	ŋɔn.6
18.222	speech (make a)	pan.2 pa:k.6
18.23	silent (be)	šɔ.4; ha:k.6
18.24	language	ha:k.6
18.26	word	so:n.1
18.28	name	lɨk.2 ha:k.6
18.31	ask (question, inquire)	la:u.4 sai.1
18.32	answer	lan.2 ha:k.6
18.33	admit, confess	ne:n.1
18.34	deny	lum.2
18.35	ask, request	ŋa:i.6
18.36	promise	na:n.2 lo.4
18.37	refuse	lak.2 liɛm.2
18.38	forbid	ka:m.3 nau.2 (dare say)
18.39	rebuke, scold	nau.2 (say)
18.41	call (=summon)	kuak.6 ma.2
18.42	call (=name)	vi.6 ma.2
18.43	announce	ńi.1
18.44	threaten	ńi.2; ńi.2 nau.2
18.45	boast	tiŋ.5
18.51	write	ʔau.1
18.52	read	ŋa:i.6
18.56	paper	ho.3; na:ŋ.6; kai.5 ho.3
18.57	pen	yɔ.6; šɨ.6
18.61	book	yiɛŋ.6
18.67	poet	ʔdi.4
18.71	flute	yin.3 vi.6
18.72	drum	ka:ŋ.3 nau.2
18.73	horn, trumpet	lo.4 nau.2
18.74	rattle	tiu.2
19.11	country	ʔbau.6 tiu.2
19.12	one's native country	pan.2 laɨ.2
19.15	city, town	kau.6 laɨ.2; ci.3 la:i.1
19.16	village	kau.6 laɨ.2; ci.3 la:i.1
19.17	boundary	kai.5 ma.2
19.21	people (populace)	ku.5 laɨ.2; mɨa.6 laɨ.2
19.23	tribe, clan	cie.2 laɨ.2; ten.6 laɨ.2
19.24	chief, chieftain	ʔɛn.1 laɨ.2; ka:i.5 laɨ.2
19.25	staff, walking stick	pu.4 laɨ.2
19.31	rule, govern	vi.6 laɨ.2
19.32	king, ruler	ni.4
19.33	queen	ciɛ.2 ni.4; ten.6 ni.4
19.36	noble, nobleman	te.1
19.37	citizen, subject	cie.2 te.1; cie.2 te.1
19.41	master	hiŋ.1
19.42	slave	kuak.6 vɨan.1; kuak.6 pi.3
19.43	servant	vɨan.1; pi.3
19.44	freeman	ʔɛu.1; heu.6
19.45	command, order	lap.2 lɨa.2
19.46	obey	ka:ŋ.3 ʔɔm.6 ʔua.4
19.47	let, permit	po.5 fit.5
19.51	friend, companion	lai.2 heu.1
19.52	enemy	ʔɛu.1
19.54	neighbor	ka:ŋ.3; šua.4; hɔt.2
19.55	stranger	hɔt.2 ʔba.4
19.56	guest	nau.2; ka:ŋ.3
19.57	host	swi.1 tɔ.2; ka:ŋ.3 ko.3
19.58	help, aid	šua.4 šɔn.2
19.59	hinder, prevent	šam.1
19.61	custom	šɔn.2
19.62	strife, quarrel	šɨ.6 sɨ.1
19.63	conspiracy, plot	šo.6
19.65	meet	ham.5
19.72	prostitute	ha:n.1
20.11	fight (vb)	ńin.6
20.13	war, battle	ʔbau.6 ńin.6
20.14	peace	ša:m.1
20.15	army	ha:n.1; ʔi.1
20.17	soldier	ʔbau.6 ha:n.1; ʔbau.6 ʔi.1
20.21	weapons, arms	ʔbau.6 šun.3; ha.6
20.22	club	hut.5; hɛt.5
20.222	battle-ax	heu.6; šuan.2
20.23	sling	heu.6 kuak.6
20.24	bow	nau.2 ham.3 lo.4
20.25	arrow	ja.2
20.26	spear	hau.6 ʔdaŋ.1 kau.5
20.27	sword	la:i.2
20.28	gun, cannon	tok.6
20.31	armor (defensive)	sa.1
20.33	helmet	pin.5 mak.2; pit.5
20.34	shield	sɨ.1
20.35	fortress	pu.6
20.36	tower	tik.5
20.41	victory	coŋ.1
20.42	defeat	ha:u.6
20.43	attack	kɔŋ.2 ka:ŋ.2
20.44	defend	pɨaŋ.2
20.45	retreat	pɨaŋ.2 kau.5
20.46	surrender	šiŋ.2
20.47	captive, prisoner	ʔban.4
20.471	guard, sentinel	sa:i.1 hen.1
20.48	booty, spoils	hun.2
20.49	ambush	vai.1; ʔba:n.4
20.51	fisherman	pu.6 tau.2
20.52	fishhook	tɨŋ.4
20.53	fishing line	kua:n.3
20.54	fishnet	vɨaŋ.2 tai.5
20.55	fish trap	ja.6 vɨaŋ.2
20.56	bait	pu.4 peŋ.2
20.61	hunt	hun.2 pɨaŋ.2
20.62	shoot	su.3
20.63	miss (target)	hoi.5
20.64	trap (noun)	hoi.5
20.65	trap (vb)	pu.4 va:ŋ.5
21.11	law	taŋ.5
21.15	court	kan.3 lɨa.2; lɨaŋ.2
21.16	judge (vb)	haɨ.3
21.17	judgment	puŋ.4 ju.4
21.18	judge (noun)	pu.4 ʔjiɛn.1 šau.2
21.21	plaintiff	ʔden.1 ʔdi.6
21.22	defendant	hun.2 na.3 mo.5
21.23	witness	pu.4 hek.5
21.24	swear	su.3 la:n.2
21.25	oath	pa:ŋ.1
21.31	accuse	haŋ.3; ta:ŋ.1
21.32	condemn	pan.2 lɨa.1
21.33	convict (vb)	šeŋ.1
21.34	acquit	jin.1 mau.2
21.35	guilty	lɛn.1 na.3
21.36	innocent	tuŋ.4 tup.2
21.37	penalty, punishment	tuŋ.4 ʔdoi.6
21.38	fine	šam.1
21.39	prison, jail	pu.4 piŋ.1
21.42	murder	piŋ.1
21.43	adultery	šuŋ.5
21.44	rape	tɨŋ.4
21.46	arson	va:n.1 ʔdoi.6
21.47	perjury	kɔŋ.1
21.51	steal	na.5
21.52	thief	piau.1
22.11	religion	mit.2
22.12	God	šuŋ.5; pa:u.3
22.13	temple, church	ma:u.6 ta:ŋ.1 cau.3
22.14	altar	la:n.2 ta:p.5
22.15	sacrifice, offering	hiŋ.2
22.16	worship	pa:i.6
22.17	pray	ʔdoi.6 hau.3
22.18	priest	taɨ.2
22.19	holy, sacred	toi.5
22.22	preach	tau.4 ša:ŋ.4
22.23	bless	pu.4 ŋa:i.4 kam.2
22.24	curse	pu.4 taɨ.2
22.26	fast (vb)	pɔm.3
22.31	heaven	pu.4 tɨk.5 pja.1
22.32	hell	tɨk.5 pja.1
22.35	demon (evil spirit)	pa:k.5 set.5
22.37	idol	ša:k.5 set.5
22.42	magic, witchcraft, sorcery	mɨaŋ.4; saŋ.1
22.43	sorcerer, witch	let.6; šɔŋ.1
22.44	fairy, elf	ʔjiɛ.1 set.5
22.45	ghost, phantom	tɨk.5 tau.5
22.47	omen, portent	pu.4 tɨk.5 tau.5
	ńiŋ.2
	ʔjaŋ.1
	tɨk.5 pja:t.6
	kan.1
	ʔda.1 kan.1; kuak.6 kan.1
	fa.4 li.4
	fa.4 juan.3
	ton.5
	pɔn.3
	fa.4 kuan.6
	pu.4 ka:u.3
	pu.4 ŋa:i.4 ka:u.3
	pu.4 kuak.6 cin.3
	ka:u.3
	ʔda.6
	tuan.6 ... mi.2 sai.6
	tuan.6 ... ʔbau.6 mi.2 sai.6
	mi.2 sai.6; pan.2 sai.6
	ʔbau.6 mi.2 sai.6
	fa.4
	ŋan.2 fa.4
	la:n.2 la:u.2
	ka.3
	tuŋ.4 ʔdi.1; pan.2 ʔdi.1
	kam.6; si.3 (fuck)
	šut.5 fi.2
	kuak.6 lak.2
	kuak.6 pɨa.5
	pu.4 lak.2
	miau.6
	šoŋ.2 pat.2
	kai.5 kuak.6 pat.2
	pa:i.6
	ta:u.4
	hut.5
	ci.6
	kɨn.2 ʔbɨn.1
	la.3 na:m.6
	fa:ŋ.2
	mo.1; fa:p.5
	pu.4 mo.1
	tua.2 sian.1
	tua.2 fa:ŋ.2
	pan.2 ʔja:k.6
