entry_id	trans_english	Lappish_North_Saami_Phonemic
12.35	end	loɑhppɑ
12.352	pointed	bɑstil
12.353	edge	r̃ɑvdɑ
12.36	side	gilgɑ
12.37	middle, center	gɑskkɑmus; guovddaš
12.41	right (side)	olgeš
12.42	left (side)	gur̃ut
12.43	near (adv)	lɑhkɑ
12.44	far (adv)	guhkkin
12.45	east	nuor̃tɑ
12.46	west	oɑr̃yi
12.47	north	dɑvvi
12.48	south	lulli
12.53	grow	šɑddɑt
12.54	measure	mihtidit
12.541	span, fathom	sɑllɑ
12.55	large, big	stuor̃ɑt
12.56	small, little	unni
12.57	long	guhkki
12.58	tall	guhkki; ɑllɑt
12.59	short	oɑnehɑš
12.61	wide, broad	viiddis
12.62	narrow	bɑski
12.63	thick (in dimension)	gɑssɑt
12.65	thin (in dimension)	ɑsehɑš
12.67	deep	čieŋɑl
12.68	shallow	c̷oɑgis
12.71	flat	steɑččɑs
12.73	straight	ɲuolgɑt
12.74	crooked	gɑvvɑr̃
12.75	hook	r̃oɑhkki
12.76	corner	čiehkɑ
12.77	cross	r̃uossɑ
12.78	square	ɲeɑlyečiegɑt
12.81	round	yor̃bɑt
12.82	circle	r̃iekkis
12.83	sphere, ball	yor̃bɑdɑs; spabbɑ
12.84	line	sahc̷u; liɲa
12.85	hole	r̃aigi
12.92	like, similar	seɑmmɑlagan; ovttɑlagan
12.93	change	nuppastuhttit
13.0	zero, nothing	nollɑ
13.1	one	oktɑ
13.2	two	guokte
13.3	three	golbmɑ
13.4	four	ɲeɑllye
13.5	five	vihttɑ
13.6	six	guhttɑ
13.7	seven	čieǰɑ
13.8	eight	gavc̷c̷i
13.9	nine	ovc̷c̷i
13.10	ten	logi
13.101	eleven	oktɑnuppelohkai
13.102	twelve	guoktenuppelohkai
13.103	fifteen	vihttɑnuppelohkai
13.104	twenty	guoktelogi
13.105	hundred	čuoði
13.106	thousand	duhat
13.107	count	lohkɑt
13.14	every, all	yuohke; buot
13.15	much, many	ollu; maŋgɑ
13.16	more	eɑmbbo
13.17	little (quantity), few	veha; unnan
13.18	enough	doɑr̃vai
13.181	some	muhtin
13.19	multitude, crowd	olluvuohtɑ; yoɑvku
13.21	full	dievvɑ
13.22	empty	guor̃us
13.23	part, piece	oɑssi
13.24	half	beɑlli
13.33	alone, only	okto; dušše
13.34	first	vuosttɑs
13.35	last	mɑŋimus
13.36	second	nubbi
13.37	pair	bar̃r̃ɑ
13.38	two times	guovtte geɑr̃dde
13.42	third	goɑlmmat
13.44	three times	golmmɑ geɑr̃dde
14.11	time	aigi
14.12	age	ɑhki
14.13	new	oðɑs
14.14	young	nuor̃r̃ɑ
14.15	old	boɑr̃is
14.16	early	ar̃r̃ɑt
14.17	late	mɑŋŋit
14.18	now	dal
14.19	immediately	dɑkkɑviði
14.21	swift, fast, quick	yohtil ~ yoðan
14.22	slow	ɲoɑhc̷i
14.23	hasten, hurry	doɑpmɑt; gahččɑt
14.24	retard, delay	ayihit
14.25	begin, beginning	algit; algu
14.252	last, endure	bistit
14.26	end (temporal)	loɑhppɑ
14.27	finish	loɑhpɑhit
14.28	cease, stop	heɑitit; loɑhppɑt
14.29	ready	valmmɑs
14.31	always	alo
14.32	often	davya
14.33	sometimes	muhtomin
14.331	soon	fɑr̃ggɑ
14.332	long-time (for a)	guhkit
14.34	never	ii goɑssege
14.35	again	vuot
14.41	day	beɑivi
14.42	night	idyɑ
14.43	dawn	guovssu
14.44	morning	iðit
14.45	noon, midday	gɑskɑbeɑivi
14.451	afternoon	mɑŋŋil gɑskɑbeɑivvi
14.46	evening	eɑhket
14.47	today	odne
14.48	tomorrow	ihttin
14.481	day-after-tomorrow	don beɑivve
14.49	yesterday	ikte
14.491	day-before-yesterday	ovddet beɑivve
14.51	hour	diibmu
14.53	clock, timepiece	diibmu
14.61	week	vɑhkku
14.62	Sunday	sotnɑbeɑivi
14.63	Monday	vuossar̃gɑ
14.64	Tuesday	mɑŋŋebar̃gɑ
14.65	Wednesday	gɑskɑvɑhkku
14.66	Thursday	duor̃ɑstɑt
14.67	Friday	beɑr̃yɑdɑt
14.68	Saturday	lavvɑr̃dɑt
14.71	month	mannu
14.73	year	yɑhki
14.74	winter	dalvi
14.75	spring	giððɑ
14.76	summer	geɑssi
14.77	autumn	čɑkčɑ
14.78	season	yɑhkiaigi
15.21	smell (vb intrans)	hɑksot
15.212	sniff	sustit
15.22	smell (vb trans)	hɑksit
15.25	fragrant, good smelling	- -
15.26	stinking, bad smelling	guohc̷ɑ
15.31	taste	maistit
15.35	sweet	sohkɑr̃eɑddyai
15.36	salty	salttis
15.37	bitter	r̃ihčɑ
15.38	acid, sour	suvr̃r̃is
15.39	brackish	- -
15.41	hear	gullɑt
15.42	listen	guldɑlit
15.44	sound, noise	yietnɑ; šuokŋɑ
15.45	loud	ɑllɑt
15.46	quiet, silence	yɑskɑt; yɑskɑtvuohtɑ
15.51	see	oɑidnit
15.52	look, look at	geɑhččɑt
15.55	show	čayehit
15.56	shine	suotɲɑr̃ɑstit
15.57	bright	šeɑlgɑt
15.61	color	ivdni
15.62	light (in color)	čuovgɑt
15.63	dark (in color)	gamis
15.64	white	vielgɑt
15.65	black	čahppɑt
15.66	red	r̃uoksɑt
15.67	blue	ɑlit
15.68	green	r̃uonɑs
15.69	yellow	fiskɑt
15.71	touch	guoskkɑhit
15.712	pinch	c̷ikc̷et
15.72	feel	dovdɑt
15.74	hard	gɑr̃ɑs
15.75	soft	dimis
15.76	rough	r̃oɑkkɑs
15.77	smooth	livttis
15.78	sharp	bɑstil
15.79	blunt, dull	dulppɑs
15.81	heavy	lossɑt
15.82	light (in weight)	geɑhpɑs
15.83	wet, damp	ɲuoskkɑs; lavttɑs
15.84	dry	goikkis
15.85	hot	bahkɑs
15.851	warm	liekkɑs
15.86	cold	gɑlmmɑs
15.87	clean	buhtis
15.88	dirty, soiled	duolvvɑs
15.89	wrinkled	yoɑibmai
16.11	soul, spirit	heɑggɑ; vuoigŋɑ
16.15	surprised, astonished	imɑštuvvɑn; heɑhkɑstuvvɑn
16.18	good fortune, luck	lihkku
16.19	misfortune, bad luck	bar̃ti
16.23	joyful, glad, happy	ilolɑš ~ lihkolɑš
16.25	laugh	čɑibmɑt
16.251	smile	moddyat
16.26	play	stoɑhkɑt
16.27	love	r̃ahkestit
16.29	kiss	c̷ummat
16.3	embrace	sɑllut
16.31	pain	bavččɑs
16.32	grief, sorrow, sadness	mor̃ɑš
16.33	anxiety, worry	fuollɑ
16.34	regret, be sorry	vaidɑlit; šallošit
16.35	pity	šallu
16.37	cry, weep	čier̃r̃ut
16.38	tear (noun)	gɑɲɑl
16.39	groan	fuoikut
16.41	hate	vɑšuhit
16.42	anger	suhttu
16.44	envy, jealousy	gaðɑšvuohtɑ; bɑlɑhɑhkesvuohtɑ
16.45	shame (noun)	heɑhpɑt
16.48	proud	čeɑvlai
16.51	dare	duostɑt
16.52	brave	r̃oɑhkkɑt
16.53	fear, fright	bɑllu; hir̃bmɑ
16.54	danger	var̃r̃ɑ
16.62	desire, want	haliidit; dɑhttut
16.622	choose	vallyet
16.63	hope	doɑivu
16.65	faithful	luohtehɑhtti; oskkaldɑs
16.66	true	r̃ivttes
16.67	lie, tell lies	gielistit ~ gielastit
16.68	deceit	beɑhtus
16.69	forgive	ɑddit andɑgɑssii
16.71	good	buor̃r̃e
16.72	bad	heɑdyu
16.73	right, correct	r̃iektɑt
16.74	wrong	boɑstto; veɑr̃r̃e
16.76	fault	feɑilɑ ~ veɑr̃r̃i
16.77	mistake, error	meɑttahus; boɑsttuvuohtɑ
16.78	blame	laittus; moɑittɑ
16.79	praise	r̃amadus
16.81	beautiful	čappɑt
16.82	ugly	fɑsti
16.83	greedy	vaibmil; himulɑš
16.84	clever	viissis
17.11	mind	yier̃bmi
17.13	think (= reflect)	yur̃ddɑšit
17.14	think (= be of the opinion)	gaddit
17.15	believe	oskut
17.16	understand	ipmir̃dit; addet
17.17	know	diehtit
17.171	guess	nɑvdit
17.172	imitate	aððɑstɑllɑt
17.18	seem	or̃r̃ut
17.19	idea, notion	ideɑ; yur̃ddɑ
17.21	wise	oɑhppɑn
17.22	foolish, stupid	yor̃bbɑs; gaiggɑs
17.23	insane, crazy	yɑllɑ
17.24	learn	oɑhppɑt
17.242	study	lohkɑt; studer̃et
17.25	teach	oɑhpɑhit
17.26	pupil	oɑhppi
17.27	teacher	oɑhpɑheɑddyi
17.28	school	skuvlɑ
17.31	remember	muitit
17.32	forget	vɑyalduhttit
17.34	clear, plain	čielggɑs; seɑlvi
17.35	obscure	eɑhpečielggɑs
17.36	secret	čiegus; suollemɑs
17.37	sure, certain	sihkɑr̃
17.38	explain	čilget
17.41	intention, purpose	aigumuš; ulbmil
17.42	cause	dɑgɑhit
17.43	doubt	eɑhpidit
17.44	suspect	vihkut
17.441	betray	beɑhttit
17.45	need, necessity	dar̃bu
17.46	easy	alki; heɑlpu
17.47	difficult	vattis
17.48	try, attempt	geɑhččɑlit; iskɑt
17.49	way, manner	vuohki
17.51	and	yɑ
17.52	because	dɑinnɑ go
17.53	if	yuos
17.54	or	dɑhye
17.55	yes, affirmative	yuo ~ yo
17.56	no, negative	ii
17.61	how?	mo? ~ mot? ~ movt?
17.62	how many?	gɑlle?
17.63	how much?	mɑn ollu?
17.64	what?	mii?
17.65	when?	goɑs?
17.66	where?	gos?
17.67	which?	mɑkkar̃?
17.68	who?	gii?
17.69	why?	mɑnne?
18.11	voice	yietnɑ
18.12	sing	lavlut
18.13	shout, cry out	huikit; čuor̃vut
18.15	whisper	sɑvkɑlit
18.16	mumble	humɑidit
18.17	whistle	ɲur̃gut
18.18	shriek, screech	biškut
18.19	howl	holvut
18.21	speak, talk	hupmɑt; hallɑt
18.211	stutter, stammer	vɑvddɑdit; gɑhkkit
18.22	say	dɑdyɑt
18.221	tell story	mainɑstit
18.222	speech (make a)	sar̃dnut
18.23	silent (be)	yavohuvvɑt
18.24	language	giellɑ
18.26	word	satni
18.28	name	nɑmmɑ
18.31	ask (question, inquire)	yeɑr̃r̃ɑt; gɑhčɑt
18.32	answer	vastidit
18.33	admit, confess	dovddɑstit
18.34	deny	biehtɑdit ~ biehttɑlit
18.35	ask, request	sihtɑt
18.36	promise	lohpidit
18.37	refuse	biehtɑdit
18.38	forbid	gieldit
18.39	rebuke, scold	- -
18.41	call (=summon)	bovdet; gohččut
18.42	call (=name)	nɑmɑhit
18.43	announce	ɑlmmuhit; dieðihit
18.44	threaten	aitit
18.45	boast	r̃amohɑllɑt
18.51	write	čallit
18.52	read	lohkɑt
18.56	paper	babir̃
18.57	pen	beɑnnɑ
18.61	book	gir̃yi
18.67	poet	diktɑčalli
18.71	flute	ɲur̃ggɑn
18.72	drum	dr̃umbu
18.73	horn, trumpet	dor̃ve; tr̃ompehtɑ
18.74	rattle	- -
19.11	country	eɑnɑ
19.12	one's native country	r̃uovttueɑnɑ; ahčieɑnɑ
19.15	city, town	gavpot
19.16	village	siidɑ
19.17	boundary	r̃adyi
19.21	people (populace)	albmot
19.23	tribe, clan	čeɑr̃dɑ
19.24	chief, chieftain	hoɑvdɑ; oɑivɑmuš
19.25	staff, walking stick	soɑbbi
19.31	rule, govern	r̃aððet; hovdet
19.32	king, ruler	gonɑgɑs; r̃aððeyeɑddyi
19.33	queen	dr̃onnet
19.36	noble, nobleman	adellɑš; adelolmmai
19.37	citizen, subject	r̃iikɑvuloš
19.41	master	isit; heɑr̃r̃a
19.42	slave	šlavvɑ
19.43	servant	balvɑleɑddyi
19.44	freeman	- -
19.45	command, order	gohččut
19.46	obey	yeɑgɑdit; doɑhttɑlit
19.47	let, permit	lohpidit; diktit
19.51	friend, companion	ustit; skihpar̃
19.52	enemy	vɑšalɑš
19.54	neighbor	r̃anna
19.55	stranger	ɑmɑs
19.56	guest	guossi
19.57	host	baikkiisit
19.58	help, aid	veɑhkehit; abuhit
19.59	hinder, prevent	hehttet; c̷ɑggɑt
19.61	custom	vier̃r̃u; dahpi
19.62	strife, quarrel	r̃iidu; naggu
19.63	conspiracy, plot	- -
19.65	meet	deɑivɑt
19.72	prostitute	fuor̃r̃a
20.11	fight (vb)	doɑr̃r̃ut
20.13	war, battle	soɑhti; doɑr̃r̃u
20.14	peace	r̃afi
20.15	army	ɑr̃meɑ; soɑhteveɑhkɑ
20.17	soldier	soɑlddat
20.21	weapons, arms	veɑr̃yu
20.22	club	šluppot
20.222	battle-ax	- -
20.23	sling	šleɑŋgu
20.24	bow	davgi
20.25	arrow	ɲuollɑ
20.26	spear	saiti
20.27	sword	miehkki
20.28	gun, cannon	bissu; kɑnovdnɑ
20.31	armor (defensive)	- -
20.33	helmet	suodyɑgɑhpir̃; yeɑlbmɑ
20.34	shield	gɑlbɑ
20.35	fortress	lɑdni
20.36	tower	doɑr̃dnɑ
20.41	victory	vuoitu
20.42	defeat	dahpɑ; vuoittɑhɑllɑn
20.43	attack	r̃ohkkaheɑpmi
20.44	defend	suodyɑlit
20.45	retreat	mur̃dit
20.46	surrender	vuollanit
20.47	captive, prisoner	faŋgɑ
20.471	guard, sentinel	faktɑ; geɑhčči
20.48	booty, spoils	salɑš; fitnet
20.49	ambush	čiehkɑgɑsčillɑ
20.51	fisherman	guolasteɑddyi
20.52	fishhook	r̃oɑhkɑn
20.53	fishing line	- -
20.54	fishnet	fier̃bmi
20.55	fish trap	meɑr̃di
20.56	bait	seɑkti
20.61	hunt	meɑhc̷astit
20.62	shoot	bahčit
20.63	miss (target)	meɑddet
20.64	trap (noun)	bivddus
20.65	trap (vb)	bivdit
21.11	law	lahkɑ
21.15	court	duopmustuollu
21.16	judge (vb)	dubmet
21.17	judgment	duopmu
21.18	judge (noun)	duopmar̃
21.21	plaintiff	- -
21.22	defendant	aššaskuhtton olmmoš
21.23	witness	vihtɑn
21.24	swear	vuor̃dnut
21.25	oath	vuor̃tnis
21.31	accuse	aššaskuhttit
21.32	condemn	dubmet
21.33	convict (vb)	dubmet
21.34	acquit	aššehuhttit
21.35	guilty	aššalɑš
21.36	innocent	aššeheɑpme
21.37	penalty, punishment	r̃aŋggaštus
21.38	fine	sahkku
21.39	prison, jail	giddɑgɑs; faŋgɑl
21.42	murder	olmmošgoddin
21.43	adultery	fuor̃r̃avuohtɑ
21.44	rape	illɑstit
21.46	arson	viessoboɑldin
21.47	perjury	veɑr̃r̃evalli
21.51	steal	suoladit
21.52	thief	suolɑ
22.11	religion	osku
22.12	God	Ipmil
22.13	temple, church	tempel; gir̃ku
22.14	altar	alttɑr̃
22.15	sacrifice, offering	oɑffɑr̃
22.16	worship	balvɑlit
22.17	pray	r̃ohkɑdɑllɑt
22.18	priest	bahppɑ
22.19	holy, sacred	bɑssi
22.22	preach	sar̃dnidit
22.23	bless	sivdnidit
22.24	curse	gɑr̃r̃udit
22.26	fast (vb)	fastudit
22.31	heaven	ɑlbmi
22.32	hell	helvet
22.35	demon (evil spirit)	beɑr̃gɑlɑt; bir̃o
22.37	idol	eɑhpe-ipmil
22.42	magic, witchcraft, sorcery	noɑidi-vuohtɑ; vihtɑr̃; dus
22.43	sorcerer, witch	noɑidi
22.44	fairy, elf	haldi
22.45	ghost, phantom	gobmi
22.47	omen, portent	var̃r̃ehus; dieðahus
