entry_id	trans_english	Cofán_Phonemic
10.32	flow	'aiʔhe-ye
10.33	sink	ãdekʰoye
10.34	float	sɨΦotʰoye
10.35	swim	'kʰaʔya-ye
10.351	dive	
10.352	splash	ãzapɨye
10.36	sail (vb)	
10.37	fly (vb)	čʰaʔhe-ye
10.38	blow	ɨΦa-ye
10.41	creep, crawl	mãgɨye
10.412	kneel	karɨ̃ǰaiye
10.413	crouch	pɨ̃c̷ʰaɲe; tẽʔgɨya
10.42	slide, slip	tʰĩbaʔo
10.43	jump, leap	bɨtʰoye
10.431	kick	c̷ɨc̷ɨkʰoye
10.44	dance	boira-ye
10.45	walk	'haka-ɲe; c̷i-ye; d͜zi-ye
10.451	limp	
10.46	run	bɨtʰo-ye
10.47	go	ha-ye; ãpãšaɲe; poʔtaye
10.471	go up	ãsɨ̃deye
10.472	climb	ãsɨ̃deye
10.473	go down	ãdeye
10.474	go out	sõboye; sõbopa haye
10.48	come	hi-ye; hiɲaɲe
10.481	come back	šãdaye; toeki hayi
10.49	go away, depart	haye; tayo ha
10.491	disappear	kʰɨyaye
10.51	flee	'kʰɨyaye; kʰɨšaye; tʰeyaye
10.52	follow	õboẽɲe; mãdiãɲe
10.53	pursue	mãdiãɲe
10.55	reach, arrive	napi-ye
10.56	approach	kac̷eye
10.57	enter	kaʔniɲe
10.61	carry (bear)	ãgaye
10.612	carry-in-hand	opiye; ĩdiye
10.613	carry-on-shoulder	ãdɨye
10.614	carry-on-head	õc̷ẽbiye
10.615	carry-underarm	ãga-ye
10.62	bring	iye; Φečočoẽɲe
10.63	send	moeɲe
10.64	lead (vb)	ãgakãɲe
10.65	drive	heɲaɲe
10.66	ride	ǰai-haye
10.67	push, shove	kʰoΦe'tʰa-ye
10.71	road	c̷aiki
10.72	path	c̷aiki
10.74	bridge	
10.75	carriage, wagon, cart	[karo]
10.76	wheel	c̷ɨʔtʰe
10.77	axle	
10.78	yoke	
10.81	ship	rande šaβo
10.83	boat	[rãča]
10.831	canoe	šaβo; šago
10.832	outrigger	--
10.84	raft	oe̷ekʰo
10.85	oar	čʰo'čʰoΦiʔdi
10.851	paddle (noun)	čʰočʰoΦĩʔdi
10.852	row (vb)	čʰoiye
10.86	rudder	asɨtʰãẽʔsɨ; čʰočʰoΦĩʔdi
10.87	mast	
10.88	sail (noun)	ãgakeʔsɨ sarɨpa [ãgakʸeʔsɨ]
10.89	anchor	ĩdi dɨsĩãʔheʔčo 'ãʔkʰo
10.91	harbor, port	kʰatʰɨΦaʔheʔtʰi
10.92	land (vb)	ãdeye; sõboye
11.11	have	'ãʔbĩã-ɲe
11.12	own, possess	naʔsɨ; 'ãʔbĩãɲe
11.13	take	isɨye; ic̷aye
11.14	seize, grasp	kʰic̷ʰa isɨye
11.15	hold	ĩdiye
11.16	get, obtain	isɨye
11.17	keep, retain	'ãʔbĩãɲe
11.18	thing	hĩʔčo
11.21	give	aΦe-ye
11.22	give back	toeki aΦeye
11.24	preserve, look after	'ãʔbĩãɲe
11.25	save, rescue	kʰɨšãẽɲe
11.27	destroy	Φiʔtʰiye
11.28	harm, injure, damage	daʔɲoɲe; daɲõgeye; iɲakʰaeɲe
11.31	seek, look for	'tʰaʔtʰa-ye
11.32	find	'atʰe-ye; kačaiye; kačaikʰoye
11.33	lose	kʰeɲaɲe; kʰeye; katiye
11.34	release, let go	sõboeɲe
11.43	money	kori-Φĩʔdi
11.44	coin	kori-Φĩʔdi
11.51	rich	[riko]
11.52	poor	čɨβo; pori
11.53	beggar	
11.54	avaricious, stingy	seʔpiʔsɨ
11.61	lend	aΦeye
11.62	borrow	isɨye
11.63	owe	šakaye; šakãẽɲe
11.64	debt	šaka
11.65	pay (vb)	aΦeʔpõẽɲe
11.66	account, reckoning	šaka teβãẽʔčo
11.69	tax, tribute	[ĩpoesto]
11.77	hire	'aΦeʔpõẽɲe
11.78	wages	'aΦeʔpõẽʔčo
11.79	earn	[gana]ɲe
11.81	buy	čaβaye
11.82	sell	čaβõẽɲe
11.83	trade, barter	
11.84	merchant	[komersĩãte]
11.85	market (place)	čaβõẽʔheʔtʰi
11.86	store, shop	[tiẽda]
11.87	price	[bare]ʔčo
11.88	dear (costly, expensive)	[karo]
11.89	cheap	[barato]
11.91	share (distribute)	atʰɨΦoeɲe
11.92	weigh	dɨsiaɲe
12.1	after	õboe; haʔi; c̷ɨĩʔda
12.11	behind	'õboe
12.2	beside	Φaẽgae
12.3	down, below	c̷o'sikʰɨʔΦa;
12.4	before	oʔtie; tayoʔe
12.41	front	oʔtie
12.5	inside, in	na-kʰɨ; c̷osini
12.6	outside	c̷oteni
12.7	under	c̷osini
12.8	up, above	õ'baΦaʔΦa
12.11	place	βaʔtʰi; -tʰi; -ni; kʰaʔtʰi
12.12	put	kʰɨiɲãɲe; kʰɨc̷iãɲe
12.13	sit	ǰaiye
12.14	lie down	kʰɨi-ye
12.15	stand	kʰɨc̷ɨ-ye; βečʰa-
12.16	remain, stay	kãʔheɲe; šãdaye
12.17	remains, left overs	ã 'ãteʔčo
12.21	collect, gather	taiye; piye
12.212	pick up	kʰic̷ʰa isɨye
12.213	pile up	boɲaɲe
12.22	join, unite	piye; sec̷aeɲe
12.23	separate	atʰɨΦãẽɲe
12.232	divide	siriaɲe
12.24	open	boi batʰiaɲe
12.25	shut, close	pikʰoye
12.26	cover	pikʰoye
12.27	hide, conceal	aʔtɨye; kʰɨyaye; d͜zɨye
12.31	high	seΦani
12.32	low	ãdekʰo
12.33	top	seΦani
12.34	bottom	c̷osikʰɨΦani
12.35	end	c̷ɨtopa
12.352	pointed	c̷ɨtopapa; kikʰɨkeʔsɨ
12.353	edge	ɨtɨΦa
12.36	side	ɨtɨΦa
12.37	middle, center	ẽtʰĩge-
12.41	right (side)	'tãsĩʔΦa
12.42	left (side)	'paβeʔΦa
12.43	near (adv)	pʰoroc̷ʰe; kʰa-
12.44	far (adv)	bi'ani; biakʰa
12.45	east	čiɣa sõboheni
12.46	west	čiɣa 'ãpʰiheni
12.47	north	
12.48	south	
12.53	grow	koeɲe; boʔeye
12.54	measure	agatʰoye
12.541	span, fathom	yasa
12.55	large, big	rãde; -kʰo
12.56	small, little	čipiri; reʔri; -čo
12.57	long	bi'aʔa
12.58	tall	seΦãhĩ
12.59	short	reʔri-čo
12.61	wide, broad	atʰahac̷ʰia
12.62	narrow	'taʔyoc̷ʰi; 'reʔrikikʰo
12.63	thick (in dimension)	'tõbɨʔc̷ʰi; 'tõbɨʔčoa
12.65	thin (in dimension)	'saiheʔkʰoa
12.67	deep	c̷oʔsiʔo
12.68	shallow	sãba; sãbahi
12.71	flat	Φɨẽʔgaʔo; sapeheʔo
12.73	straight	tãsĩ-; 'tãsĩʔc̷ʰi
12.74	crooked	Φẽtẽdekʰo
12.75	hook	'ãʔkʰo; boikʰo
12.76	corner	
12.77	cross	aβɨhaʔkʰo
12.78	square	
12.81	round	'Φɨniʔčoa
12.82	circle	Φɨ̃ničoa teβãẽʔčo
12.83	sphere, ball	[perota]
12.84	line	tãsĩc̷ia teβãẽʔčo
12.85	hole	čãgo
12.92	like, similar	ĩhĩd͜zio; ĩhĩc̷io
12.93	change	daye
13.0	zero, nothing	mẽʔĩʔõ
13.1	one	Φae; Φaʔe; Φaeʔkʰo
13.2	two	'kʰoãgiʔkʰo
13.3	three	kʰoani-Φaeʔkʰo
13.4	four	kʰatʰɨ'Φayiʔkʰo
13.5	five	Φae'Φayiʔkʰo
13.6	six	kʰaΦai'seyiʔkʰo
13.7	seven	kʰaΦaise'kʰoãgiʔkʰo
13.8	eight	kʰaΦaisekʰoaniΦaeʔkʰo
13.9	nine	kʰaΦaisekʰatʰɨ'Φayiʔkʰo
13.10	ten	čõga; tiβe paʔc̷ʰi
13.101	eleven	čõga Φaeʔkʰo paša
13.102	twelve	čõga kʰoãgiʔkʰo paša
13.103	fifteen	čoga ΦaeΦayiʔkʰo paša
13.104	twenty	c̷ɨʔtʰepi paʔc̷ʰi; kʰoãgi čõga
13.105	hundred	[sĩẽ]
13.106	thousand	[mil]
13.107	count	agatʰoye; agatʰokaɲe
13.14	every, all	'poiyiʔkʰo; paʔkʰo; paʔo
13.15	much, many	'c̷aĩʔbic̷ʰia
13.16	more	tiʔc̷ʰe; ĩhãʔc̷ʰe
13.17	little (quantity), few	'reʔrikʰo; boβeʔkʰo
13.18	enough	ĩhãʔc̷ʰia; c̷aĩʔbia
13.181	some	reʔrikʰoa
13.19	multitude, crowd	'c̷aĩʔbic̷ʰia aʔi
13.21	full	õʔboeɲe; õʔbaye
13.22	empty	mekʰɨ
13.23	part, piece	šekeʔčo
13.24	half	ẽtʰĩge [ẽtʰĩgʸe]
13.33	alone, only	tisɨyi
13.34	first	oʔtie; 'oʔtie-ʔsɨ
13.35	last	o'seΦapoẽʔsɨ; õmaʔsɨ
13.36	second	
13.37	pair	poine
13.38	two times	kõãgi se
13.42	third	
13.44	three times	koãniΦai se
14.11	time	
14.12	age	maɲi 'kãkʰeʔΦa ['kãkʰʸeʔΦa]
14.13	new	kɨna
14.14	young	čɨʔa
14.15	old	c̷ʰorɨ; kʰaše
14.16	early	sĩte
14.17	late	sime
14.18	now	hãʔɲo; βoe
14.19	immediately	ɨtac̷ʰeyi; 'c̷eʔΦeiʔkʰɨyi
14.21	swift, fast, quick	kɨ̃šoaʔme
14.22	slow	βasi; βasic̷ʰe; βasiaβe
14.23	hasten, hurry	ɨtac̷ʰe
14.24	retard, delay	βasic̷ʰe
14.25	begin, beginning	ašaeɲe
14.252	last, endure	kĩɲa
14.26	end (temporal)	nani
14.27	finish	nani; nanĩɲe; nepiye
14.28	cease, stop	'ãtʰeye; kʰɨc̷iaɲe
14.29	ready	hɨ̃de; ɨtaʔc̷ʰe
14.31	always	'c̷ãgae; c̷ã'gaeye
14.32	often	d͜zɨc̷ʰe
14.33	sometimes	mahã
14.331	soon	hɨ̃de
14.332	long-time (for a)	tayo pi; ta'yopi; boʔc̷ʰe
14.34	never	kʰac̷ʰe; moite
14.35	again	kʰase
14.41	day	aʔta
14.42	night	kose; siɲite
14.43	dawn	aʔtaye; aʔta kʰɨc̷ɨ
14.44	morning	sĩte
14.45	noon, midday	čiɣa tãsĩ; tayo tãsĩ
14.451	afternoon	čiɣa õdɨse
14.46	evening	ko'sehi
14.47	today	hãʔɲo; hãʔɲo aʔta
14.48	tomorrow	tɨʔi
14.481	day-after-tomorrow	tɨiʔβe
14.49	yesterday	kani
14.491	day-before-yesterday	kaniteʔki
14.51	hour	['ora]
14.53	clock, timepiece	kãʔčo
14.61	week	aβɨhaʔki
14.62	Sunday	[domĩgo] aʔta
14.63	Monday	[roni; ronis]
14.64	Tuesday	[marti]
14.65	Wednesday	ẽtʰĩgiaβɨhaʔki
14.66	Thursday	[Φɨiβi; Φɨiβis]
14.67	Friday	tʰɨ̃tʰãki; [βierne]
14.68	Saturday	[saβaro]
14.71	month	kʰoβɨ
14.73	year	'kãkʰieʔΦa
14.74	winter	[sãΦɨĩ]-te; [sãΦã]
14.75	spring	taβɨi-te
14.76	summer	koeheΦɨi-te; koeheΦa
14.77	autumn	õmoite
14.78	season	-te
15.21	smell (vb intrans)	šõča-ɲe; 'c̷ʰɨʔhɨ-ye
15.212	sniff	
15.22	smell (vb trans)	šõčãɲe
15.25	fragrant, good smelling	ɲoʔmec̷ʰi
15.26	stinking, bad smelling	c̷ʰɨʔhuc̷ʰi
15.31	taste	ãkãɲe
15.35	sweet	ãsĩʔc̷ʰi-e
15.36	salty	'asic̷ʰi
15.37	bitter	ĩd͜zaʔo; ĩd͜zaʔc̷ʰi
15.38	acid, sour	ĩʔdɨc̷ʰi
15.39	brackish	
15.41	hear	'paɲa-ɲe
15.42	listen	'paɲa-ɲe
15.44	sound, noise	hẽʔčo
15.45	loud	kiaʔme hẽ
15.46	quiet, silence	pʰĩpʰĩc̷ʰe
15.51	see	'atʰe-ye
15.52	look, look at	ka-ɲe
15.55	show	kãhaeɲe; kãhaʔheɲe
15.56	shine	čʰãhɨɲe
15.57	bright	βeyarac̷ʰi
15.61	color	
15.62	light (in color)	'aʔtac̷ʰe
15.63	dark (in color)	sĩc̷ʰe
15.64	white	toto-
15.65	black	sĩʔã; sĩʔčo; sĩheʔõ
15.66	red	kɨʔa
15.67	blue	ĩd͜zĩã
15.68	green	ĩd͜zĩã
15.69	yellow	kiyopa
15.71	touch	pʰoraeɲe
15.712	pinch	kic̷iye; kic̷ɨiye
15.72	feel	
15.74	hard	taʔe; taʔeʔo; taʔec̷ʰi
15.75	soft	čapiaɲe; čapec̷ʰi
15.76	rough	c̷ʰac̷ʰac̷ʰi; c̷ʰac̷ʰariʔkʰo
15.77	smooth	'giyaʔc̷ʰi; kesɨsɨ
15.78	sharp	c̷ĩc̷ʰia; d͜zɨɲaɲe
15.79	blunt, dull	'c̷ĩbiʔkʰo
15.81	heavy	c̷ʰaiʔa; c̷ʰaiʔkʰo
15.82	light (in weight)	Φaβaʔkʰo
15.83	wet, damp	'c̷ʰipaʔo; c̷ʰipaye; c̷ʰipaeɲe
15.84	dry	sãba; sãʔhaɲe; sãc̷ʰi
15.85	hot	'hɨʔrɨc̷ʰi; saʔβɨc̷ʰi; koeʔhe
15.851	warm	kɨɲaɲe; akeye [akʸeye]; akĩãɲe
15.86	cold	čãʔdio
15.87	clean	giyeɲe; giyaʔc̷ʰi
15.88	dirty, soiled	'amɨ̃deʔc̷ʰi; 'amɨ̃deʔkʰo
15.89	wrinkled	'd͜zɨ̃d͜zɨ̃d͜zɨkʰo; d͜zɨβaβakʰo
16.11	soul, spirit	kʰẽǰaʔpa
16.15	surprised, astonished	
16.18	good fortune, luck	
16.19	misfortune, bad luck	
16.23	joyful, glad, happy	aβɨha-ye
16.25	laugh	'Φeɲaɲe
16.251	smile	
16.26	play	koʔΦeye
16.27	love	ĩʔha-ɲe; ɲoc̷ʰe ĩʔha-ɲe
16.29	kiss	moča-ye
16.3	embrace	mɨ̃sĩɲe; mɨ̃sĩkʰoye
16.31	pain	iɲeɲe
16.32	grief, sorrow, sadness	ɲõbiye'čo
16.33	anxiety, worry	'ǰohoʔčo
16.34	regret, be sorry	ɲõbiʔye-ye
16.35	pity	[ratima]
16.37	cry, weep	iʔnaɲe
16.38	tear (noun)	inãd͜zakʰɨ
16.39	groan	atʰɨʔseye
16.41	hate	čiʔgaye
16.42	anger	iyikʰaʔyeɲe; noɲãʔgiaɲe
16.44	envy, jealousy	Φoɲa-ɲe
16.45	shame (noun)	ãsãʔgeye
16.48	proud	tisɨ ɲoc̷ʰi kʰẽ [kʰʸẽ] sɨʔčo
16.51	dare	
16.52	brave	pɨc̷aʔsɨ; bare
16.53	fear, fright	ǰoye; ǰopa; ǰohoʔpa
16.54	danger	'iǰamaʔc̷e; ...(root) + -saʔne
16.62	desire, want	'ĩʔhãɲe
16.622	choose	
16.63	hope	hãĩʔgae 'ĩʔhãʔčo
16.65	faithful	
16.66	true	ɲoaʔme kõdaʔčo
16.67	lie, tell lies	aΦoʔpoeɲe
16.68	deceit	aΦopoeɲe
16.69	forgive	'akʰepaye [akʰʸepaye]
16.71	good	ɲoc̷ʰi; ɲoʔa; ɲõkʰa
16.72	bad	eɣa; eɣaʔo; kʰeʔkʰo
16.73	right, correct	ɲoc̷ʰi; 'tãsĩʔc̷ʰi
16.74	wrong	ega; 'ɲoc̷ʰĩbi
16.76	fault	šaka
16.77	mistake, error	egae c̷ĩkʰo; 'akʰepapa egae c̷ĩkʰo
16.78	blame	šaka
16.79	praise	ɲoc̷e 'aΦaye
16.81	beautiful	mẽʔdeʔkʰo
16.82	ugly	kʰeʔkʰo
16.83	greedy	
16.84	clever	ĩhamapa
17.11	mind	ĩʔhãʔčo
17.13	think (= reflect)	'asiʔtʰãẽ-ɲe
17.14	think (= be of the opinion)	ĩʔhaɲe
17.15	believe	ĩhaɲe
17.16	understand	ĩhãʔheɲe; paɲaɲe
17.17	know	atesɨ-ye; ĩʔhaɲe
17.171	guess	
17.172	imitate	mãʔdeye; ec̷eɲe
17.18	seem	-aʔkãẽ; -kʰiaʔkãẽ
17.19	idea, notion	'ĩhã 'hãgi
17.21	wise	atesɨʔčo; ĩhamaʔpa
17.22	foolish, stupid	ĩhamãbi; sɨ̃bi
17.23	insane, crazy	sɨ̃bi
17.24	learn	atesɨye
17.242	study	
17.25	teach	atesiaɲe; naΦatʰiaɲe
17.26	pupil	atesɨʔsɨ
17.27	teacher	atesiãʔsɨ
17.28	school	[eskoera]
17.31	remember	ĩhãʔheɲe
17.32	forget	akʰeʔpaye [akʰʸeʔpaye]
17.34	clear, plain	čɨc̷ʰe
17.35	obscure	βanãba atesɨkʰieʔsɨ
17.36	secret	atesɨʔmasia
17.37	sure, certain	taʔyaβe
17.38	explain	tãsic̷ʰe kõdaseye
17.41	intention, purpose	c̷õɲe 'ĩʔhãʔčo
17.42	cause	
17.43	doubt	
17.44	suspect	
17.441	betray	aΦe-ye
17.45	need, necessity	
17.46	easy	aiyeʔpãbi; aiʔyẽbi
17.47	difficult	aiyeʔpa
17.48	try, attempt	
17.49	way, manner	
17.51	and	
17.52	because	
17.53	if	-ta; -da; -nĩda
17.54	or	
17.55	yes, affirmative	hɨ
17.56	no, negative	mẽʔi; -bi; meʔiʔo; hĩbi
17.61	how?	maʔkãẽ
17.62	how many?	maɲi
17.63	how much?	mĩʔge
17.64	what?	hõgoesɨ
17.65	when?	maki; mĩgaʔni
17.66	where?	mani; mapi
17.67	which?	mãhã
17.68	who?	mãhã
17.69	why?	hõgoesie
18.11	voice	'ayaʔΦa
18.12	sing	'setʰaʔpoẽ-ɲe
18.13	shout, cry out	'Φɨ̃doye
18.15	whisper	opic̷ʰe 'aΦaye
18.16	mumble	
18.17	whistle	kʰoΦikʰoye
18.18	shriek, screech	kiaʔme 'aΦaye
18.19	howl	seʔyoye
18.21	speak, talk	'aΦaye; aΦakʰoye
18.211	stutter, stammer	
18.22	say	'aΦa-ye; sɨye
18.221	tell story	kõdaye
18.222	speech (make a)	biaʔa aΦaʔčo
18.23	silent (be)	d͜ziyaye
18.24	language	'ayaʔΦa
18.26	word	'ayaʔΦa
18.28	name	inise; inise-čoʔčo
18.31	ask (question, inquire)	iɲahaɲe; ayaʔΦaeɲe
18.32	answer	otɨnĩgae aΦa
18.33	admit, confess	'aʔtac̷e kõdaye
18.34	deny	aʔtieɲe
18.35	ask, request	iɲahaɲe; ayaʔΦaeɲe
18.36	promise	tasĩc̷ʰe sɨye
18.37	refuse	seʔpiye
18.38	forbid	seʔpiye
18.39	rebuke, scold	'iyɨʔɨye
18.41	call (=summon)	aβɨseye; tʰɨʔseye
18.42	call (=name)	'tʰɨʔseye
18.43	announce	'kõdaye
18.44	threaten	ǰõɲaɲe
18.45	boast	
18.51	write	tʰeβaβaeɲe
18.52	read	tʰeβaẽʔhẽna kãɲe
18.56	paper	teβaẽʔ-he
18.57	pen	teβaẽʔkʰo
18.61	book	teβaẽʔhe
18.67	poet	
18.71	flute	Φororoʔkʰo
18.72	drum	kʰoša
18.73	horn, trumpet	'ɨΦa hẽɲakʰeʔsɨ [hẽɲakʰʸeʔsɨ]
18.74	rattle	'hẽʔhẽʔčo
19.11	country	ãde
19.12	one's native country	tisɨ ãde
19.15	city, town	kãkʰe [kãkʰʸe]
19.16	village	kãkʰe
19.17	boundary	
19.21	people (populace)	aʔi; ãĩdekʰɨ
19.23	tribe, clan	ãĩdekʰɨ
19.24	chief, chieftain	naʔsɨ; koẽ; ki'nikʰoʔpa
19.25	staff, walking stick	kinikʰo
19.31	rule, govern	[mãdaye]
19.32	king, ruler	naʔsɨ
19.33	queen	naʔsɨ pɨšesɨ
19.36	noble, nobleman	
19.37	citizen, subject	aʔi; ãĩdekʰɨ
19.41	master	nasɨ
19.42	slave	
19.43	servant	semaʔsɨ
19.44	freeman	
19.45	command, order	moeɲe
19.46	obey	paɲa-ɲe
19.47	let, permit	ãtʰeye
19.51	friend, companion	[amĩgo]
19.52	enemy	'ega[amĩgo] iyikʰoʔsɨ
19.54	neighbor	tisɨ papora
19.55	stranger	aiʔpa
19.56	guest	pasiaʔsɨ
19.57	host	naʔsɨ
19.58	help, aid	Φɨiteye
19.59	hinder, prevent	seʔpiye
19.61	custom	tisɨ ĩʔhãʔčo
19.62	strife, quarrel	iyikʰoʔčo
19.63	conspiracy, plot	
19.65	meet	kačɨ̃iye; kačʰɨikʰoye
19.72	prostitute	tisɨma aΦeʔsɨ pɨšesɨ
20.11	fight (vb)	iyikʰoye
20.13	war, battle	
20.14	peace	opac̷ʰe kãʔhẽɲe
20.15	army	[sɨ̃darõ]dekʰɨ
20.17	soldier	[sɨ̃daro]
20.21	weapons, arms	
20.22	club	'očʰačʰaʔkʰo
20.222	battle-ax	[gera] oβakʰoʔčo
20.23	sling	potačoʔΦa
20.24	bow	batʰitʰĩãkʰɨ
20.25	arrow	batʰitʰĩãʔkʰo 'seheʔkʰo
20.26	spear	'omaʔkʰo; sata; 'dãsãʔčo
20.27	sword	[gera] matiči; [sɨ̃daro] matiči
20.28	gun, cannon	pota'ẽʔgo
20.31	armor (defensive)	
20.33	helmet	yošaβa õc̷iãkʰɨ
20.34	shield	pãšãẽʔhẽʔčoma
20.35	fortress	
20.36	tower	seΦac̷ia c̷aʔo
20.41	victory	[gana]; pac̷ɨye
20.42	defeat	
20.43	attack	
20.44	defend	
20.45	retreat	
20.46	surrender	
20.47	captive, prisoner	'ĩdiʔčo aʔi
20.471	guard, sentinel	[koiraʔsɨ sɨ̃daro]
20.48	booty, spoils	
20.49	ambush	
20.51	fisherman	aβɨma βačoʔsɨ; aβɨma 'asiʔsɨ
20.52	fishhook	'sĩbaʔ-kʰo
20.53	fishing line	'sĩbaʔΦa
20.54	fishnet	βačoʔβa
20.55	fish trap	'aβɨβeʔsɨ kẽdekʰo
20.56	bait	'ãʔčoẽɲe
20.61	hunt	c̷ãpini hayi
20.62	shoot	batʰitʰiãɲe; ɨΦaye; poʔtaeɲe
20.63	miss (target)	poʔtaẽ pašaẽɲe
20.64	trap (noun)	kẽdekʰo [kʸẽdekʰo]
20.65	trap (vb)	kẽdekʰiãɲe
21.11	law	[mãdaʔčo]
21.15	court	
21.16	judge (vb)	ĩhamaʔčoma sõboeɲe
21.17	judgment	
21.18	judge (noun)	ɲokiãʔsɨ; ĩhamaʔčoma sõboẽʔsɨ
21.21	plaintiff	
21.22	defendant	
21.23	witness	šõdaeɲe
21.24	swear	
21.25	oath	
21.31	accuse	
21.32	condemn	
21.33	convict (vb)	
21.34	acquit	
21.35	guilty	šaka
21.36	innocent	'egaβe meʔčo
21.37	penalty, punishment	maʔpʰiye; ãkʰosiaɲe
21.38	fine	šakaβe 'aΦepoẽʔčo
21.39	prison, jail	pikʰoʔheʔtʰi
21.42	murder	Φiʔtʰiye
21.43	adultery	
21.44	rape	
21.46	arson	
21.47	perjury	
21.51	steal	kʰãʔnaɲe
21.52	thief	kʰanãba
22.11	religion	
22.12	God	čiɣa
22.13	temple, church	čiɣa etʰi
22.14	altar	
22.15	sacrifice, offering	čiɣãga 'aΦeʔčo
22.16	worship	
22.17	pray	iɲahaɲe; aβɨhẽɲe
22.18	priest	[pari]
22.19	holy, sacred	asetʰɨʔčo; asetʰɨyaʔčo
22.22	preach	čiɣa 'ayaʔΦama 'aΦaye
22.23	bless	
22.24	curse	
22.26	fast (vb)	asetʰɨye; 'ãbipa asetʰɨye
22.31	heaven	seΦakʰo; čiɣa seΦakʰo
22.32	hell	sĩʔge ãčãdaʔheʔčo
22.35	demon (evil spirit)	kokoya; koko
22.37	idol	ɲoɲaʔčo čiɣa
22.42	magic, witchcraft, sorcery	setʰaẽʔčo; Φẽsiaɲe
22.43	sorcerer, witch	koraga
22.44	fairy, elf	
22.45	ghost, phantom	aya
22.47	omen, portent	Φẽsiãkeʔsɨ
