entry_id	trans_english	Epena_Phonemic
12.57	long	tee'soo
12.58	tall	ɨ'tʰɨa; tee'soo
12.59	short	kʰakʰa'tʰua
12.61	wide, broad	ho'bɨa; he'tʰee
12.62	narrow	pʰĩru'pʰee
12.63	thick (in dimension)	pa'daa
12.65	thin (in dimension)	na'mia
12.67	deep	na'pɨa
12.68	shallow	itʰa'pʰaa
12.71	flat	hewe'daa
12.73	straight	'hĩpʰa
12.74	crooked	hõ'ree
12.75	hook	[hor'kʰetʰa]
12.76	corner	kʰi'daa; ãukʰi'daa
12.77	cross	[ku'ruso]
12.78	square	--
12.81	round	porokʰo'kʰoo
12.82	circle	pʰɨ'trɨa
12.83	sphere, ball	-tau
12.84	line	wii'bai
12.85	hole	u'ria
12.92	like, similar	-kʰa; hĩa'kʰaa
12.93	change	
13.0	zero, nothing	maara'pida
13.1	one	'aba
13.2	two	o'me
13.3	three	õ'pee
13.4	four	kʰi'mari
13.5	five	hoiso'maa
13.6	six	--
13.7	seven	--
13.8	eight	--
13.9	nine	--
13.10	ten	'hua o'me hõ
13.101	eleven	--
13.102	twelve	--
13.103	fifteen	--
13.104	twenty	kʰa'pʰɨa 'aba
13.105	hundred	be'dama 'aba
13.106	thousand	u'rutʰa 'kʰɨmɨ 'aba
13.107	count	huasia-
13.14	every, all	'čaa; 'hõma-'weda
13.15	much, many	čo'kʰara
13.16	more	'waa
13.17	little (quantity), few	makʰɨara-'ʔe; čokʰara-'ʔe
13.18	enough	hãga-'pai
13.181	some	ũ'kʰuru
13.19	multitude, crowd	see-
13.21	full	i'puru
13.22	empty	ara-hã'ga; ara-'hãa
13.23	part, piece	'pite
13.24	half	e'sa; esa-'ʔaukʰa
13.33	alone, only	i'tuaba; -au'pai; -'pai
13.34	first	'naa; naa-'pema
13.35	last	'tʰẽe; tʰẽe-'pema
13.36	second	
13.37	pair	
13.38	two times	'tau o'me
13.42	third	
13.44	three times	'tau õ'pee
14.11	time	
14.12	age	
14.13	new	či'widi
14.14	young	e'wa warida
14.15	old	či'sore; či'wari
14.16	early	ã'sa
14.17	late	kʰe'wara; 'nade
14.18	now	ĩ'ra; ĩra-'weda
14.19	immediately	ara'mata
14.21	swift, fast, quick	isa'pai; kʰapʰi'pʰia
14.22	slow	pia'kʰãa
14.23	hasten, hurry	isa'pai
14.24	retard, delay	taarã-
14.25	begin, beginning	e'waa
14.252	last, endure	čoo-
14.26	end (temporal)	hõ-
14.27	finish	aupa-
14.28	cease, stop	bai nɨbee-
14.29	ready	'mera
14.31	always	i'čita
14.32	often	i'pʰii; -pa
14.33	sometimes	e'daare
14.331	soon	arakʰa'tɨa
14.332	long-time (for a)	
14.34	never	'waide
14.35	again	wa'ya
14.41	day	e'wari; e'wate
14.42	night	pʰãri'kʰua
14.43	dawn	ewari'titi
14.44	morning	ta'pʰeda; ã'sa
14.45	noon, midday	ima'tʰipa
14.451	afternoon	kʰe'wara
14.46	evening	pʰãriu-po'dopa
14.47	today	'idi
14.48	tomorrow	nu
14.481	day-after-tomorrow	nu-no're-ma
14.49	yesterday	nu-'weda
14.491	day-before-yesterday	nu-nore-'weda
14.51	hour	
14.53	clock, timepiece	
14.61	week	to'mia
14.62	Sunday	to'mia e'wate
14.63	Monday	
14.64	Tuesday	
14.65	Wednesday	
14.66	Thursday	
14.67	Friday	
14.68	Saturday	
14.71	month	a'tane
14.73	year	
14.74	winter	'kʰoi 'hara
14.75	spring	--
14.76	summer	'pʰoo 'hara
14.77	autumn	--
14.78	season	'hara
15.21	smell (vb intrans)	ho-
15.212	sniff	
15.22	smell (vb trans)	ɨ̃-
15.25	fragrant, good smelling	'tʰũa
15.26	stinking, bad smelling	mi'kʰia; mia-'hoo
15.31	taste	awaa-
15.35	sweet	'kʰũa
15.36	salty	kʰɨ'yaa
15.37	bitter	a'sia
15.38	acid, sour	aču'čua
15.39	brackish	hɨya-hɨ'yaa; mona'naa
15.41	hear	ũri-
15.42	listen	ũri-
15.44	sound, noise	hĩwa-; hĩkʰua-
15.45	loud	o-'čõ-bɨ
15.46	quiet, silence	kʰĩu'pʰee
15.51	see	unu-
15.52	look, look at	akʰɨ-
15.55	show	akʰɨ-pi-
15.56	shine	hẽra-; urua-
15.57	bright	ɨ̃daa-
15.61	color	'kʰĩra; 'tau
15.62	light (in color)	pʰore-pʰo'ree
15.63	dark (in color)	pʰoʔ'ree
15.64	white	tʰo'r̃oo
15.65	black	pʰãi'maa
15.66	red	pʰo'ree
15.67	blue	pʰãpʰã'raa
15.68	green	pʰãwa'raa
15.69	yellow	kʰua'raa
15.71	touch	tʰõbai-
15.712	pinch	para-
15.72	feel	para-
15.74	hard	čaa'ree
15.75	soft	pore'kʰee; pʰẽesapʰẽe'saa
15.76	rough	ɨ'kʰɨa
15.77	smooth	kʰakʰa'yaa
15.78	sharp	pʰewe'dee
15.79	blunt, dull	'kʰida wa'ree; po'sia
15.81	heavy	'čɨa; čɨ'kʰɨa
15.82	light (in weight)	wẽ'saa
15.83	wet, damp	be'kʰee
15.84	dry	pʰũa'saa; pʰoo-
15.85	hot	wã'sia; wasta'waa
15.851	warm	hɨ̃'rɨa
15.86	cold	kʰũra'saa; kʰũ'ra-tɨ
15.87	clean	tʰo'tʰoo
15.88	dirty, soiled	hai'kʰoo; me'mee
15.89	wrinkled	pipi'tua; ãkʰã'kʰãa
16.11	soul, spirit	'haure
16.15	surprised, astonished	pʰera-
16.18	good fortune, luck	'poro 'pia
16.19	misfortune, bad luck	'poro kʰa'čia
16.23	joyful, glad, happy	õʔ'ia
16.25	laugh	ëi-
16.251	smile	ëi-
16.26	play	hemene-
16.27	love	kʰinia-
16.29	kiss	'kʰĩra ɨ̃-
16.3	embrace	wëre-
16.31	pain	'pʰua
16.32	grief, sorrow, sadness	pia-'ʔee
16.33	anxiety, worry	kʰĩ'sia 'pʰua
16.34	regret, be sorry	
16.35	pity	čupɨ'ria kʰawa-
16.37	cry, weep	hẽe-
16.38	tear (noun)	'tau-ba
16.39	groan	bia-
16.41	hate	'kʰĩra unu-a'maa iru ba-
16.42	anger	i'kʰɨ̃a-tɨ ~ i'hɨ̃a-tɨ
16.44	envy, jealousy	mia-hiwaa-ʔi'daa
16.45	shame (noun)	'kʰĩra neha'sia
16.48	proud	au'dua; au'dua-ra
16.51	dare	'čõo hɨrɨ-
16.52	brave	sõ 'čar̃a
16.53	fear, fright	neha'sia; wa'wee
16.54	danger	
16.62	desire, want	kʰinia-
16.622	choose	hɨrɨ-tʰera-
16.63	hope	
16.65	faithful	čokʰe'kʰee
16.66	true	'wãara
16.67	lie, tell lies	'seewa
16.68	deceit	kʰũra-
16.69	forgive	čupɨ'ria kʰawaa-
16.71	good	'pia; piʔ'ia
16.72	bad	kʰa'čia
16.73	right, correct	'pia
16.74	wrong	kʰa'čia
16.76	fault	
16.77	mistake, error	
16.78	blame	kʰau'repa
16.79	praise	
16.81	beautiful	piʔ'ia; 'kʰĩra wã'ree
16.82	ugly	miʔitʰi'tʰia
16.83	greedy	'kʰɨ̃a
16.84	clever	'kʰĩra ɨ'bɨa
17.11	mind	kʰĩ'sia
17.13	think (= reflect)	kʰĩsia-
17.14	think (= be of the opinion)	ihãa-
17.15	believe	ihãa-
17.16	understand	ũri-
17.17	know	kʰawa-
17.171	guess	kʰawa-
17.172	imitate	'aukʰa oo-
17.18	seem	'pɨkʰa
17.19	idea, notion	kʰĩ'sia
17.21	wise	'poro wẽ'saa; kʰĩ'sia kʰa'waa
17.22	foolish, stupid	'kʰĩra kʰawa-'ʔee
17.23	insane, crazy	'kʰĩra kʰawa-ʔe
17.24	learn	kʰawa ata-
17.242	study	
17.25	teach	hara-tee-
17.26	pupil	
17.27	teacher	hara-tee-pa'ri
17.28	school	
17.31	remember	kʰĩ'ra-de pa-
17.32	forget	'kʰĩra atua-
17.34	clear, plain	
17.35	obscure	
17.36	secret	
17.37	sure, certain	'wãara
17.38	explain	hara-tee-
17.41	intention, purpose	
17.42	cause	-pi
17.43	doubt	ihãa-ʔ'e
17.44	suspect	
17.441	betray	kʰũra-
17.45	need, necessity	
17.46	easy	čaree-'ʔee
17.47	difficult	ča'ree
17.48	try, attempt	
17.49	way, manner	
17.51	and	mãi'kʰaapa
17.52	because	-irã; 'perã; -pi
17.53	if	ba-da-'paara
17.54	or	wa
17.55	yes, affirmative	o'hoo
17.56	no, negative	oʔ'oo
17.61	how?	'sãga
17.62	how many?	hõma'sa
17.63	how much?	hõma'sa
17.64	what?	'kʰãare; kʰa'sa
17.65	when?	sãa'pai; sãa'weda
17.66	where?	'sã-ma; sã-'maa
17.67	which?	čisã'gɨ
17.68	who?	'kʰai
17.69	why?	sãa'pʰeda
18.11	voice	o
18.12	sing	kʰari-
18.13	shout, cry out	'bia-pi; 'bia-
18.15	whisper	osausa'wa; osau'sau
18.16	mumble	buru'rua
18.17	whistle	ikʰoro-
18.18	shriek, screech	'bia-
18.19	howl	'bia-
18.21	speak, talk	pedee-
18.211	stutter, stammer	pe'dee tʰetʰe'tʰee pedee-
18.22	say	hara-
18.221	tell story	nepɨrɨ-
18.222	speech (make a)	pe'dee hiwa-
18.23	silent (be)	i'pʰii bee-
18.24	language	pe'dee
18.26	word	pe'dee
18.28	name	tʰɨ̃
18.31	ask (question, inquire)	iidi-
18.32	answer	pʰanau-
18.33	admit, confess	hara-
18.34	deny	mera-
18.35	ask, request	iidi-
18.36	promise	pe'dee tee-
18.37	refuse	'oo kʰinia-ʔ'e
18.38	forbid	-ikʰa'raa bɨ
18.39	rebuke, scold	ɨtrɨa-
18.41	call (=summon)	tʰɨ̃-; tʰɨ̃ hara-
18.42	call (=name)	tʰɨ̃-'pa-ta; tʰɨ̃ bɨ-
18.43	announce	mia-hara-
18.44	threaten	iharaa-
18.45	boast	au'dua pedee-
18.51	write	pʰã-
18.52	read	['kʰartʰa] pedee-
18.56	paper	['kʰartʰa] 'kʰiru
18.57	pen	
18.61	book	
18.67	poet	
18.71	flute	'siru; pʰi'pʰana
18.72	drum	tʰõ'doo
18.73	horn, trumpet	
18.74	rattle	
19.11	country	'euhã
19.12	one's native country	mɨ to
19.15	city, town	'pʰuuru 'čoma
19.16	village	'pʰuuru
19.17	boundary	
19.21	people (populace)	epe'rãa-rã
19.23	tribe, clan	
19.24	chief, chieftain	'tači 'poro
19.25	staff, walking stick	'tuma
19.31	rule, govern	
19.32	king, ruler	'tači a'kʰõre
19.33	queen	'tači 'nawe
19.36	noble, nobleman	
19.37	citizen, subject	('Saija) 'pida
19.41	master	'čãure
19.42	slave	
19.43	servant	mimia-'pari
19.44	freeman	
19.45	command, order	čokʰa-pëi-
19.46	obey	čokʰe'kʰee
19.47	let, permit	pi-
19.51	friend, companion	a'čɨ; [kʰo'pʰãyo]
19.52	enemy	
19.54	neighbor	te 'aure
19.55	stranger	'kʰĩra tewa'raa
19.56	guest	
19.57	host	či te či'pari
19.58	help, aid	kʰaripa-
19.59	hinder, prevent	-pi-ʔ'e; 'wãakʰa-
19.61	custom	
19.62	strife, quarrel	ne'pɨra
19.63	conspiracy, plot	
19.65	meet	'kʰĩra čuu-
19.72	prostitute	kʰãi-'pari
20.11	fight (vb)	čõo-
20.13	war, battle	'hura; 'čõo
20.14	peace	
20.15	army	[sol'dao]-rã čo'kʰara
20.17	soldier	[sol'dao]
20.21	weapons, arms	
20.22	club	pa'kʰuru 'hua
20.222	battle-ax	
20.23	sling	
20.24	bow	ema'trɨma
20.25	arrow	'sia
20.26	spear	'miasu; 'to-su
20.27	sword	'nekʰo
20.28	gun, cannon	'pʰawã
20.31	armor (defensive)	
20.33	helmet	
20.34	shield	
20.35	fortress	
20.36	tower	
20.41	victory	pʰo'yaa
20.42	defeat	atua-
20.43	attack	wawa-
20.44	defend	hautʰɨ-
20.45	retreat	
20.46	surrender	
20.47	captive, prisoner	
20.471	guard, sentinel	hɨ̃a-pa'ri
20.48	booty, spoils	
20.49	ambush	otʰewa-; wa'pʰɨra
20.51	fisherman	to-ʔɨa-'mia
20.52	fishhook	'tua 'kʰida
20.53	fishing line	
20.54	fishnet	'tʰɨri
20.55	fish trap	['nasa]
20.56	bait	
20.61	hunt	ne-hɨrɨ-
20.62	shoot	batʰa-; trɨ-
20.63	miss (target)	oo-ʔ'e
20.64	trap (noun)	
20.65	trap (vb)	
21.11	law	
21.15	court	
21.16	judge (vb)	
21.17	judgment	
21.18	judge (noun)	'čar̃a
21.21	plaintiff	
21.22	defendant	
21.23	witness	
21.24	swear	
21.25	oath	
21.31	accuse	ɨmɨa-tee-
21.32	condemn	
21.33	convict (vb)	
21.34	acquit	kʰena-pëi-
21.35	guilty	
21.36	innocent	
21.37	penalty, punishment	
21.38	fine	
21.39	prison, jail	
21.42	murder	pee-
21.43	adultery	
21.44	rape	
21.46	arson	
21.47	perjury	
21.51	steal	(ne-)čɨa-
21.52	thief	ne-čɨa-i'daa
22.11	religion	
22.12	God	'tači a'kʰõre
22.13	temple, church	[ĩ'gres]-te
22.14	altar	
22.15	sacrifice, offering	
22.16	worship	ɨ'tʰaa tʰɨ̃-
22.17	pray	ɨ'tʰaa tʰɨ̃-; ɨtʰaa iidi-
22.18	priest	['pʰaare]
22.19	holy, sacred	
22.22	preach	
22.23	bless	
22.24	curse	
22.26	fast (vb)	
22.31	heaven	a'kʰõre 'euhã; ɨ'tʰari
22.32	hell	to-'kʰar̃a
22.35	demon (evil spirit)	ne'tuara
22.37	idol	
22.42	magic, witchcraft, sorcery	'hai hua-
22.43	sorcerer, witch	hai'pana
22.44	fairy, elf	
22.45	ghost, phantom	'haure kʰa'čia
22.47	omen, portent	
