entry_id	trans_english	Nivaclé_Phonemic
10.481	come back	-tpek; -pek
10.49	go away, depart	-ɔk
10.491	disappear	-wɔʔm; -tay
10.51	flee	-klɔt
10.52	follow	-woʔ-kˀe; -xoʔ-kˀe
10.53	pursue	-woʔ-kˀe-kˀoya; -xoʔ-kˀe-kˀoya
10.55	reach, arrive	-nam; ɔfiis; -am-ey
10.56	approach	-nač
10.57	enter	-ui
10.61	carry (bear)	-čaʔx
10.612	carry-in-hand	-čaʔx-kˀe-pɔkɔt; yi-čaʔši ɬ-pɔkɔt
10.613	carry-on-shoulder	-tiɬɔʔx
10.614	carry-on-head	-čaʔx-kˀe-ɬ-šateč
10.615	carry-underarm	
10.62	bring	-n-čaʔx; -čaʔx
10.63	send	-čen
10.64	lead (vb)	-ɔʔyči
10.65	drive	-toxon; ɬawoʔeš
10.66	ride	tˀɔsʔapee [pa kuwɔyu]
10.67	push, shove	-tˀuʔ
10.71	road	nɔyiš
10.72	path	ɬuyiš
10.74	bridge	pˀoʔ-apeʔ
10.75	carriage, wagon, cart	tononotax
10.76	wheel	tononontax ɬafoʔ
10.77	axle	
10.78	yoke	-wowo
10.81	ship	-ɔxatši
10.83	boat	-ɔxatši
10.831	canoe	-watɔxatši; yikc̷uʔk
10.832	outrigger	--
10.84	raft	
10.85	oar	-ka-kča-xan-xat
10.851	paddle (noun)	
10.852	row (vb)	-kčaʔ
10.86	rudder	kakčˀaxanxače
10.87	mast	
10.88	sail (noun)	
10.89	anchor	
10.91	harbor, port	
10.92	land (vb)	koc̷xaat
11.11	have	-c̷ɔtˀax
11.12	own, possess	-c̷ɔtˀax
11.13	take	-amat
11.14	seize, grasp	-tˀakum
11.15	hold	-tˀakum-kˀoya; -nčaʔx-šaʔne
11.16	get, obtain	-kaɔwxɔt; -am-apeʔ
11.17	keep, retain	-sklan; -uyit
11.18	thing	-matas
11.21	give	-xut; -tis
11.22	give back	-ačax
11.24	preserve, look after	-sklan
11.25	save, rescue	-oy; -ɬxen
11.27	destroy	-wɔmxat
11.28	harm, injure, damage	-teši-yan; -kɔkti-yan
11.31	seek, look for	-woʔy
11.32	find	-wan; nfom
11.33	lose	-wɔʔm
11.34	release, let go	-nate
11.43	money	[peso]
11.44	coin	tinšanxa
11.51	rich	-akɔx-xi-ʔin
11.52	poor	-tc̷ˀaklay
11.53	beggar	-aɬ-xanax
11.54	avaricious, stingy	-kˀac̷oʔ; -kuyex
11.61	lend	-tis-kˀoya
11.62	borrow	-aʔɬ
11.63	owe	-t-piʔɔ-y
11.64	debt	-piʔɔ
11.65	pay (vb)	-ša-yan
11.66	account, reckoning	tˀaxɔʔx-xam
11.69	tax, tribute	pa yi-čˀeʔ
11.77	hire	
11.78	wages	-šaʔ-xat; -c̷ˀɔʔt
11.79	earn	-c̷ˀɔt-xan
11.81	buy	-t-ka-šaʔya
11.82	sell	-t-ka-šaʔyeš
11.83	trade, barter	-čen-xuɬ; tkašayxan
11.84	merchant	ka-šaʔ ɬawoʔ; ka-ša-nax
11.85	market (place)	watkašaʔwat
11.86	store, shop	ka-ša-wat
11.87	price	-šaʔ
11.88	dear (costly, expensive)	-šaʔ-mac̷ex; tˀunʔeʔ
11.89	cheap	-šaʔ-mat; nintˀun-eʔ
11.91	share (distribute)	-kac̷ɔn-xat
11.92	weigh	-kaklekl-iyan
12.1	after	tɔʔyiʔš-eʔ; nixooiɬac̷ˀe
12.11	behind	tˀɔyiš-ʔe
12.2	beside	ɬa-wɔx-ʔe
12.3	down, below	šičam
12.4	before	xuyiš-ʔe
12.41	front	tˀa-xuyiš-ʔe
12.5	inside, in	ɔkfi; ɔkxi
12.6	outside	fačˀeʔ
12.7	under	ɔkfi; ɔkxi
12.8	up, above	čišam; -apeʔ
12.11	place	-kˀo-wat
12.12	put	-an
12.13	sit	-ɔʔw-xaʔne
12.14	lie down	-wate; xoʔ-xaʔne
12.15	stand	-wac̷ewat
12.16	remain, stay	-manɬa
12.17	remains, left overs	-ɬ-čˀaɬuk; ɬ-čˀɔɬaxat
12.21	collect, gather	-tayxat-waʔne
12.212	pick up	-ntˀɔʔ
12.213	pile up	-aklapxu
12.22	join, unite	-ayxat-wane
12.23	separate	-ayxat-xop; wenčat
12.232	divide	-nu-kˀoya; -kˀas; -kɔc̷ɔn
12.24	open	-nkˀaʔt
12.25	shut, close	-pˀoʔ; kˀuixat-ey
12.26	cover	-wuʔy; pˀoʔ-apee
12.27	hide, conceal	-fiʔc̷
12.31	high	pitex
12.32	low	tukˀa
12.33	top	ɬ-sipis
12.34	bottom	
12.35	end	ɬ-sipis; pa y-ɔx-ʔeʔ
12.352	pointed	tɔc̷ɔx-ši
12.353	edge	-tako
12.36	side	ɬ-ako; ɬa-wɔʔx
12.37	middle, center	-kači-wat
12.41	right (side)	-fayiš
12.42	left (side)	-čˀamiyiš
12.43	near (adv)	šaɬa
12.44	far (adv)	tox; tox-ey
12.45	east	ɬumʔakfinuk
12.46	west	nuʔut-čˀe
12.47	north	fčenax
12.48	south	fiʔyat
12.53	grow	tay-čišam
12.54	measure	-wɔʔx
12.541	span, fathom	
12.55	large, big	ux; kaxu
12.56	small, little	tikˀin
12.57	long	pitex
12.58	tall	pitex
12.59	short	tukˀa
12.61	wide, broad	xukˀa; fkˀac̷ax
12.62	narrow	c̷uy-čˀe
12.63	thick (in dimension)	ux-kˀe
12.65	thin (in dimension)	ɬamis; klasim
12.67	deep	apatox
12.68	shallow	apatox-kleʔ
12.71	flat	
12.73	straight	yi-c̷ɔtˀax
12.74	crooked	patak-čˀe; kˀaklok
12.75	hook	-nawan
12.76	corner	ɬako; tˀafkatˀo
12.77	cross	waničawaš-čˀe
12.78	square	
12.81	round	čama
12.82	circle	čama
12.83	sphere, ball	čama-ši
12.84	line	
12.85	hole	kamam; tin-waʔš; tin-xɔkeʔ; faɬeč
12.92	like, similar	xunaš-xuɬ
12.93	change	-čen; -(wat)-woxat-ʔin
13.0	zero, nothing	ampa
13.1	one	weʔɬa
13.2	two	napuʔ
13.3	three	puʔxaʔna
13.4	four	yičatxuɬ
13.5	five	weʔɬa-nɔxeš
13.6	six	weʔɬa-yama
13.7	seven	napu-yama
13.8	eight	puʔxaʔna-yama
13.9	nine	yičatxuɬ-yama
13.10	ten	weʔɬa-naxaʔam; nɔxeš-če
13.101	eleven	
13.102	twelve	
13.103	fifteen	
13.104	twenty	
13.105	hundred	
13.106	thousand	
13.107	count	-c̷xuʔɬ
13.14	every, all	ɬakomʔa; ɬakawa
13.15	much, many	aklox; ux; c̷asɔ
13.16	more	peʔeɬ; n-aʔ-še-eš
13.17	little (quantity), few	tikˀin; napu
13.18	enough	taxuɬ-šam; paʔa
13.181	some	napuʔ
13.19	multitude, crowd	aklox; c̷asɔ
13.21	full	tapoʔx
13.22	empty	yim
13.23	part, piece	tˀ-iya
13.24	half	pačam; ɬ-kači-wat
13.33	alone, only	weʔɬa-ʔe
13.34	first	ɬ-xuc̷aʔ; watxuc̷aʔ; yi-xuc̷xat
13.35	last	nixoʔyiɬa
13.36	second	napu-ey-ši
13.37	pair	napu-kˀe
13.38	two times	napu-ʔeš
13.42	third	tawayeɬčˀe; puʔxaʔnaʔe
13.44	three times	puxana-eš; puʔnaʔnaʔeš
14.11	time	apɬuʔ; kˀapɬuʔ
14.12	age	-yinkɔʔp-eš
14.13	new	ničˀa
14.14	young	ničˀa
14.15	old	kˀuc̷aʔx; yi-kˀuc̷xan
14.16	early	klaʔfnaɬu
14.17	late	ka-wɔʔx
14.18	now	nɔke-eš
14.19	immediately	axɔp; tatša
14.21	swift, fast, quick	pɔc̷ex; niši
14.22	slow	c̷ˀam
14.23	hasten, hurry	-faniš-eš; -faklit; -ayakčit
14.24	retard, delay	-ɬuyan
14.25	begin, beginning	-ɔyin; tɔʔɬeš-šam
14.252	last, endure	-aya-čˀe
14.26	end (temporal)	yɔx-ʔe
14.27	finish	-wakɬit
14.28	cease, stop	-wɔʔm-eš; -ɔx
14.29	ready	tatamxaɬ-ši; wakaɬ-eš
14.31	always	inxɔt; tanan; yaxataš
14.32	often	weʔɬa-čˀe; akloxeš
14.33	sometimes	weʔɬe-eš
14.331	soon	kum; wiʔnša; niši
14.332	long-time (for a)	kaxuʔ; klet-če; klet-c̷ˀoya
14.34	never	tanka; ni c̷ˀaɔm-e-eš
14.35	again	šita; weʔɬeeš kun
14.41	day	naɬu
14.42	night	tuɬ
14.43	dawn	waswasʔin
14.44	morning	ɬumʔaši
14.45	noon, midday	naɬ-kači
14.451	afternoon	nuʔut
14.46	evening	nuʔut-eš
14.47	today	nɔke naɬu
14.48	tomorrow	ɬumʔaši
14.481	day-after-tomorrow	c̷iʔ pa ɬumaʔši
14.49	yesterday	kanʔut
14.491	day-before-yesterday	c̷iʔxanʔut
14.51	hour	
14.53	clock, timepiece	xumkuklaʔy tˀaxuya
14.61	week	
14.62	Sunday	yameykˀoya
14.63	Monday	
14.64	Tuesday	
14.65	Wednesday	
14.66	Thursday	
14.67	Friday	
14.68	Saturday	nɔxeš-čˀe
14.71	month	xiweʔkla
14.73	year	yinkɔʔp
14.74	winter	kloʔp
14.75	spring	šnɔwɔp
14.76	summer	ɔnxayep; yinkɔʔp
14.77	autumn	tisxuʔp
14.78	season	kˀapɬuʔ
15.21	smell (vb intrans)	nsičˀaʔ; -nsičˀa-xan
15.212	sniff	-nsic̷ˀaʔ
15.22	smell (vb trans)	-nsic̷ˀaʔ
15.25	fragrant, good smelling	fuʔx; -nši-mac̷ex
15.26	stinking, bad smelling	fux-kˀe; -nši-mat; -tan-šiʔ; yeklat-ši
15.31	taste	-akɔn
15.35	sweet	kluʔf
15.36	salty	naʔpkutax-xi; aɔtex-ši
15.37	bitter	tˀapɔʔy; c̷ˀiʔf
15.38	acid, sour	niway
15.39	brackish	tanšiʔ; yiklat-ši; nukat-ši
15.41	hear	-peʔya
15.42	listen	-tčˀan
15.44	sound, noise	-tˀɔxɔx
15.45	loud	-anetxɔy; -yiwtɔnaʔx
15.46	quiet, silence	-šan; kano
15.51	see	-ʔwan
15.52	look, look at	-owaɬ; -klɔwaɬ
15.55	show	-nɔklit
15.56	shine	-nɔkši
15.57	bright	kxumc̷ex
15.61	color	
15.62	light (in color)	klaʔš
15.63	dark (in color)	c̷ˀayɔʔy
15.64	white	klim
15.65	black	yakut
15.66	red	yuk
15.67	blue	yaka
15.68	green	nipeway-ši; ɬeti-tˀaklɔk
15.69	yellow	koxi yax
15.71	touch	-axay
15.712	pinch	-otˀat; -nifc̷ɔx
15.72	feel	-ɔʔy; -yičaway-čˀe
15.74	hard	tˀun; c̷ˀuʔf-xi
15.75	soft	nin-tˀun; kaɬip; klatˀeʔt-ši
15.76	rough	c̷axax; c̷aʔc̷a-čˀe
15.77	smooth	klatˀeʔ; kaɬip; klamam-ši
15.78	sharp	iklas-ši; -akɔʔx
15.79	blunt, dull	n-iklas-ši; tˀuk-xi; ni n-eklɔs-ši
15.81	heavy	kaklek
15.82	light (in weight)	xawɔʔ
15.83	wet, damp	takˀoʔp; yinɔʔt ɬaxut; waʔai
15.84	dry	klaxɔx
15.85	hot	kus-ši
15.851	warm	kus-ši-kleʔ; kxop-xi
15.86	cold	kˀuy-ši; taxun
15.87	clean	is; klayɔy; is-šiʔ
15.88	dirty, soiled	sas; sac̷ˀaʔs; šekley
15.89	wrinkled	c̷ˀiyɔ; c̷ˀiʔfšam
16.11	soul, spirit	-sɔkˀɔklit; -šaykˀu
16.15	surprised, astonished	-kˀimxat; -tɔiyi; -tampˀʔi
16.18	good fortune, luck	
16.19	misfortune, bad luck	
16.23	joyful, glad, happy	-šam-ʔin; -wc̷ˀɔʔ; -kˀus
16.25	laugh	-asčay
16.251	smile	-ay-ʔin
16.26	play	-tklɔʔy
16.27	love	-en; -swun
16.29	kiss	-fin
16.3	embrace	-ečepxaɬ
16.31	pain	-aɔte
16.32	grief, sorrow, sadness	-takši
16.33	anxiety, worry	-čaypa-yaš; ɔy-xayaš
16.34	regret, be sorry	-ečˀet; -ɔy-če
16.35	pity	-tc̷ˀaklay-xayaš
16.37	cry, weep	-ap
16.38	tear (noun)	-tˀikle
16.39	groan	-tˀasin
16.41	hate	-kɔfa-či; kɔnit-ši
16.42	anger	-kɔfa-yaš; -kɔnta; -nuc̷xayaš
16.44	envy, jealousy	-xukc̷in
16.45	shame (noun)	-wapen-xayaš
16.48	proud	-k-apunča-yaš
16.51	dare	-fiʔ
16.52	brave	-fiʔ
16.53	fear, fright	-xoway-i; -xoway
16.54	danger	pa ti suy-xuɬ
16.62	desire, want	-tašan; -kuʔ
16.622	choose	-woʔy-ši
16.63	hope	-sčiʔ; kaklekl-a
16.65	faithful	ni natkakoxan
16.66	true	-yixɔʔ-ši
16.67	lie, tell lies	-ɔʔɬxɔn; kuc̷ˀaax
16.68	deceit	-kuc̷ˀaxi
16.69	forgive	-wɔmxat
16.71	good	is
16.72	bad	sas; n-is-a
16.73	right, correct	yiwoy-eš-čˀe
16.74	wrong	ni-yiwoy-eš-čˀe
16.76	fault	-kˀamenxayaš
16.77	mistake, error	-kuklɔn-xayaš; ni nwoʔyeš-če
16.78	blame	-piʔɔ; -sas-čˀe
16.79	praise	-ɔklɔx
16.81	beautiful	ɬasnɔyič
16.82	ugly	sas
16.83	greedy	apeklɔy
16.84	clever	tɔyc̷ex
17.11	mind	-ayčawaɬ-xayaš
17.13	think (= reflect)	-ayčawaɬʔin; -ɬeklɔx-eš
17.14	think (= be of the opinion)	-ɬeklɔx
17.15	believe	-tˀuxan; -uʔ
17.16	understand	-tɔy-kˀoya
17.17	know	-tɔʔ-y-a
17.171	guess	-ɔʔɬxɔn
17.172	imitate	-xɔn; -sanas
17.18	seem	-t-ka-xunaš-xuɬ
17.19	idea, notion	-ayčawaɬ-xayaš
17.21	wise	kɔxɔyšay
17.22	foolish, stupid	ni-kɔxɔyšay
17.23	insane, crazy	kɔʔčeyeč
17.24	learn	-wan-tɔy-it; -n-ey-xac̷-xan
17.242	study	-wan-tɔy-it; -n-ey-xac̷-xan
17.25	teach	-ey-xac̷-xan
17.26	pupil	-ey-xac̷-xan-ač
17.27	teacher	wankˀ-ey-xac̷-xan ɬawoʔ
17.28	school	wat-ey-xac̷-xan-xawat
17.31	remember	-tɔyixat; -woʔyey ɬkačiʔ
17.32	forget	-tɔwaklu; -tawaklu
17.34	clear, plain	nɔʔkɬaa
17.35	obscure	ni-tɔy-iš; ni nwɔʔtɔʔya
17.36	secret	-fiʔč-ši; tˀastaʔy
17.37	sure, certain	kxam; yixɔʔ
17.38	explain	-nɔʔkɬan-it
17.41	intention, purpose	-načan-xayaš
17.42	cause	-iyec̷es; pan tɔɬeʔxop
17.43	doubt	-kako
17.44	suspect	-ɬeklɔx
17.441	betray	-fakxan; ni n-tɔyxat
17.45	need, necessity	-suyeeš-ši; suyeš-ši-yan
17.46	easy	kˀɔʔɬa
17.47	difficult	taʔwiʔxatay
17.48	try, attempt	-načan; -kˀaɬtan
17.49	way, manner	-xunaš
17.51	and	či; pa; xataxeš
17.52	because	eʔm ti; ɬayaʔš ti
17.53	if	ka
17.54	or	kataxeša
17.55	yes, affirmative	xeč
17.56	no, negative	am
17.61	how?	ta ɬ-xunaš; eʔana
17.62	how many?	ta tˀaxɔʔx
17.63	how much?	ta tˀaxɔʔx; ta tˀaxaʔx
17.64	what?	še
17.65	when?	ta tˀeɬeš
17.66	where?	ta yi-šiʔ; pɔʔne
17.67	which?	šepa
17.68	who?	šepa-pu
17.69	why?	ta ɬayyaʔš
18.11	voice	-ɔxɔx; -ɔnaš
18.12	sing	-iši; -tˀeyšey; tišxan
18.13	shout, cry out	-tɔn
18.15	whisper	tasinɔy c̷ˀam
18.16	mumble	
18.17	whistle	taxuklay
18.18	shriek, screech	-sasči-ʔin
18.19	howl	
18.21	speak, talk	-t-asinɔ-y
18.211	stutter, stammer	ampaya
18.22	say	-tˀeš
18.221	tell story	-čay
18.222	speech (make a)	-t-asinɔ-y
18.23	silent (be)	-šan; ni c̷ˀiʔse-ey
18.24	language	-kliʔš
18.26	word	-kliʔš
18.28	name	-ey
18.31	ask (question, inquire)	-niʔɔs
18.32	answer	-kuʔɬ
18.33	admit, confess	-uʔ-eš; -tatfakl
18.34	deny	-waʔntan
18.35	ask, request	-tˀaʔɬ
18.36	promise	nfakl
18.37	refuse	-xukc̷en; -šiyan
18.38	forbid	-kˀaklan; -šiyan; ni wašan
18.39	rebuke, scold	-c̷ɔʔya
18.41	call (=summon)	tˀaʔɬ-xuɬ
18.42	call (=name)	-t-ey-yi; -n-etɔn
18.43	announce	-nfak
18.44	threaten	-afxun
18.45	boast	-klaf; -takuc̷ˀaxiyan
18.51	write	-iʔs
18.52	read	-eton-čˀe
18.56	paper	wat-kˀis-xayan-ač
18.57	pen	-wan-kˀis-xat
18.61	book	-wat-kˀis-xayan-ač
18.67	poet	
18.71	flute	-ɔnxanče
18.72	drum	-ɬanɔʔ; -ɬanɔ-tax
18.73	horn, trumpet	ɔnxanc̷e
18.74	rattle	xɔxanxate
19.11	country	-koc̷xat-ayiš
19.12	one's native country	-c̷itenxa-yiš
19.15	city, town	uxʔe yic̷aʔt
19.16	village	-yic̷aʔt
19.17	boundary	pan yɔxˀeʔ
19.21	people (populace)	čifas
19.23	tribe, clan	-yiweɬawot
19.24	chief, chieftain	anwakle
19.25	staff, walking stick	-kˀuʔ; -wkɔxat
19.31	rule, govern	-yɔxi; ɬawoʔ-eš
19.32	king, ruler	ɬkaanwakle
19.33	queen	ɬkanačaiče
19.36	noble, nobleman	ni taɔklaxa; tančaʔnxay
19.37	citizen, subject	c̷itenax
19.41	master	k-anwakle; wankˀeyxatsxan
19.42	slave	-kawo; ɬankumeet
19.43	servant	-kakumxat
19.44	freeman	k-anwakle-a
19.45	command, order	-yɔxi-xat; tančˀanxay
19.46	obey	-u; -kˀišam
19.47	let, permit	-kuɬxan; -wašan
19.51	friend, companion	-kˀuc̷fa; -xuixafa; -enač
19.52	enemy	-kɔfa
19.54	neighbor	-taxuɬ-eč
19.55	stranger	niwakle-y-ča; yaɬa tɔɬši
19.56	guest	-t-faykut-ey-eč
19.57	host	-faykuc̷-xanax; weɬinax
19.58	help, aid	-efen
19.59	hinder, prevent	-stanxat; faʔmatan
19.61	custom	-k-ey; -ɬanfunčay
19.62	strife, quarrel	-tˀeklec̷-xayaš
19.63	conspiracy, plot	-ayčawaɬ-xayaš-xat; waklematan
19.65	meet	-tay-wane
19.72	prostitute	niwakče-taʔ
20.11	fight (vb)	-klɔn; -šan
20.13	war, battle	-fc̷uʔt; wat-klɔn-ɔ
20.14	peace	isis-eɬ-iʔn
20.15	army	kˀafokiɬay-čat
20.17	soldier	kˀafokiɬay
20.21	weapons, arms	-kˀu-k; -taʔwitɔy
20.22	club	-taxɔwoyšič
20.222	battle-ax	-namač
20.23	sling	-c̷ɔk
20.24	bow	-kluc̷eš
20.25	arrow	-c̷anuʔk; -pˀok
20.26	spear	-tapxeʔ
20.27	sword	klesatax
20.28	gun, cannon	taʔwitɔy
20.31	armor (defensive)	fiyxawte
20.33	helmet	
20.34	shield	
20.35	fortress	-fiyxat
20.36	tower	
20.41	victory	-kawxo-yaš
20.42	defeat	-nkˀɔx-ɔ; xoyxayaš
20.43	attack	-tˀeklet-tax; tˀeklet-a
20.44	defend	-šan-apeʔ
20.45	retreat	-klɔt
20.46	surrender	-noy-ey
20.47	captive, prisoner	ɬankumeʔt
20.471	guard, sentinel	tuɬ ɬawoʔ
20.48	booty, spoils	-kˀɔxɬa-xat; -kuc̷-xat
20.49	ambush	-klɔwaɬ
20.51	fisherman	saxeč ɬawoʔ; towokinuk
20.52	fishhook	-kanasas
20.53	fishing line	niyɔk
20.54	fishnet	-sčaʔt
20.55	fish trap	-wat-saʔs
20.56	bait	-kaʔwun
20.61	hunt	-woʔy; -tkˀɔʔyte
20.62	shoot	-tiyɔx
20.63	miss (target)	-axut; -akɔx
20.64	trap (noun)	-kˀɔʔwte
20.65	trap (vb)	-kɔxɔy
21.11	law	wat-yɔxi-xat
21.15	court	us ɬ-ka-anwakles
21.16	judge (vb)	-t-ka-asklančay-xan
21.17	judgment	t-kaʔ-sklančay-xayaš
21.18	judge (noun)	t-ka-asklančay
21.21	plaintiff	ɬeklɔx-tax-ax; pa ni-fakl; tfakxan
21.22	defendant	ka-fi-yan-ax; pa či tamen-eš
21.23	witness	wankˀeʔyxat
21.24	swear	-ey-tɔn-xop
21.25	oath	-wat-ey-tɔn-xop
21.31	accuse	nifakl
21.32	condemn	-tawyixay-ʔin; taniwaɬčay
21.33	convict (vb)	-t-piʔɔ-y-xan
21.34	acquit	-t-piʔɔ-ɬa-y-xan
21.35	guilty	-naklɔy-ex
21.36	innocent	-naɬ-ex
21.37	penalty, punishment	-n-klɔyyic̷-xan-o
21.38	fine	c̷xofxi
21.39	prison, jail	ɬankumeʔ-xawat; wat-ɔkɔklɔxi
21.42	murder	-klɔn-ɔ; wankaklɔn-xanax
21.43	adultery	-wanka-wɔm-xayaš
21.44	rape	-kˀɔxɔx-at; tkɔʔxɔxan
21.46	arson	wat-aɬe-klaʔy; wat-ɬɔn-o-klaʔy
21.47	perjury	-kuc̷ˀaxi-klaʔy
21.51	steal	tˀa-kut
21.52	thief	kuc̷-xanax
22.11	religion	
22.12	God	fic̷ɔkˀɔyič
22.13	temple, church	wat-asinɔ-wat
22.14	altar	
22.15	sacrifice, offering	-kufay-xat
22.16	worship	-ɔklɔx
22.17	pray	-tˀaʔɬ
22.18	priest	[ele]
22.19	holy, sacred	-ɬasnɔy-ex; is-šaʔne
22.22	preach	-t-asinɔ-y
22.23	bless	-tˀasklan-kˀoya; -xuxpɔn
22.24	curse	-pɔfiyu
22.26	fast (vb)	-ni-tc̷akkun
22.31	heaven	wɔʔs
22.32	hell	itɔx
22.35	demon (evil spirit)	c̷ičˀe; ni is-aʔ
22.37	idol	
22.42	magic, witchcraft, sorcery	-kaɬ-xan-o
22.43	sorcerer, witch	
22.44	fairy, elf	
22.45	ghost, phantom	
22.47	omen, portent	-kaxowo
