entry_id	trans_english	Shan_Phonemic
8.41	crop, harvest	ma:n.2 cam.4
8.42	grain (barley, oats etc)	ju:.2 pɨŋ.4
8.43	wheat	hə:n.1
8.44	barley	the:ŋ.3
8.45	rye	wa:n.4 so:n.3
8.46	oats	sum.5
8.47	maize, corn	wa:ŋ.1; sa.2-na:m.3
8.48	rice	hə:n.1
8.51	grass	sɔŋ.2 phaj.1
8.52	hay	ti:.4 tə:ŋ.2-pa:ŋ.2
8.53	plant (noun)	hɔŋ.4
8.531	plant (vb)	phak.1-tu:.3
8.54	root	saw.3 phak.1-tu:.3
8.55	branch	jɨt.1-jɔn.2
8.56	leaf	kɔ:n.3
8.57	flower	sɔ:.1; ma:k.2 sɔ:.1
8.6	tree	pa.2-tɛŋ.1
8.61	oak	ti:.4 taɨ.4
8.62	beech	pha:.3
8.63	birch	phi:.1-phaj.1; muk.5-phaj.1
8.64	pine	tha:ŋ.2 phaw.3
8.65	fir	piaw.3 phaj.1
8.66	acorn	khun.4-laj.3; can.5 khun.4-laj.3
8.67	vine	ku:.2 nɔ:n.1
8.68	tobacco	mɔ:n.3 ho:.3
8.69	smoke (tobacco)	pha:.4 hom.2
8.691	pipe	taŋ.2 naŋ.4
8.72	tree stump	kho:ŋ.2
8.73	tree trunk	ho:ŋ.1 phaj.1
8.74	forked branch	te:n.1
8.75	bark	kheŋ.2
8.76	sap	lɔt.2 nam.5
8.81	palm tree	laŋ.3-kha:.1
8.82	coconut	laŋ.3-kha:.1 muŋ.1 tɔ:ŋ.3
8.83	citrus fruit	laŋ.3-kha:.1 muŋ.1 ja:.4
8.84	banana tree	cɔ:m.3 hə:n.1
8.85	banyan	maj.5 lat.1 cɔ:m.3
8.91	sweet potato	maj.5 khɨ:.2; maj.5 pɛ:.3
8.912	yam	maj.5 saw.3; maj.5 ka:n.1
8.92	tapioca, manioc, cassava	pɛ:n.4 pun.1
8.93	gourd	woŋ.1 maj.5 phak.1-tu:.3
8.931	pumpkin, squash	sa.2-la:.2 kɔ:.2 sa:ŋ.4
8.94	bamboo	ma:k.2 ʔu:t.2
8.941	sugar cane	thun.3 kha:w.3; me:.2-phi.1-la:t.4
8.96	fish poison (root)	ma:k.2 ʔut.2 ta:k.2 hɛ:ŋ.4
8.97	nettle	kon.1 het.1 na:.1
8.98	mushroom	thuŋ.4 na:.1
9.11	do, make	ti:.4 pa:ŋ.2 pe:ŋ.1
9.12	work	so:n.3
9.14	bend	phuk.2 phaŋ.3
9.15	fold	ho:.5
9.16	tie, bind	hɔŋ.4 nam.5
9.161	untie	thaj.3
9.18	chain	hɔŋ.4 lin.3
9.19	rope, cord	khut.1
9.192	knot (noun)	cɔ:.1
9.21	strike (hit, beat)	cɔ.5 tak.1 pun.3
9.211	pound with fist	se:m.3
9.22	cut	cɔ.5 ŋɛm.4
9.221	cut down	phə:.3 khɛ:ŋ.1
9.222	chop, hew	wa:n.2
9.223	stab	cə:.5 phan.1
9.23	knife	kep.1 ʔaw.3; pa:t.2 ʔaw.3
9.24	scissors, shears	khew.1
9.25	ax	no:t.4 khaw.4; pɔ:.5 khaw.4
9.251	adze	pa:ŋ.3 pɔ:.5 khaw.4
9.26	break	pa:t.2 khaw.4
9.261	broken	met.5 khaw.4
9.27	split	khaw.4 ka:p.2
9.28	tear	khaw.4 kjuŋ.2
9.29	flay, skin	khaw.4 kjuŋ.2 ma:.5 ca:m.1
9.31	rub, wipe	khaw.4 kjuŋ.2 ma:.5
9.32	stretch	khaw.4 ka:p.2 khɛ:.2
9.33	pull	khaw.4 huŋ.3
9.34	spread out	khaw.4 pə:k.2
9.341	hang up	kɛ:p.2; met.5 khaw.4
9.342	press	lam.1 khaw.4
9.343	squeeze, wring	phə:ŋ.1 khaw.4
9.35	pour	khaw.4 kɔ:j.3
9.36	wash	jə:.4 ja:.4
9.37	sweep	phə:ŋ.1
9.38	broom	cə:.5 maj.5 mew.1 laj.3 mew.1 nɨŋ.4
9.422	tool	phu:k.2
9.43	carpenter	ha:k.4
9.44	build	ŋaw.4 ton.4 maj.5
9.46	bore	kiŋ.2 maj.4; ka:n.4
9.461	hollow out	waj.3 maj.5
9.48	saw	na:m.3
9.49	hammer	mɔ:k.2 maj.5
9.5	nail	ton.4 maj.5
9.56	glue	maj.5 nim.3
9.6	smith, blacksmith	ton.4 ma:k.2 lə:.2
9.61	forge	ton.4 mɔ:k.2 mew.1 nɨŋ.4
9.62	anvil	maj.5 pjɛ:k.2; ma:k.2 ke:ŋ.3
9.63	cast (metals)	ton.4 pjɛ:k.2
9.64	gold	ma:k.2 tɔ:j.2
9.65	silver	ton.4 ʔa-ŋun.2
9.66	copper, bronze	waɨ.3 ja:.3 su:p.2
9.67	iron	sup.2 ja:.4 ke:n.3 tɔ:ŋ.3; ja:.4 lut.2
9.68	lead (noun)	mɔ:.4 ja:.4
9.69	tin, tinplate	ma:k.2 mu:.5; waɨ.3 pu:.5
9.71	potter	ŋaw.4 ton.4 maj.5
9.72	mold (clay etc)	kiŋ.2
9.73	clay	ka:n.4
9.74	glass	pə:k.2 maj.5
9.75	weave, plait	ja:ŋ.3 maj.5
9.76	basket	ton.4 pa:m.1
9.77	mat	ma:k.2 ʔun.3; ma:k.2 pa:w.5
9.771	rug	so:m.4; ma:k.2 pha:.4
9.78	netbag	ma:k.2 mo:ŋ.4
9.79	fan (noun)	ton.4 koj.4
9.791	fan (vb)	koj.4
9.81	carve	maj.5 huŋ.1
9.82	sculptor	ton.4 ma:k.2 kɛ:ŋ.1
9.83	statue	ma:k.2 sa:ŋ.1-phɔ:.1
9.84	chisel	ma:k.2 ka:.2
9.88	paint (noun)	ton.4 ma:k.2 nun.4
9.89	paint (vb)	man.1 ʔa:.2-lu:.1
10.11	move	man.1 ljɛ:ŋ.3
10.12	turn over	ho:.3 phə:k.2
10.13	turn around	man.1 niw.5
10.14	wind, wrap	ma:k.2 mo:p.2
10.15	roll	ma:k.2 pak.5; tjɛ:ŋ.3; nam.5 taw.4
10.16	drop (vb)	wa:j.3
10.17	twist	nɔ:.2 maj.5
10.21	rise	maj.5 phaj.2
10.22	raise, lift	ʔɔ:j.4
10.23	fall	khə:.1 le:.3
10.24	drip	mɔ:k.2 ka:j.1 jɔ:n.1
10.25	throw	hep.1
10.252	catch (ball)	het.1
10.26	shake	het.1 ka:n.3
10.32	flow	kot.5; ŋɔ:.1
10.33	sink	top.5; khɔk.5
10.34	float	mat.5
10.35	swim	kɛ:.4 mat.5
10.351	dive	cə:k.4 lek.1
10.352	splash	cə:k.4; maj.3 la:j.4
10.36	sail (vb)	pom.3; ŋə:n.4
10.37	fly (vb)	pə.5; hɛ:m.3
10.38	blow	ta:.3-mɨ:.1 thup.5
10.41	creep, crawl	tɛp.1; sɔ:j.1
10.412	kneel	jɔ:m.1 loŋ.1
10.413	crouch	pha:.2
10.42	slide, slip	tjɛ:ŋ.1; ci:.1 hu:.1
10.43	jump, leap	mi:t.4
10.431	kick	kim.1-haj.1
10.44	dance	ta:.3-ma:t.2; ta:.3-khwa:n.3
10.45	walk	ta:k.2
10.451	limp	het.1 haj.4 lɛ:w.3
10.46	run	hak.1; lu:.5 lɛ:w.3
10.47	go	pha:.2
10.471	go up	si:k.2
10.472	climb	lɔ:k.4 naŋ.3
10.473	go down	no:t.4; cet.5
10.474	go out	cet.5
10.48	come	khe:ŋ.4; jɨ:t.4
10.481	come back	la:k.4 ma:.1
10.49	go away, depart	la:k.4 ʔɔ:k.2
10.491	disappear	he:.4 ʔɔ:k.2
10.51	flee	hɔj.4 waj.5
10.52	follow	tek.1
10.53	pursue	mip.2
10.55	reach, arrive	thɛ:ŋ.4 nam.5
10.56	approach	la:ŋ.5
10.57	enter	pat.1
10.61	carry (bear)	ju:.1
10.612	carry-in-hand	ki.5-li.5-ja:.2-ta:.3-jip.1
10.613	carry-on-shoulder	sa.2-la:.2 het.1 maj.5
10.614	carry-on-head	het.1
10.615	carry-underarm	khot.5 ʔɔ:k.2; ci:.1
10.62	bring	khut.1 ʔɔ:k.2
10.63	send	lə:.4; lek.1 lə:.4
10.64	lead (vb)	khɔ:n.5; khɔ:n.5 cɔk.1
10.65	drive	lek.1-maj.2-na:.1
10.66	ride	khaw.4-mjɛ:n.2
10.67	push, shove	caŋ.4 lek.1
10.71	road	pɔ.5 lek.1
10.72	path	tum.3 pɔ.5 lek.1
10.74	bridge	lek.1 lɔ:.2
10.75	carriage, wagon, cart	kham.1
10.76	wheel	ŋɨn.1
10.77	axle	tɔ:ŋ.1 lə:ŋ.3; tɔ:ŋ.1 lɛ:ŋ.3
10.78	yoke	lek.1
10.81	ship	cɨn.1
10.83	boat	he:k.2; khɛp.1 he:k.2
10.831	canoe	khə:ŋ.4 lin.3 phaw.3
10.832	outrigger	lin.3 ja:j.4
10.84	raft	lin.3 ne:w.3
10.85	oar	ka.2-cok.1; ma:n.2
10.851	paddle (noun)	phaj.1 jɔ:j.1 khɛ:.2; phan.4 cə:k.4
10.852	row (vb)	sa:.5
10.86	rudder	loŋ.4
10.87	mast	sa:t.2
10.88	sail (noun)	pha:.4 hom.2
10.89	anchor	sa:n.4-thu:.2-ʔit.5
10.91	harbor, port	paŋ.2-ka:.2 lom.1
10.92	land (vb)	wi:.1
11.11	have	khɛk.1 maj.5
11.12	own, possess	pan.4 ha:ŋ.4
11.13	take	ha:ŋ.4 lɔ:.2
11.14	seize, grasp	siw.2
11.15	hold	si:.3
11.16	get, obtain	tjɛ:m.4 ha:ŋ.4; ta:.1 si:.3
11.17	keep, retain	to:ŋ.5 nɨŋ.3
11.18	thing	ŋop.5
11.21	give	pan.2
11.22	give back	khe:n.1 waj.5; hɔ:.2
11.24	preserve, look after	pan.2 waj.5
11.25	save, rescue	tok.1
11.27	destroy	pan.2; lim.2
11.28	harm, injure, damage	khɨn.4
11.31	seek, look for	juk.5
11.32	find	tok.1
11.33	lose	jɔ:t.2
11.34	release, let go	thim.4
11.43	money	wɨt.5
11.44	coin	jɔp.1
11.51	rich	khaw.2
11.52	poor	laj.3
11.53	beggar	co:m.3
11.54	avaricious, stingy	nam.5 tho:m.4
11.61	lend	lɔ:ŋ.4
11.62	borrow	luj.1 nam.5
11.63	owe	lam.3 nam.5
11.64	debt	jam.1 nam.5
11.65	pay (vb)	pha:j.1 hə:.1
11.66	account, reckoning	win.3
11.69	tax, tribute	paw.2; piw.3
11.77	hire	ka:n.1
11.78	wages	khup.5 khaw.2
11.79	earn	mo:p.2
11.81	buy	mɨn.4
11.82	sell	wɛ:n.3 kha:m.4
11.83	trade, barter	pit.5 saɨ.2
11.84	merchant	ka:.4
11.85	market (place)	ja:ŋ.4 kwa:.2
11.86	store, shop	khuk.1-juk.1-khaŋ.2-jaŋ.3
11.87	price	lɛ:n.4
11.88	dear (costly, expensive)	kwa:.2
11.89	cheap	khɨn.4 nə:.3
11.91	share (distribute)	ka:n.1 khɨn.4
11.92	weigh	loŋ.1 taɨ.4
12.1	after	ʔɔ:k.2 kwa:.2
12.11	behind	je:p.2
12.2	beside	ma:.1
12.3	down, below	khɨn.1 ma:.1; wa:j.2 khɨn.1 ma:.1
12.4	before	ʔɔ:k.2 ta:ŋ.1
12.41	front	ha:j.3
12.5	inside, in	pa:j.4
12.6	outside	cɔ:m.1
12.7	under	lɛn.4 cɔ:m.1
12.8	up, above	ma:.1 thɨŋ.3
12.11	place	khaw.4 cam.3; cam.3 thɨŋ.3
12.12	put	khaw.4
12.13	sit	mjɛ:k.2
12.14	lie down	jip.1
12.15	stand	mjɛ:k.2
12.16	remain, stay	ta:ŋ.2 ho:.3
12.17	remains, left overs	ńa:p.4
12.21	collect, gather	mjɛ:k.2
12.212	pick up	phɛ:n.3; hɔ:j.4
12.213	pile up	ʔɔ:n.3 ma:.1
12.22	join, unite	soŋ.2
12.23	separate	ʔɔ:n.3
12.232	divide	hɔ:.4
12.24	open	khi:.2
12.25	shut, close	ʔi:.1-ʔɔ:k.2
12.26	cover	ta:ŋ.1
12.27	hide, conceal	ta:ŋ.1 paj.3 tin.3
12.31	high	kho:.3
12.32	low	tə:k.4 saɨ.2 khɔŋ.3
12.33	top	lɔ:.5
12.34	bottom	ma:k.2-lo:.1-lɔ:.5
12.35	end	ʔjɛ:k.2
12.352	pointed	hə:.1 lo:ŋ.3
12.353	edge	hə:.1
12.36	side	hə:.1
12.37	middle, center	saw.3 ka:ŋ.3 hə:.1
12.41	right (side)	pɛ:.1
12.42	left (side)	kon.1 pha:j.1 hə:.1
12.43	near (adv)	ka:k.2 pha:j.1
12.44	far (adv)	pha:j.1
12.45	east	ha:ŋ.3 hə:.1
12.46	west	saw.3 hə:.1
12.47	north	hə:.1 pha:.4 waj.3
12.48	south	can.3 hə:.1
12.53	grow	ta:.4 hə:.1
12.54	measure	khɨn.4 phaŋ.2
12.541	span, fathom	mi:.1
12.55	large, big	caw.4 khɔŋ.3
12.56	small, little	ʔaw.3; hap.5
12.57	long	kam.3
12.58	tall	jip.1
12.59	short	ʔom.3
12.61	wide, broad	hap.5; laj.4 hap.5
12.62	narrow	khɔŋ.3
12.63	thick (in dimension)	pan.3
12.65	thin (in dimension)	khɨn.1
12.67	deep	to:j.1 lɔ:m.3; sim.1 waj.5
12.68	shallow	cɔ:j.4-lə:.3
12.71	flat	ja.5 lɛ:w.3
12.73	straight	lu.5 sum.1; ma:t.2 cep.1
12.74	crooked	sɔk.4 ha:.3
12.75	hook	ha:.3
12.76	corner	lu.5 sum.1
12.77	cross	kwa:.2; pɔ:j.2
12.78	square	ŋɨn.1
12.81	round	met.5 ŋɨn.1
12.82	circle	mi:.1
12.83	sphere, ball	pha:n.3
12.84	line	kon.1 tuk.5; kon.1 jɔ:n.1
12.85	hole	khi:.4 thi:.2
12.92	like, similar	pan.3 ku:.4
12.93	change	jɔ:n.1 him.3; ku:.4
13.0	zero, nothing	pen.3 ni:.4
13.1	one	ni:.4
13.2	two	pan.3 ka:.4
13.3	three	sa:j.3 maj.3
13.4	four	kep.1 khɔn.2
13.5	five	kin.3 ca:ŋ.4
13.6	six	ka:.4 ca:ŋ.4; ŋɨn.1 lə:n.3
13.7	seven	mi:.1 ta:.2 laj.4
13.8	eight	sɨ:.5
13.9	nine	kha:j.3
13.10	ten	lɛ:k.4 sɨ:.5 lɛ:k.4 kha:j.3 kan.3
13.101	eleven	kon.1 ka:.5
13.102	twelve	ka:t.2
13.103	fifteen	sum.5 kha:j.3
13.104	twenty	ka:.4 khan.3
13.105	hundred	ka:.4 na:.2
13.106	thousand	thuk.2 na:.2
13.107	count	phɛ:.3 pan.3
13.14	every, all	ja:.2-dʒu:.2 (ʒ - ALT +B)
13.15	much, many	wa:j.1
13.16	more	ta:ŋ.1 laŋ.3
13.17	little (quantity), few	ta:ŋ.1 kha:ŋ.4
13.18	enough	taɨ.4
13.181	some	ʔɔ:n.3 ta:ŋ.1
13.19	multitude, crowd	ta:ŋ.1 na:.4
13.21	full	naɨ.1; ta:ŋ.1 naɨ.1
13.22	empty	ta:ŋ.1 nɔ:k.4
13.23	part, piece	taɨ.4; pha:j.2 taɨ.4
13.24	half	nə:.3; ta:ŋ.1 nə:.3
13.33	alone, only	ti:.4; him.1-hɔ:m.1
13.34	first	wa:ŋ.1
13.35	last	naŋ.4
13.36	second	nɔ:n.1
13.37	pair	cuk.1
13.38	two times	ju:.2; tha:ŋ.2 ju:.2
13.42	third	paɨ.5
13.44	three times	lə:.3 ju:.2; khɔŋ.3 lə:.3
14.11	time	kep.1 cu:.5 waj.5
14.12	age	kep.1
14.13	new	te:ŋ.3 waj.5; thom.3 waj.5
14.14	young	cə:m.4 cap.1 kan.3
14.15	old	jɛ:k.4
14.16	early	mjɛŋ.2
14.17	late	phuj.2
14.18	now	phuj.2 ta:.3
14.19	immediately	pik.5
14.21	swift, fast, quick	lap.1 ta:.3
14.22	slow	pok.5 hom.2 waj.5
14.23	hasten, hurry	soŋ.2; sim.1 waj.5
14.24	retard, delay	suŋ.3
14.25	begin, beginning	tjɛm.2
14.252	last, endure	ta:ŋ.1 nə:.3 sut.1
14.26	end (temporal)	taɨ.4
14.27	finish	pa:j.3; ta:ŋ.1 pa:j.3 sut.1
14.28	cease, stop	lɛ:m.3 (l ̃ lj)
14.29	ready	khɔ:p.2
14.31	always	kha:ŋ.4
14.32	often	ka:ŋ.3
14.33	sometimes	woŋ.4 ka:ŋ.3
14.331	soon	khwa:.3
14.332	long-time (for a)	sa:j.5
14.34	never	cam.3; kaj.3
14.35	again	ta:ŋ.1 ʔɔ:k.2
14.41	day	ta:ŋ.1 tok.1
14.42	night	ta:ŋ.1 nə:.3
14.43	dawn	ta:ŋ.1 taɨ.4
14.44	morning	cew.1 jaɨ.2
14.45	noon, midday	tjɛ:k.4
14.451	afternoon	khɨ:p.4
14.46	evening	jaɨ.2
14.47	today	lek.5
14.48	tomorrow	ja:w.1
14.481	day-after-tomorrow	suŋ.3
14.49	yesterday	pɔ:t.1; tjɛ:m.2
14.491	day-before-yesterday	kwa:ŋ.4
14.51	hour	kɛ:p.4
14.53	clock, timepiece	na:.3
14.61	week	saɨ.2 nam.3 ʔit.1 nɨŋ.4
14.62	Sunday	ma:ŋ.3
14.63	Monday	lɨk.5
14.64	Tuesday	tɨ:n.4
14.65	Wednesday	pheŋ.2 pe:ŋ.1
14.66	Thursday	sɨ:.4
14.67	Friday	kot.5
14.68	Saturday	khɔ:.3
14.71	month	ceŋ.2
14.73	year	khaj.2-khwa:.3-pɛ:.3
14.74	winter	si:.2 ceŋ.2
14.75	spring	ko:m.3
14.76	summer	mon.1 kom.3
14.77	autumn	luk.4 ma:k.2 naŋ.3; ha:ŋ.4 mon.1
14.78	season	thɛ:w.3
15.21	smell (vb intrans)	hu:.1
15.212	sniff	mə:n.3
15.22	smell (vb trans)	lɛ:k.4 la:j.4
15.25	fragrant, good smelling	ʔam.2 mi:.1 saŋ.3
15.26	stinking, bad smelling	nɨŋ.4
15.31	taste	sɔ:ŋ.3
15.35	sweet	sa:m.3
15.36	salty	si:.2
15.37	bitter	ha:.4
15.38	acid, sour	hok.1
15.39	brackish	cet.1
15.41	hear	pjɛ:t.2
15.42	listen	kaw.4
15.44	sound, noise	sip.1
15.45	loud	sip.1 ʔet.1
15.46	quiet, silence	sip.1 sɔ:ŋ.3
15.51	see	sip.1 ha:.4
15.52	look, look at	sa:w.1 nɨŋ.4
15.55	show	pa:k.2 nɨŋ.4
15.56	shine	he:ŋ.3 nɨŋ.4
15.57	bright	nap.5
15.61	color	ta:ŋ.1 mot.1
15.62	light (in color)	nam.3
15.63	dark (in color)	nam.3 kwa:.2
15.64	white	ʔe:.2
15.65	black	mjɛ:n.4 ʔaw.3
15.66	red	kam.4-phɔŋ.4
15.67	blue	phuŋ.3; cum.1
15.68	green	tem.3
15.69	yellow	ʔim.2
15.71	touch	ʔam.2 mi:.1 saŋ.3
15.712	pinch	kam.4-phɔŋ.4
15.72	feel	khɨŋ.4
15.74	hard	ʔan.3 nɨŋ.4
15.75	soft	ʔan.3 ta:ŋ.1
15.76	rough	ʔan.3 ma:.1 ti:.4 laŋ.3
15.77	smooth	ʔan.3 ma:.1 ti:.4 sɔ:ŋ.3
15.78	sharp	sɔ:ŋ.3 ʔan.3
15.79	blunt, dull	sɔ:ŋ.3 pɔ:k.4
15.81	heavy	ʔan.3 ma:.1 ti:.4 sa:m.3
15.82	light (in weight)	sa:m.3 pɔ:k.4
15.83	wet, damp	phɔ:ŋ.1 ja:m.1
15.84	dry	ʔa:.2-sa:k.5
15.85	hot	maj.2
15.851	warm	num.2 sa:w.3
15.86	cold	kaw.2
15.87	clean	thaw.4
15.88	dirty, soiled	ho:.3 hɔ:k.2
15.89	wrinkled	caw.5
16.11	soul, spirit	la:.4
16.15	surprised, astonished	mə:.4 lew.3 naj.5
16.18	good fortune, luck	mə:.4 lew.3 naj.5
16.19	misfortune, bad luck	waj.1
16.23	joyful, glad, happy	thə:ŋ.1
16.25	laugh	nɛ:t.4
16.251	smile	thə:ŋ.1; la:.4
16.26	play	te:.2 ca:.5
16.27	love	jən.5 kan.4
16.29	kiss	jaw.5
16.3	embrace	ʔɔŋ.2-mjɛŋ.2
16.31	pain	kɨt.1
16.32	grief, sorrow, sadness	phɔ:m.5
16.33	anxiety, worry	se:.2 se:.2
16.34	regret, be sorry	se:.2
16.35	pity	pen.3 pɔ:k.4
16.37	cry, weep	thɛŋ.4 ʔit.1 nɨŋ.4
16.38	tear (noun)	phɔ:ŋ.1 ja:m.1 hɨŋ.3
16.39	groan	ʔam.2 ja:m.4
16.41	hate	thɛŋ.4 pɔk.4 nɨŋ.4
16.42	anger	wan.1
16.44	envy, jealousy	ka:ŋ.3 khɨn.1
16.45	shame (noun)	mə:.4 caw.5
16.48	proud	phɔ:ŋ.1 ja:m.1 caw.5
16.51	dare	ka:ŋ.3 wan.1 te:ŋ.4
16.52	brave	wa:j.1 ka:ŋ.3 wan.1 te:ŋ.4; ka:ŋ.3 wan.1 ca:j.5
16.53	fear, fright	phɔ:ŋ.1 ja:m.1 ka:ŋ.3 wan.1 kham.4
16.54	danger	mə:.4 naj.5
16.62	desire, want	mə:.4 phu:k.4
16.622	choose	mə:.4 hɨ:.1
16.63	hope	mə:.4 wa:.1 naj.5
16.65	faithful	mə:.4 sɨn.1
16.66	true	co:.4 mo:ŋ.1
16.67	lie, tell lies	na:.2-li:.2
16.68	deceit	co:.4 cet.1 wan.1
16.69	forgive	wan.1 ʔa:.2-tit.5
16.71	good	wan.1 can.3
16.72	bad	wan.1 ʔaŋ.1-ka:n.1
16.73	right, correct	wan.1 put.5
16.74	wrong	wan.1 pha.1-lɨ.4-hat.1
16.76	fault	wan.1 suk.1
16.77	mistake, error	wan.1 saw.3
16.78	blame	lə:n.3
16.79	praise	pi:.3
16.81	beautiful	kha:w.1 kat.1
16.82	ugly	kha:w.1 waɨ.3 maj.5 ʔɔ:k.2
16.83	greedy	kha:w.1 maj.4
16.84	clever	kha:w.1 waɨ.3 maj.5 ho:ŋ.4
17.11	mind	kha:w.1 hɛ:ŋ.4
17.13	think (= reflect)	kha:w.1 phon.3
17.14	think (= be of the opinion)	kha:w.1
17.15	believe	me:n.3 ʔa:j.3
17.16	understand	sut.2 ʔa:j.3
17.17	know	nom.3 ʔa:j.3
17.171	guess	hɔ:m.3
17.172	imitate	me:n.3
17.18	seem	ʔa.2-jat.1-sa:.4
17.19	idea, notion	ca:ŋ.3; ʔam.2 wa:n.3
17.21	wise	wa:n.3
17.22	foolish, stupid	cem.1
17.23	insane, crazy	kho:m.3
17.24	learn	so:m.4
17.242	study	ʔam.2 ca:ŋ.3 ʔam.2 cem.1
17.25	teach	laj.4 jin.1
17.26	pupil	thɔ:m.2
17.27	teacher	se:ŋ.3
17.28	school	se:ŋ.3 laŋ.3
17.31	remember	je:n.3 ci:.4
17.32	forget	han.3
17.34	clear, plain	muŋ.4 to:j.1
17.35	obscure	pja.5 nɛ:.3
17.36	secret	thɔ:ŋ.2
17.37	sure, certain	ljɛ:ŋ.1
17.38	explain	si:.3
17.41	intention, purpose	si:.3 ʔɔ:n.2; si:.3 ca:ŋ.3
17.42	cause	si:.3 kɛ:.2
17.43	doubt	si:.3 kha:w.3
17.44	suspect	si:.3 lam.3
17.441	betray	si:.3 lɛ:ŋ.3
17.45	need, necessity	si:.3 nam.5 ŋɨn.1; si:.3 pha:.5
17.46	easy	si:.3 khew.3
17.47	difficult	si:.3 lə:ŋ.3
17.48	try, attempt	tə:.5 thu:k.2
17.49	way, manner	mi:p.2
17.51	and	hu:.5 to:.3
17.52	because	khjɛ:ŋ.3
17.53	if	ʔon.4 ʔɔ:n.2
17.54	or	ʔɔ:n.2
17.55	yes, affirmative	ca:.1
17.56	no, negative	pe:ŋ.1 kan.3
17.61	how?	pha:j.3
17.62	how many?	ʔɨ:.5
17.63	how much?	nak.1
17.64	what?	maw.3
17.65	when?	jam.1
17.66	where?	hɛ:ŋ.4; hɛ:ŋ.4-hɛ:ŋ.4-hɔŋ.3-hɔŋ.3
17.67	which?	het.1 haɨ.4 hɛ:ŋ.4
17.68	who?	maj.4
17.69	why?	ʔun.2
18.11	voice	kat.1; khɛm.5
18.12	sing	woj.2
18.13	shout, cry out	hu:.2
18.15	whisper	wi.5-ŋen.2
18.16	mumble	caɨ.3 pə:ŋ.4; caɨ.3 pə:ŋ.4
18.17	whistle	co:k.4 li:.3
18.18	shriek, screech	co:k.4 ʔam.2 li:.3
18.19	howl	mo:n.4 sə:.1 caɨ.3
18.21	speak, talk	khaj.4-kho:.3
18.211	stutter, stammer	jum.5
18.22	say	len.4
18.221	tell story	hak.5
18.222	speech (make a)	cu:p.2
18.23	silent (be)	kɔ:t.2
18.24	language	cep.1; mo:j.4
18.26	word	maj.4 caɨ.3; khi:.3 caɨ.3
18.28	name	caɨ.3 lu:.5; caɨ.3 suk.1-sa:k.5
18.31	ask (question, inquire)	khi:.3 caɨ.3
18.32	answer	ʔet.1-lu:.3
18.33	admit, confess	hɔŋ.5 haj.4
18.34	deny	nam.5 ta:.3
18.35	ask, request	kha:ŋ.1
18.36	promise	caŋ.1
18.37	refuse	caɨ.3 lam.3
18.38	forbid	tha:ŋ.2 thə:m.3
18.39	rebuke, scold	li:.3 ʔa:j.3
18.41	call (=summon)	te:m.3 caɨ.3
18.42	call (=name)	hat.1; ta:.5
18.43	announce	khi:.4 ʔa:j.3
18.44	threaten	hat.1 ha:n.3
18.45	boast	ko:.3
18.51	write	ʔan.2-ta.2-le:.2
18.52	read	khaj.4 laj.4
18.56	paper	lə:k.4
18.57	pen	mi:.1 ʔa.2-tha:ŋ.2
18.61	book	sɨ:.4
18.67	poet	tɛ:.5
18.71	flute	pɛt.5 lɛ:n.3
18.72	drum	liŋ.2 lɛ:n.3
18.73	horn, trumpet	wa:ŋ.1 pɔj.2
18.74	rattle	li:.3
19.11	country	mə:k.4
19.12	one's native country	thu:k.2
19.15	city, town	phit.1
19.16	village	phit.1 pə:ŋ.4
19.17	boundary	ti:.4 phit.1 pə:ŋ.4
19.21	people (populace)	se.5 sɔ:m.1
19.23	tribe, clan	juk.5 jɔŋ.4
19.24	chief, chieftain	ha:ŋ.4 li:.3
19.25	staff, walking stick	li:.3 caŋ.1
19.31	rule, govern	khi:.4 hit.5
19.32	king, ruler	lak.1 lɛ:m.3
19.33	queen	taŋ.4 caɨ.3 het.1
19.36	noble, nobleman	that.1 sa:ŋ.3
19.37	citizen, subject	won.5
19.41	master	jum.2
19.42	slave	khaw.4 caɨ.3
19.43	servant	hu:.5 cak.1
19.44	freeman	la:m.1 ʔaw.3
19.45	command, order	jə:ŋ.4 khaw.3
19.46	obey	to:j.1 mə:n.3
19.47	let, permit	ta:ŋ.1 won.5
19.51	friend, companion	lak.1 lɛ:m.3
19.52	enemy	ŋə:.4-ŋa:.5
19.54	neighbor	lɨm.1 na:.4 lɨm.1 laŋ.3; jɔ:ŋ.2
19.55	stranger	sɔ:n.3 hu:.5
19.56	guest	sɔ:n.3
19.57	host	sɔ:n.3
19.58	help, aid	lu:k.4 ʔɔ:n.2 hoŋ.1 he:n.1
19.59	hinder, prevent	khu:.1
19.61	custom	hoŋ.1 he:n.1
19.62	strife, quarrel	tɔ:ŋ.1; tɔ:ŋ.1 waj.5
19.63	conspiracy, plot	lɨm.1
19.65	meet	cɨ:n.4 saɨ.3
19.72	prostitute	ʔam.2 hu:.5 lɔŋ.4
20.11	fight (vb)	kwa:m.1 lap.5
20.13	war, battle	cɨ:.4 caɨ.4; jum.2 caɨ.3
20.14	peace	la:t.4 nɛ:.3
20.15	army	ce:.2-ta-na:.2
20.17	soldier	ŋaw.4 tɛ:.2
20.21	weapons, arms	tha:ŋ.2 thə:m.3
20.22	club	la:m.1 waj.5
20.222	battle-ax	hak.1 laŋ.3
