entry_id	trans_english	Kaingáng_Phonemic
10.44	dance	wɛ̃ɲ-ŋrɛn; wɛ̃ɲ-ŋrinŋrɛn
10.45	walk	tĩ; mũ; pasa; pɨŋsa
10.451	limp	waŋwən
10.46	run	Φorũn; wɛ̃ɲwɔ; pɛtɛ̃
10.47	go	tĩ; mũ; pa; kutɛ̃
10.471	go up	tãprɨ; yãprɨ; yãŋprɨ
10.472	climb	tãprɨ; yãprɨ; yãŋprɨ; kuΦĩn
10.473	go down	kãtɛre; kãre; tɛre; re
10.474	go out	kutɛ̃
10.48	come	kãtĩŋ; kãtĩ; kãmũ
10.481	come back	wə̃n ke; kɨrã
10.49	go away, depart	yo raɲ ke; rɛ kə̃tĩ
10.491	disappear	pun ke; punpun; tũŋ
10.51	flee	ken; kren-kren
10.52	follow	mrɛ tĩ; mrɛ we; nɔn tĩ
10.53	pursue	nɔn pɛtɛ̃
10.55	reach, arrive	yun; yun-yun
10.56	approach	yun
10.57	enter	rã; ŋe; kãrã; kãŋeyɛ̃ŋ
10.61	carry (bear)	pɛnwãn; pɛre; ma tĩŋ
10.612	carry-in-hand	ma; mãn
10.613	carry-on-shoulder	wa; kɛ̃ɲ; pãŋtu; ŋɛɲ
10.614	carry-on-head	
10.615	carry-underarm	
10.62	bring	pɛnwɛr; pɛra; tatĩ-n
10.63	send	yɛ̃nɛ̃; yɛ̃ŋnɛ̃
10.64	lead (vb)	yo tĩ
10.65	drive	wɔŋ
10.66	ride	kritĩ
10.67	push, shove	kiŋə̃; kayu; ki kayayu; kuŋɨ̃; yɨm ke
10.71	road	ɛ̃mĩn; ʔɛ̃prɨ
10.72	path	ʔɛ̃prɨ sĩ
10.74	bridge	kaŋma
10.75	carriage, wagon, cart	wɛ̃ɲ-mɛ̃ŋ; wɛ̃ɲ-rĩɲ-tĩ
10.76	wheel	yɨrɨrɨn; sumrĩr
10.77	axle	
10.78	yoke	
10.81	ship	kãkɛɲ məŋ
10.83	boat	kãkɛɲ; kãnwa
10.831	canoe	kãkɛɲ; kãnwã
10.832	outrigger	
10.84	raft	
10.85	oar	kãkɛɲ wɔŋ yãΦa
10.851	paddle (noun)	kãkɛɲ wɔŋ yãΦa
10.852	row (vb)	kãkɛɲ wɔŋ
10.86	rudder	
10.87	mast	
10.88	sail (noun)	
10.89	anchor	
10.91	harbor, port	
10.92	land (vb)	(kãkɛɲ) kã kutɛ̃
11.11	have	nĩ
11.12	own, possess	tə̃ tũʔ he
11.13	take	
11.14	seize, grasp	kãŋmĩ; mãn; se; siŋse
11.15	hold	mãn
11.16	get, obtain	mãn; we
11.17	keep, retain	ki rĩr; yɨ nĩŋãn; rãŋ; ŋem
11.18	thing	nɛn
11.21	give	nĩm; Φi; Φɛ̃ŋ; win
11.22	give back	
11.24	preserve, look after	ki rĩr
11.25	save, rescue	kren han
11.27	destroy	kɔkɛn; kɔkɛn kãn; waŋ kãn
11.28	harm, injure, damage	ke kɔnãn; han kɔnãn
11.31	seek, look for	yãwãɲ; kanɛ̃ŋ
11.32	find	we; kato tɛ̃
11.33	lose	kren
11.34	release, let go	towãɲ; kawãn; toŋwãɲ
11.43	money	yãnkamɨ; nĩyɛru
11.44	coin	
11.51	rich	hə
11.52	poor	yaŋtar; kɔrɛŋ
11.53	beggar	nɛn to wĩtĩ
11.54	avaricious, stingy	Φe sĩ; ã-tũ-nɛɲ-mɛ̃
11.61	lend	
11.62	borrow	
11.63	owe	[nɛwe]
11.64	debt	nɛwe
11.65	pay (vb)	kayãm; kɨŋyãm
11.66	account, reckoning	
11.69	tax, tribute	
11.77	hire	yãnkamɨ to prɛstar ke
11.78	wages	rãɲrãy to nĩyɛro
11.79	earn	kaya we
11.81	buy	kayãm; kɨŋyãm
11.82	sell	Φɔn; wãm; wãwãm
11.83	trade, barter	torka he
11.84	merchant	
11.85	market (place)	
11.86	store, shop	
11.87	price	kaya
11.88	dear (costly, expensive)	kaya e
11.89	cheap	kaya sĩ; kaya pãŋsĩ
11.91	share (distribute)	kãɲkrɛn; wɛ̃ɲ-ken
11.92	weigh	kuΦɨŋ
12.1	after	kar; kar kɨ̃
12.11	behind	nɔn; nɔn ke
12.2	beside	yɨ
12.3	down, below	krɛ̃m; yakrɛ̃m; ɛ̃prã
12.4	before	yo; yu
12.41	front	rĩnwe; yãmĩ; yɨ
12.5	inside, in	ki; kã; kãkã; kãki; kãtə
12.6	outside	wen-ya; re tə
12.7	under	krɛ̃m; yakrɛ̃m
12.8	up, above	kri; kɨɲmə̃
12.11	place	
12.12	put	Φi; Φɛ̃ŋ; nĩm; win
12.13	sit	nĩ; nĩŋnĩ
12.14	lie down	nã; nə̃; Φi
12.15	stand	yɛ̃; yɛ̃ŋyɛ̃
12.16	remain, stay	ɛ̃mãn; tĩŋ tũ; ken
12.17	remains, left overs	ke; Φãnãr
12.21	collect, gather	
12.212	pick up	to wɛrn ke
12.213	pile up	en; pãnΦĩ-n
12.22	join, unite	nũɲ; kram; yuΦɨ; yɨ kɛ
12.23	separate	wɨr mɨ̃
12.232	divide	pãm; pɔpãm; rãm; rɔŋrãm
12.24	open	nor; noŋnor; row; roŋrow
12.25	shut, close	nĩΦe-ɲ; nĩŋΦeɲ
12.26	cover	təw; təŋtəw
12.27	hide, conceal	kãtɔn; puŋnɔn; peyu
12.31	high	ɛhɛ; ehe; kɨɲ-mɨ̃; kɨɲmə̃
12.32	low	rur; sĩ
12.33	top	yunun; tɨ̃ Φɨr; kri
12.34	bottom	
12.35	end	kãn kɨ̃
12.352	pointed	
12.353	edge	Φɨr
12.36	side	yɨ; tãpɛr
12.37	middle, center	kuyu kãtə
12.41	right (side)	-pɛ̃ŋ-ya
12.42	left (side)	-yakãɲ
12.43	near (adv)	kakɔ; rã
12.44	far (adv)	kɔrɔŋɨ; kuwar; kɔr
12.45	east	rã tə̃ pun ke tə
12.46	west	rã tə̃ yun ke tə
12.47	north	rã krɛ̃Φĩn
12.48	south	rã krɛ̃Φĩn
12.53	grow	moŋ
12.54	measure	kãmun
12.541	span, fathom	kãmur
12.55	large, big	ehe; ɛhɛ; məŋ; maŋ
12.56	small, little	sĩ; kãsir; mi; kɔnɛ̃ŋ; kuniŋ
12.57	long	tɛy; krɛ̃ŋΦa
12.58	tall	ɛhɛ; məŋ
12.59	short	rur
12.61	wide, broad	ʔɛhɛ; məŋ
12.62	narrow	tãrɨy; tãŋrɨy
12.63	thick (in dimension)	yãyɛw; kãŋnĩ
12.65	thin (in dimension)	kɨyo
12.67	deep	
12.68	shallow	
12.71	flat	
12.73	straight	wɛ̃ɲ-ra hã; rãŋΦɔrɔ
12.74	crooked	pãnɔn; pãno
12.75	hook	yãyər; yãŋyər
12.76	corner	pɛnu; pɛno
12.77	cross	kruɲ
12.78	square	peno; penu
12.81	round	ror
12.82	circle	ror
12.83	sphere, ball	nən; mɔra
12.84	line	
12.85	hole	row; nor; noŋ-nor
12.92	like, similar	ŋɛ; ri kɛ; hã; hã-ri
12.93	change	han mãn
13.0	zero, nothing	tũm; tũ
13.1	one	pir
13.2	two	rɛŋre
13.3	three	tãŋtũ; tãŋtũŋ
13.4	four	wɛ̃ɲ-kãŋra; wɛ̃ɲ-kɔm rɛŋre
13.5	five	[ṣ̌ĩko]
13.6	six	
13.7	seven	
13.8	eight	
13.9	nine	
13.10	ten	
13.101	eleven	
13.102	twelve	
13.103	fifteen	
13.104	twenty	
13.105	hundred	
13.106	thousand	
13.107	count	nĩkrɛn
13.14	every, all	kar; kankar
13.15	much, many	ʔe; kamɛ̃; mɛ̃; pɛ̃; ŋɨ
13.16	more	kãΦɔr
13.17	little (quantity), few	sĩ; pir; pipir
13.18	enough	məŋ; ŋen kə̃
13.181	some	pir; pipir
13.19	multitude, crowd	e; epɛ̃; e tãwĩ
13.21	full	Φɔr; ΦunΦɔr; tɔŋãn
13.22	empty	Φaŋrĩɲ mɨ̃; ɔn kɨ̃
13.23	part, piece	pɔw; kuyu
13.24	half	kuyu; kãkre
13.33	alone, only	pir mɨ̃; wɛ̃sɔŋ ki; pin kɨ̃
13.34	first	we
13.35	last	ɛ̃ŋno; rɛn
13.36	second	rɛŋre
13.37	pair	Φaŋ; ũn-rɛŋre
13.38	two times	ke rɛŋre
13.42	third	ũn-tãŋũŋ
13.44	three times	ke tãŋtũŋ
14.11	time	
14.12	age	kri prɨ̃ŋ
14.13	new	tãŋ
14.14	young	kɨrũ; tətãŋ
14.15	old	kɔΦa; si; ŋuΦã
14.16	early	kusã ki
14.17	late	wɛ̃ɲ-kaŋtĩŋ; rãkãɲ
14.18	now	ha; wã; wãhã
14.19	immediately	ũnri
14.21	swift, fast, quick	to tãn kɨ̃ nĩ
14.22	slow	komɛ̃r hã
14.23	hasten, hurry	forũn
14.24	retard, delay	komɛ̃r hã ke
14.25	begin, beginning	ke wɛn; pɛ̃nyɛ̃ŋ
14.252	last, endure	kɔrɛŋ wãɲ
14.26	end (temporal)	tũŋkə̃; ɛ̃ŋno tə
14.27	finish	kãn; ke kãn; tũŋ
14.28	cease, stop	krɨ̃ŋ he; tɨ̃ ke
14.29	ready	kar; kankar
14.31	always	kurã kar ki; krɨ̃ŋ tũ kɨ̃
14.32	often	ke mãn kemãn kə̃
14.33	sometimes	keyɛ̃n
14.331	soon	kãɲmar; kãɲmari
14.332	long-time (for a)	kanĩm
14.34	never	piyɛ; pi; pɛ
14.35	again	mãn
14.41	day	kurã
14.42	night	kutɨ
14.43	dawn	way eɛ kɨ̃
14.44	morning	kusã ki
14.45	noon, midday	
14.451	afternoon	rãkãɲ kɨ̃ rãkɛ ra
14.46	evening	kutɨŋ; kutɨŋ kə̃
14.47	today	ũri; ũnri
14.48	tomorrow	way kɨ̃
14.481	day-after-tomorrow	way ũn kə̃
14.49	yesterday	rãkɛ tə
14.491	day-before-yesterday	rãkɛ ũ tə
14.51	hour	ɔra
14.53	clock, timepiece	rã wen yãΦa
14.61	week	
14.62	Sunday	kurã kɔrɛŋ
14.63	Monday	
14.64	Tuesday	
14.65	Wednesday	
14.66	Thursday	
14.67	Friday	
14.68	Saturday	
14.71	month	kɨsã
14.73	year	prə̃ŋ; prɨ̃ŋ
14.74	winter	kusã kã; kusã yunun ki
14.75	spring	rɨ̃ ki rã mũ ra
14.76	summer	ŋãr təɲ kã
14.77	autumn	kusã ki rã mũ ra
14.78	season	
15.21	smell (vb intrans)	
15.212	sniff	
15.22	smell (vb trans)	kãʔĩ; mɛ̃ŋ; mɛ̃ŋ-mɛ̃ŋ
15.25	fragrant, good smelling	
15.26	stinking, bad smelling	kɨ; kãhu; kɨŋ; kãhuŋ
15.31	taste	mɛ̃ŋ
15.35	sweet	ŋrɛ̃-ŋ
15.36	salty	kayã
15.37	bitter	Φa; ŋɨ
15.38	acid, sour	Φa; kayã
15.39	brackish	
15.41	hear	mɛ̃ŋ; mɛ̃; mɛ̃ŋmɛ̃
15.42	listen	mɛ̃; mɛ̃ŋmɛ̃; hamɛ̃
15.44	sound, noise	kɨr; kɨnkɨr; kɨnkɨn; kɨn
15.45	loud	
15.46	quiet, silence	hun kɛ; katɨ
15.51	see	we; wiŋwe
15.52	look, look at	kanẽ; we; ɛ̃wãɲ
15.55	show	wɛn
15.56	shine	yɛ̃nŋrɛ̃ŋ; kɔkow
15.57	bright	kɔkow
15.61	color	
15.62	light (in color)	
15.63	dark (in color)	sə; tə̃ɲsə
15.64	white	kupri
15.65	black	sə; saɨ
15.66	red	kɔsɔŋ; kusũŋ
15.67	blue	təɲ
15.68	green	təɲ
15.69	yellow	[mãrɛru]
15.71	touch	mɛ̃; mɛ̃ŋmɛ̃; nĩtɛ̃n; kɨmãn
15.712	pinch	kuse; kuŋye
15.72	feel	mɛ̃; mɛ̃ŋmɛ̃
15.74	hard	tar
15.75	soft	tãnãɲ; tãnãy; hɔhow; kanɛr
15.76	rough	kaΦãy
15.77	smooth	kanɛr; kamɛn; kanãn; hɔhow
15.78	sharp	yã; yukɛn; yãkɛn
15.79	blunt, dull	yãtũ; nə
15.81	heavy	kuΦɨ
15.82	light (in weight)	kãɲwɨ
15.83	wet, damp	mrɛr; mrãn; pãŋpɛ̃
15.84	dry	tɔŋ; tuŋtɔŋ
15.85	hot	rɨ̃; rɨ̃-yɨ̃ŋɨ
15.851	warm	rə̃ mɛ̃
15.86	cold	kusa
15.87	clean	yãɲkri-ŋ; kukũɲ; kɨkũɲ; prun
15.88	dirty, soiled	kawɛy; kawiŋwɛy; kɨŋwɛy
15.89	wrinkled	
16.11	soul, spirit	kãɲwɛŋ; kãɲmɛŋ; kuprĩŋ
16.15	surprised, astonished	kamɛ̃ŋ; yãrn ke
16.18	good fortune, luck	
16.19	misfortune, bad luck	
16.23	joyful, glad, happy	Φe tɨ̃ mrin ke; sɛr; mɨ̃ sɛr
16.25	laugh	nɨŋ
16.251	smile	nɨ-ŋ; nɨ-e
16.26	play	kaɲin; kaɲir; kaɲin-ɲin
16.27	love	tɨ̃ Φe nĩ
16.29	kiss	ɲun ke
16.3	embrace	ki pɔm ke; yɨ rã; pɔŋ pɔŋ ke
16.31	pain	kaŋa
16.32	grief, sorrow, sadness	krĩ kuΦɨ yɨŋɨ
16.33	anxiety, worry	mɨ̃ kaŋa; krĩ kuΦɨ
16.34	regret, be sorry	mə̃ e tĩ; mə̃ kaŋa
16.35	pity	yaŋãŋtãn; yaŋyɛ̃ŋtãn
16.37	cry, weep	Φɨ̃; kɨŋΦɨ̃; wɛ̃krɛ̃n
16.38	tear (noun)	kanɛ̃ war; kɨɲme
16.39	groan	ɨ̃ʔɨ̃ he
16.41	hate	to kɔrɛŋ; to yũ; mɨ̃-ũ; mɨ̃ kɔrɛŋ; yũn
16.42	anger	yũ mɛ̃; yũ; Φe kɔrɛŋ
16.44	envy, jealousy	to yɨkrɛn kɔnãn
16.45	shame (noun)	mɨ̃ʔa; kawɛy
16.48	proud	tɨ̃ɲ-ũn-məŋ-nĩ-he-tĩ
16.51	dare	kamɛ̃ŋ wãɲ
16.52	brave	yũ; yũŋ-yũ; yũmɛ̃
16.53	fear, fright	mũmɛ̃ŋ; kãʔu; kamɛ̃ŋ
16.54	danger	
16.62	desire, want	to ɛn; ki wɛ̃ʔĩ; sɔr; ke sɔr
16.622	choose	kuprɛ̃ŋ
16.63	hope	yãwãɲ
16.65	faithful	kri Φi; ki rã; ki ŋe
16.66	true	hɨ̃; wɛ̃ɲ-wĩ; mɨ̃r
16.67	lie, tell lies	wɛ̃mɛn mɛ̃; ʔɔn; ɔnʔɔn
16.68	deceit	wɛ̃ɲ-ə
16.69	forgive	wɛ̃ɲ-pãte Φɔn
16.71	good	hə; Φe məŋ; wĩ hə; hapɛ̃
16.72	bad	kɔrɛŋ; Φe kɔrɛŋ; kɔriŋrɛŋ
16.73	right, correct	ki krow
16.74	wrong	yɨkrɛ rɛŋre
16.76	fault	
16.77	mistake, error	kɨŋnɛ̃; kɨŋnɛ̃ŋnɛ̃
16.78	blame	
16.79	praise	to wĩ hə
16.81	beautiful	sĩ tãwĩ; sĩnwĩ
16.82	ugly	sĩnwĩ-tũ
16.83	greedy	to-ɛn-mɛ̃
16.84	clever	to tãn kɨ̃ nɨ̃; to tar; krĩ hã
17.11	mind	krĩ
17.13	think (= reflect)	yɨkrɛn; ɛ̃kren
17.14	think (= be of the opinion)	
17.15	believe	kri Φi; kri Φɛ̃ŋ; kri nĩm
17.16	understand	to yɨkrɛn; we; kaɲrɔ
17.17	know	kaɲrɔ; ki kaɲrɔ
17.171	guess	mɛ̃ mɨ̃
17.172	imitate	kɔm ke
17.18	seem	mɛ̃ mɨ̃; -mə̃...nĩ; -mə̃...we nĩ
17.19	idea, notion	
17.21	wise	krĩ hə; Φe məŋ
17.22	foolish, stupid	yɨke tũ; yɨkre-ũ
17.23	insane, crazy	krĩ tũ; krĩ-ũ
17.24	learn	wɛ̃ɲ-kaɲrãn; ki kaɲrãn
17.242	study	
17.25	teach	ki kaɲrãn; wɛ̃ɲ-kãŋŋran
17.26	pupil	
17.27	teacher	wɛ̃ɲ-rən-tĩ; ũn-kaɲrãn-tĩ
17.28	school	iɲkɔra; wɛ̃ɲ-kaɲrãn-yãΦã
17.31	remember	to yɨkrɛn
17.32	forget	kã yatu; mĩ ɛ̃krɛŋ tũ
17.34	clear, plain	
17.35	obscure	
17.36	secret	
17.37	sure, certain	hɨ̃n; hɨ̃ hɨ̃n; wɛ̃ɲ-wĩ
17.38	explain	kãmɛn
17.41	intention, purpose	
17.42	cause	
17.43	doubt	hɨ̃ mɨ̃ wɨ̃; hɨ̃ mɨ̃ wɨ̃ he-tĩ
17.44	suspect	
17.441	betray	
17.45	need, necessity	nen-ũ wɛŋ tũ; yaŋtar
17.46	easy	ke hə; yaŋɨ tũ
17.47	difficult	yaŋɨ; -yŋɨ; ŋɨ
17.48	try, attempt	kema ke; wɛ̃ɲ-kãŋŋran
17.49	way, manner	ŋe
17.51	and	
17.52	because	kə̃; kɨ̃; kar; kar kɨ̃
17.53	if	kə̃
17.54	or	hã-ra; yãwo
17.55	yes, affirmative	he; hey; hã
17.56	no, negative	tũ; wɔ; piyɛ; pɛ; pi; neyɛ
17.61	how?	ri; hɛ̃ri ke
17.62	how many?	ũ tə̃ hɛ̃rike
17.63	how much?	hɛ̃-ri ke
17.64	what?	nenɛ̃; hɛ̃ ri ke kã; ne
17.65	when?	kə̃
17.66	where?	tə; hɨ̃n; hɛ̃-tə
17.67	which?	hɛ̃
17.68	who?	ũ; ʔũ-nɛ̃
17.69	why?	hɛ̃ ri ke kə̃; hɛ̃ ri ke nɛ̃
18.11	voice	yãmã hə ra
18.12	sing	tə̃ɲ; tɨ̃ɲ; tɨ̃ŋtɨ̃ɲ; yãr
18.13	shout, cry out	prɛ̃r; prɛ̃n-prɛ̃r; wɛ̃krɛ̃n
18.15	whisper	kɛ kɛ he; kɛkɛn
18.16	mumble	
18.17	whistle	huɲ; kriŋ; kriiŋ
18.18	shriek, screech	
18.19	howl	
18.21	speak, talk	tɔ; wɛ̃mɛn; wĩ
18.211	stutter, stammer	wĩ-kar-tũ
18.22	say	tɔ; he; ke
18.221	tell story	wɛ̃mɛn; ɔn
18.222	speech (make a)	
18.23	silent (be)	hun ke
18.24	language	wĩ
18.26	word	wĩ
18.28	name	yiyi; yɨyɨ
18.31	ask (question, inquire)	ki yɛ̃mɛ̃; ki ɛ̃mɛ̃
18.32	answer	kaΦãn; kɨŋΦãn; mɨ̃ tɔ; mɨ̃ ke
18.33	admit, confess	mɨ̃ tɔ; ki kaɲrɔ
18.34	deny	neɲ
18.35	ask, request	mɨ̃ wĩ; to wĩ
18.36	promise	'taŋ ke yɛɲ ke nũ' he tĩ
18.37	refuse	neɲ; ke-yãwãɲ
18.38	forbid	
18.39	rebuke, scold	ΦɛΦɛn
18.41	call (=summon)	yɛ ke; yɛ prɛ̃r; prɛ̃nprɛ̃r
18.42	call (=name)	yiyin
18.43	announce	tɔ
18.44	threaten	wĩ yũ
18.45	boast	
18.51	write	rən; rən-rən
18.52	read	to ke; to yãn
18.56	paper	wɛ̃ɲ-rə
18.57	pen	wɛ̃ɲ-rən-yaΦã
18.61	book	wɛ̃ɲ-rə
18.67	poet	
18.71	flute	hotore
18.72	drum	tũŋnũŋ
18.73	horn, trumpet	hotore
18.74	rattle	sɨ; kriŋŋriŋ
19.11	country	
19.12	one's native country	
19.15	city, town	
19.16	village	ɛ̃mã; yamã
19.17	boundary	Φɨr; Φɨn-ya
19.21	people (populace)	kaɲŋəŋ
19.23	tribe, clan	mrɛ-mũ-tĩ; mrɛ ke
19.24	chief, chieftain	pãʔi; pãʔe
19.25	staff, walking stick	yoka; ka mrãr; wãtɔ
19.31	rule, govern	kri nĩ
19.32	king, ruler	pãʔi məŋ
19.33	queen	
19.36	noble, nobleman	ũn məŋ
19.37	citizen, subject	kaɲŋəŋ
19.41	master	tãn; pankrũ
19.42	slave	tɨ̃ ũ-tũ nĩ; ũn tãn nĩ
19.43	servant	
19.44	freeman	
19.45	command, order	yɛ̃nɛ̃; yɛ̃ŋnɛ̃
19.46	obey	wĩ ki kɛ; wĩ kri Φɛ̃ŋ
19.47	let, permit	
19.51	friend, companion	to hə; to-hə-Φi
19.52	enemy	kato tɛ̃
19.54	neighbor	rã-nɨ̃tĩ-Φaŋ
19.55	stranger	Φɔŋ
19.56	guest	ũn-kɔŋΦɨ kɔ̃-nə̃tĩ
19.57	host	
19.58	help, aid	ki rã ke; ki ŋe ke;
19.59	hinder, prevent	han kamɛ̃ŋ; kutãn
19.61	custom	wɛ̃ɲ-yɨkre; yɨkre; ki par
19.62	strife, quarrel	yaŋnɛ̃-to rə; yaŋ-tu rə
19.63	conspiracy, plot	
19.65	meet	kato tɛ̃
19.72	prostitute	
20.11	fight (vb)	yũyũ; yaŋnɛ̃-to-rə
20.13	war, battle	wɛ̃ɲ-ŋɛɲ
20.14	peace	krĩ kãɲwɨ; krĩ kuprã; krĩ kusa
20.15	army	
20.17	soldier	
20.21	weapons, arms	
20.22	club	ka kɨw; ka mrãr
20.222	battle-ax	mɛŋ
20.23	sling	pɔɲ
20.24	bow	wɨy
20.25	arrow	no; na
20.26	spear	rɔŋro
20.27	sword	rɔŋro
20.28	gun, cannon	no puŋ; no tɛy
20.31	armor (defensive)	
20.33	helmet	
20.34	shield	
20.35	fortress	
20.36	tower	ĩn tɛy
20.41	victory	tɨ̃ ke kɨ̃
20.42	defeat	tɨ̃ ke
20.43	attack	
20.44	defend	wɛ̃ɲ-kayãm
20.45	retreat	
20.46	surrender	
20.47	captive, prisoner	se; siŋse
20.471	guard, sentinel	ki rĩr; siŋse to pãʔi
20.48	booty, spoils	yɛ̃nwɔŋ
20.49	ambush	
20.51	fisherman	wim ke tĩ
20.52	fishhook	ɛ̃ŋΦi; yaŋΦi
20.53	fishing line	
20.54	fishnet	tɛ̃-ya
20.55	fish trap	pãri
20.56	bait	ɛ̃ŋΦi-to-sa-yaΦã
20.61	hunt	se; ʔɛ̃kreɲ
20.62	shoot	pɛ̃ŋ; pɛnũ; pin
20.63	miss (target)	kɨŋnɛ̃ŋ
20.64	trap (noun)	yaŋye; ɛ̃ŋye
20.65	trap (vb)	
21.11	law	yɨkre; wɛ̃ɲ-yɨkre
21.15	court	wɛ̃ɲ-yɨwɛ̃n
21.16	judge (vb)	ɛ̃ŋ-yɨwɛ̃n-tĩ
21.17	judgment	
21.18	judge (noun)	
21.21	plaintiff	
21.22	defendant	
21.23	witness	
21.24	swear	
21.25	oath	
21.31	accuse	to yɨkrɛn; kato wĩ
21.32	condemn	wɔŋ kɔnãn; kuŋnɨ̃n
21.33	convict (vb)	
21.34	acquit	kɨkũɲ
21.35	guilty	ũn-yɨkre-pãno
21.36	innocent	ũn-yɨkre-kurɨy
21.37	penalty, punishment	wɔŋ; ke kɔnãn
21.38	fine	kayãn
21.39	prison, jail	se-yãΦã
21.42	murder	tɛn; kãŋtɛn; tãɲ
21.43	adultery	mɛn tũ mrɛ nə̃
21.44	rape	
21.46	arson	
21.47	perjury	
21.51	steal	pɛyu; piŋyu
21.52	thief	ũn-pɛyu-mũ
22.11	religion	
22.12	God	topɛ̃; ɛ̃ŋ-yɔŋ məŋ
22.13	temple, church	topɛ̃ yo ĩn
22.14	altar	
22.15	sacrifice, offering	
22.16	worship	to yãn
22.17	pray	topɛ̃ mre wĩ
22.18	priest	
22.19	holy, sacred	
22.22	preach	wɛ̃ɲ-yɨwɛ̃n; topɛ̃-wĩ-kãmɛn
22.23	bless	to wĩ hə
22.24	curse	ΦɛΦɛn; wĩ kɔnãn
22.26	fast (vb)	wãkre
22.31	heaven	kaɲkã
22.32	hell	
22.35	demon (evil spirit)	nɛn kɔrɛŋ; wɛ̃ɲ kuprĩŋ
22.37	idol	wɛ̃ɲ- kãŋrə
22.42	magic, witchcraft, sorcery	kuya
22.43	sorcerer, witch	
22.44	fairy, elf	
22.45	ghost, phantom	nɛn-nɛ̃ we
22.47	omen, portent	
