entry_id	trans_english	Mosetén_Phonemic
12.75	hook	we'kahkas
12.76	corner	tac̷'kaibe
12.77	cross	nu'biʔ
12.78	square	'kumres
12.81	round	tiʔi'bos
12.82	circle	
12.83	sphere, ball	['bora]
12.84	line	[e'rinya]
12.85	hole	'to
12.92	like, similar	waxomei'dʸe
12.93	change	['kambya] 'tak
13.0	zero, nothing	'ic̷iʔ
13.1	one	yi'ris
13.2	two	pæ'ræʔ
13.3	three	tči'bin
13.4	four	wahpen'dʸeʔ
13.5	five	kha'nam
13.6	six	xæ'bæɲ
13.7	seven	yæweti'dʸe
13.8	eight	kheɲ'khaɲ
13.9	nine	arah'tak
13.10	ten	yiri'tak; 'tak
13.101	eleven	yiri'tak yi'ri hi'yi
13.102	twelve	yiri'tak pæræʔ hi'yi
13.103	fifteen	yiri'tay kha'nam hi'yi
13.104	twenty	pæræ ki 'tak
13.105	hundred	['syen]
13.106	thousand	['mir]
13.107	count	'c̷ik
13.14	every, all	e'rehtum
13.15	much, many	'tdai
13.16	more	'tdam'ye
13.17	little (quantity), few	mi'ki
13.18	enough	tœ'pœx
13.181	some	mi'ki
13.19	multitude, crowd	'šat
13.21	full	'bun
13.22	empty	tdã'rã
13.23	part, piece	mi'ki-be
13.24	half	čok'yaki
13.33	alone, only	'momo
13.34	first	tas'tče
13.35	last	he'kibe
13.36	second	kœčei'dʸe
13.37	pair	pæ'ræ buyi'ʔin
13.38	two times	
13.42	third	
13.44	three times	tči'bin ki
14.11	time	tœ'puya
14.12	age	ho'yõksi yomo'dʸe
14.13	new	'maikit; 'maisis
14.14	young	na'na-t; na'na-s
14.15	old	'išo
14.16	early	pam'dʸe
14.17	late	yomo'kibe
14.18	now	khin
14.19	immediately	khin-'dʸe
14.21	swift, fast, quick	ferexk'yei
14.22	slow	anixtum
14.23	hasten, hurry	kabihɲa'xa
14.24	retard, delay	
14.25	begin, beginning	yakču'ti
14.252	last, endure	'yœhki
14.26	end (temporal)	
14.27	finish	e'reʔi
14.28	cease, stop	hiya'kaki
14.29	ready	'kœc̷is (f.)
14.31	always	erex'kaɲ
14.32	often	
14.33	sometimes	hundsi'kaɲ
14.331	soon	wãče'ke
14.332	long-time (for a)	anik 'mœɲ
14.34	never	ham 'kibi
14.35	again	'hambi
14.41	day	mayẽ'dʸeʔ
14.42	night	c̷edʸẽ'dʸeʔ
14.43	dawn	nai hui'ra
14.44	morning	
14.45	noon, midday	kit kaɲ c̷œɲ
14.451	afternoon	yomo'kibe
14.46	evening	yo'moi
14.47	today	khin; [õi]
14.48	tomorrow	'ɲohno ~ 'noxno
14.481	day-after-tomorrow	'ɲohno kain'yã
14.49	yesterday	mointxã
14.491	day-before-yesterday	mointãya kaɲ
14.51	hour	['ora]
14.53	clock, timepiece	c̷œɲ
14.61	week	[si'mana]
14.62	Sunday	[do'minko]
14.63	Monday	['roneš]
14.64	Tuesday	['marteš]
14.65	Wednesday	['myerkoreš]
14.66	Thursday	['fwebeš]
14.67	Friday	['byerneš]
14.68	Saturday	['sabaro]
14.71	month	'iwa ~ 'iw̃a
14.73	year	yomo'dʸeʔ
14.74	winter	hetis-'dʸe
14.75	spring	c̷œɲe-'dʸeʔ
14.76	summer	aɲe'dʸe
14.77	autumn	yakčœ'ti 'c̷œɲi
14.78	season	tœpu'yẽ yomo'dʸe
15.21	smell (vb intrans)	hœʔ'seʔ
15.212	sniff	okʔtõi
15.22	smell (vb trans)	hœʔ'seʔ
15.25	fragrant, good smelling	hamihmis
15.26	stinking, bad smelling	at'čihčis
15.31	taste	hikon'kyeʔ
15.35	sweet	kaundyis
15.36	salty	he'sekis
15.37	bitter	bi'kœkis
15.38	acid, sour	pašsi
15.39	brackish	
15.41	hear	tči'kaksi
15.42	listen	c̷ewa'ki
15.44	sound, noise	ma'ʔi
15.45	loud	mædʸe tomʔsi
15.46	quiet, silence	tču-'tčui
15.51	see	ka'be
15.52	look, look at	ka'be-te
15.55	show	hi ka'be
15.56	shine	tču'ɲem-ki; tču'ɲem-si
15.57	bright	tču'ɲem-ki; tču'ɲem-si
15.61	color	[ko'ror]
15.62	light (in color)	'mai
15.63	dark (in color)	tox-'mai
15.64	white	haiʔ'batč; haiʔ'bas
15.65	black	c̷in'katč; c̷in'kas
15.66	red	heih'natč; heih'nas
15.67	blue	'nyuš-nyos
15.68	green	šan-'dʸes
15.69	yellow	kutči-'kutči-'dʸes
15.71	touch	tœ'heʔ
15.712	pinch	doo'c̷eʔ
15.72	feel	yihyiʔ
15.74	hard	yæ'ka
15.75	soft	pi'c̷œki; pi'c̷œi
15.76	rough	šek'tač; šek'tæs
15.77	smooth	'tanes
15.78	sharp	mo'taksi
15.79	blunt, dull	mœ'nes
15.81	heavy	hauh'ki
15.82	light (in weight)	'hifris
15.83	wet, damp	saʔ'mai; sa'ma
15.84	dry	'čaɲe ~ 'c̷œɲe
15.85	hot	ha'pak
15.851	warm	tčin
15.86	cold	he'tis
15.87	clean	
15.88	dirty, soiled	aʔ'tči
15.89	wrinkled	haʔ'poi
16.11	soul, spirit	c̷aa'si
16.15	surprised, astonished	se'ʔyi
16.18	good fortune, luck	bihu'dʸe
16.19	misfortune, bad luck	ham hemdsi bihu'dʸe
16.23	joyful, glad, happy	maʔho'dʸe
16.25	laugh	dʸi'si
16.251	smile	
16.26	play	'mahmai
16.27	love	mahiti'dʸe
16.29	kiss	pœʔ'sœ
16.3	embrace	nokeiʔ'heʔ
16.31	pain	areʔe'rei
16.32	grief, sorrow, sadness	tare-'dʸe
16.33	anxiety, worry	
16.34	regret, be sorry	
16.35	pity	
16.37	cry, weep	'tari
16.38	tear (noun)	'tari-s mœ̃
16.39	groan	
16.41	hate	
16.42	anger	fwa'koi; fwa'kui
16.44	envy, jealousy	maheče'te
16.45	shame (noun)	ninak'dʸe
16.48	proud	
16.51	dare	'yiki
16.52	brave	ču'čuksa
16.53	fear, fright	'noiye-dʸeʔ
16.54	danger	c̷æ'kiʔ
16.62	desire, want	'maʔhe
16.622	choose	yim'kyem
16.63	hope	bisak-dʸeʔ
16.65	faithful	'rõih
16.66	true	rõih'c̷is
16.67	lie, tell lies	we'ñei ~ weɲ'yei
16.68	deceit	weɲei-dʸeʔ
16.69	forgive	himu'ɲeʔ
16.71	good	'hem; hemd'si
16.72	bad	ham 'hemdsi (f.)
16.73	right, correct	'kœc̷is (f.)
16.74	wrong	ham 'kœc̷is
16.76	fault	
16.77	mistake, error	ham 'kœc̷is
16.78	blame	too-'dʸe
16.79	praise	mahokye'te
16.81	beautiful	'hemtki; 'hemdsi
16.82	ugly	ham 'hemtki
16.83	greedy	kuɲi-kuɲi-'he
16.84	clever	yihye'ye-'tum
17.11	mind	yihye'yeʔ
17.13	think (= reflect)	'yihyi
17.14	think (= be of the opinion)	
17.15	believe	anik'heʔ
17.16	understand	tči'keʔ
17.17	know	tči'yæ
17.171	guess	
17.172	imitate	hi'yeʔ
17.18	seem	wahomei-'dʸe
17.19	idea, notion	yihye'yeʔ
17.21	wise	yihye'yeʔ 'tumki (m.)
17.22	foolish, stupid	i'c̷ik yihye'yeʔ
17.23	insane, crazy	šapwitki (m.)
17.24	learn	hi'čœyiti
17.242	study	hi'čœyiti
17.25	teach	hĩči'yãksi
17.26	pupil	hĩčœititč (m.)
17.27	teacher	hĩčiyaksitč
17.28	school	[iš'kwera]
17.31	remember	yihye'baɲ
17.32	forget	'ɲakin tu'baɲ
17.34	clear, plain	
17.35	obscure	
17.36	secret	ham ha'ra 'tdam 'hetem
17.37	sure, certain	o'rõĩsis
17.38	explain	hĩkõh'tak
17.41	intention, purpose	
17.42	cause	
17.43	doubt	'yihyi
17.44	suspect	'yihyi
17.441	betray	
17.45	need, necessity	hemon'tæ
17.46	easy	ham-ka'ri
17.47	difficult	ka'ri
17.48	try, attempt	hĩkõ'tak
17.49	way, manner	
17.51	and	hũdʸe'yaʔ
17.52	because	ka'kaiɲ
17.53	if	hwih'ya
17.54	or	hu'dak
17.55	yes, affirmative	'huhu; 'me
17.56	no, negative	'ham
17.61	how?	'hoiɲka
17.62	how many?	hu'ɲuksi
17.63	how much?	hu'ɲuksi
17.64	what?	ha'tahyĩka
17.65	when?	hund'siʔ
17.66	where?	ha'naʔ
17.67	which?	huʔɲis
17.68	who?	tki'ka
17.69	why?	'hoiɲka
18.11	voice	'mædʸe
18.12	sing	hi'maki
18.13	shout, cry out	œh'yi
18.15	whisper	čabana'ki
18.16	mumble	
18.17	whistle	'fwihyi
18.18	shriek, screech	wi'rišyi
18.19	howl	
18.21	speak, talk	pe'yaki
18.211	stutter, stammer	yakču'ti pe'yaki
18.22	say	he'yaki
18.221	tell story	yih'tœk ce'baɲ
18.222	speech (make a)	hičikeyak'si
18.23	silent (be)	tču-tču-ih
18.24	language	peyak-'dʸe
18.26	word	peyak-'dʸe
18.28	name	tic̷; tih
18.31	ask (question, inquire)	kodak-'dʸe
18.32	answer	hĩči'kakiʔ
18.33	admit, confess	hĩči'kakiʔ
18.34	deny	
18.35	ask, request	ku'daki
18.36	promise	he'ye
18.37	refuse	
18.38	forbid	c̷æ'ki
18.39	rebuke, scold	peih'wate
18.41	call (=summon)	faintæʔ
18.42	call (=name)	
18.43	announce	
18.44	threaten	'čõhwa'ki
18.45	boast	
18.51	write	sana'ki
18.52	read	peya'ki [pa'per] če
18.56	paper	[pa'per]
18.57	pen	[rapi'sero]
18.61	book	['riwro]
18.67	poet	
18.71	flute	buɲe-'dʸeʔ
18.72	drum	rikah-ri'ka
18.73	horn, trumpet	[kor'neta]
18.74	rattle	[ma'traka]
19.11	country	'bædʸe
19.12	one's native country	
19.15	city, town	bæye'dʸeʔ
19.16	village	bæye'dʸeʔ
19.17	boundary	
19.21	people (populace)	bæye-'dʸeʔ
19.23	tribe, clan	nyu'ru; nyœr
19.24	chief, chieftain	['hefe]
19.25	staff, walking stick	mœ'tču-dʸe
19.31	rule, govern	ayobu'yi
19.32	king, ruler	[ayi'o]
19.33	queen	--
19.36	noble, nobleman	--
19.37	citizen, subject	
19.41	master	kõici
19.42	slave	œ'ɲikč
19.43	servant	
19.44	freeman	
19.45	command, order	hœ'tak
19.46	obey	či'kaksi (m.)
19.47	let, permit	
19.51	friend, companion	penʔ'dʸe
19.52	enemy	fwa'kitč (m.)
19.54	neighbor	[be'sino]
19.55	stranger	ham činye'te
19.56	guest	
19.57	host	
19.58	help, aid	'nyœčiti'ka
19.59	hinder, prevent	ham hœ̃t'kye
19.61	custom	yih'dʸeʔ
19.62	strife, quarrel	čiti'ka
19.63	conspiracy, plot	
19.65	meet	tæhiti'ka
19.72	prostitute	šapwi'si
20.11	fight (vb)	ye'woti
20.13	war, battle	tuhni'tiʔin
20.14	peace	'tas tuhni'tiʔin
20.15	army	--
20.17	soldier	[son'daro]
20.21	weapons, arms	[fo'sir] mœ'ʔin
20.22	club	we'kitč
20.222	battle-ax	pa'kidʸeʔ
20.23	sling	tču'yuh
20.24	bow	kwin'dʸeʔ
20.25	arrow	ih'meʔ
20.26	spear	['ransa]
20.27	sword	--
20.28	gun, cannon	--
20.31	armor (defensive)	
20.33	helmet	
20.34	shield	
20.35	fortress	
20.36	tower	
20.41	victory	[gana'i]
20.42	defeat	mu'ɲi; pe'ɲi
20.43	attack	
20.44	defend	hiyækak'si
20.45	retreat	kaʔ'hoi
20.46	surrender	
20.47	captive, prisoner	taphẽ'ha
20.471	guard, sentinel	
20.48	booty, spoils	--
20.49	ambush	'hœmitčye'haʔ
20.51	fisherman	tam'bitč
20.52	fishhook	yo'biʔ
20.53	fishing line	['rinya]
20.54	fishnet	sa'hiʔ
20.55	fish trap	sa'hiʔ
20.56	bait	'hok
20.61	hunt	dæ'ræi
20.62	shoot	'tohyi
20.63	miss (target)	'nyoi'he
20.64	trap (noun)	[ta'rampa]
20.65	trap (vb)	
21.11	law	
21.15	court	--
21.16	judge (vb)	
21.17	judgment	
21.18	judge (noun)	--
21.21	plaintiff	--
21.22	defendant	--
21.23	witness	
21.24	swear	
21.25	oath	--
21.31	accuse	hičike'yaksi
21.32	condemn	
21.33	convict (vb)	
21.34	acquit	--
21.35	guilty	tooh'yi
21.36	innocent	
21.37	penalty, punishment	[kah'tigo]
21.38	fine	['morta]
21.39	prison, jail	
21.42	murder	œ'hak
21.43	adultery	wo'woih
21.44	rape	
21.46	arson	
21.47	perjury	weɲ'yei
21.51	steal	ši'ʔai
21.52	thief	šiši'atč (m.)
22.11	religion	
22.12	God	'hen
22.13	temple, church	[e'gresya] ~ [e'resya]
22.14	altar	
22.15	sacrifice, offering	gimak'dʸeʔ
22.16	worship	ku'daki
22.17	pray	[e'reso]
22.18	priest	
22.19	holy, sacred	['santo]
22.22	preach	ku'daki
22.23	bless	yœki'siʔ
22.24	curse	atčis peyak'dʸeʔ
22.26	fast (vb)	nyeye'tče
22.31	heaven	ma'yedʸeʔ ~ maye'dʸeʔ
22.32	hell	'c̷i ~ 'c̷ih
22.35	demon (evil spirit)	so'yo
22.37	idol	hemtak'dʸeʔ
22.42	magic, witchcraft, sorcery	farahtak'dʸeʔ
22.43	sorcerer, witch	farahtak'siʔ
22.44	fairy, elf	
22.45	ghost, phantom	
22.47	omen, portent	hičika'ki
