entry_id	trans_english	Selkup_Phonemic
10.84	raft	pɨlɨ
10.85	oar	lapɨ
10.851	paddle (noun)	lapɨ
10.852	row (vb)	tuḳo
10.86	rudder	- -
10.87	mast	- -
10.88	sail (noun)	- -
10.89	anchor	yakor̃ʸ
10.91	harbor, port	- -
10.92	land (vb)	ḳanɨktɨ matḳačʸɨḳo
11.11	have	ɛḳo
11.12	own, possess	ɛḳo
11.13	take	iḳo
11.14	seize, grasp	or̃aḳo
11.15	hold	or̃ḳɨlpɨḳo
11.16	get, obtain	iḳo
11.17	keep, retain	or̃ḳɨlpɨḳo
11.18	thing	utak; tetamɨ
11.21	give	miḳo
11.22	give back	ḳotta miḳo
11.24	preserve, look after	mɛr̃ɨḳo
11.25	save, rescue	nennæ iḳo
11.27	destroy	panalḳo; topanalḳo; tayaltɨḳo
11.28	harm, injure, damage	ḳošʸɨk meḳo
11.31	seek, look for	peḳo
11.32	find	ḳoḳo
11.33	lose	ür̃tɨḳo
11.34	release, let go	ütɨḳo
11.43	money	ḳomtæ
11.44	coin	kəsɨlʸ ḳomtæ
11.51	rich	tɛttalʸ
11.52	poor	ɨpkɨlɨmpɨtɨlʸ; sɨḳɨlalʸ
11.53	beggar	ḳomtækɨtɨlʸ; ḳošʸtɨlʸ
11.54	avaricious, stingy	tar̃alʸ; panʸčʸɨnɨlʸ
11.61	lend	mintɨr̃ḳo
11.62	borrow	itɨr̃ḳo
11.63	owe	ḳolʸčʸan ɛḳo
11.64	debt	ḳolʸčʸa
11.65	pay (vb)	mir̃tɨḳo
11.66	account, reckoning	toḳɨltɨpsa
11.69	tax, tribute	- -
11.77	hire	lɛntɨḳo
11.78	wages	ləni
11.79	earn	učʸɨḳo ḳomtæt čʸɔtɨ
11.81	buy	təmɨko
11.82	sell	mir̃ɨŋḳo
11.83	trade, barter	təmtɨḳo
11.84	merchant	təmḳup
11.85	market (place)	- -
11.86	store, shop	lopkɨ
11.87	price	mir̃
11.88	dear (costly, expensive)	mir̃sɨmɨlʸ
11.89	cheap	ḳeptɨmɨlʸ
11.91	share (distribute)	mɔlɨiḳo; miḳɨlḳo
11.92	weigh	wessaŋḳo
12.1	after	pun
12.11	behind	tɔḳɨn; čʸipɔḳɨn; moḳɨnæn
12.2	beside	ḳöḳɨn
12.3	down, below	ɩllæ
12.4	before	ukon
12.41	front	ukon
12.5	inside, in	šʸünʸčʸoḳɨt
12.6	outside	ponæ
12.7	under	ɨlḳɨn
12.8	up, above	pɔr̃oḳɨn
12.11	place	təttɨ; koptɨ
12.12	put	pinḳo
12.13	sit	ɔmtɨḳo
12.14	lie down	ippɨḳo
12.15	stand	nɨŋkɨḳo
12.16	remain, stay	ḳalɨḳo
12.17	remains, left overs	ḳalɨpɨlʸ
12.21	collect, gather	taḳḳɨlḳo
12.212	pick up	ɩnnæ iḳo
12.213	pile up	teltɨḳo
12.22	join, unite	næntɨ tokaltɨḳo
12.23	separate	toiḳo
12.232	divide	miḳɨlḳo
12.24	open	nüḳo
12.25	shut, close	taḳɨtɨḳo
12.26	cover	tamtɨlḳo
12.27	hide, conceal	ɛttɨḳo
12.31	high	pir̃ḳɨ
12.32	low	ḳɔptɨlʸ
12.33	top	pɔr̃ɨ
12.34	bottom	ɨlɨ
12.35	end	čʸipɨ; tur̃iy; pontar̃
12.352	pointed	ɔŋsɨmɨlʸ; minɨtɨlʸ
12.353	edge	ɔŋtɨ
12.36	side	ḳö; pelæk
12.37	middle, center	čʸontoḳɨlʸ
12.41	right (side)	tɔtɨlʸ; tɔtɨk
12.42	left (side)	kɛtɨkælʸ
12.43	near (adv)	tɛtɨčʸaŋ
12.44	far (adv)	kuntaḳɨn
12.45	east	pülʸ pelæk
12.46	west	čʸelɨntɨ patɨr̃mo; sæḳḳɨlʸ təttɨ
12.47	north	takkɨlʸ təttɨ; takkɨlʸ pelæk; takkɨ
12.48	south	nennælʸ təttɨ; nennælʸ pelæktɨ; nennæ
12.53	grow	sočʸɨḳo; mɛr̃ḳɨ ɛsɨḳo
12.54	measure	mɔntɨḳo
12.541	span, fathom	tɩ
12.55	large, big	mɛr̃ḳɨ
12.56	small, little	kɨpa
12.57	long	čʸumpɨlʸ
12.58	tall	pir̃ḳɨlʸ
12.59	short	ḳɔmɨčʸalʸ
12.61	wide, broad	tɔntɨlʸ
12.62	narrow	čʸɛsɨlʸ
12.63	thick (in dimension)	nʸaŋtɨlʸ
12.65	thin (in dimension)	čʸoptɨlʸ
12.67	deep	ḳor̃æ; ḳor̃æ ɛtɨlʸ
12.68	shallow	kɨpɛmɨya; ašʸšʸa ḳor̃æ
12.71	flat	nur̃ḳɨlʸ
12.73	straight	nur̃ḳɨlʸ
12.74	crooked	lʸaḳḳɨlʸ
12.75	hook	kotɨ; ɨtḳɨ
12.76	corner	šʸæŋæ
12.77	cross	pir̃nʸa
12.78	square	- -
12.81	round	kolʸalʸ
12.82	circle	kolʸa
12.83	sphere, ball	puŋḳolʸa
12.84	line	kor̃ælʸta
12.85	hole	mü
12.92	like, similar	pütɨntɨlʸ
12.93	change	mɔlɨḳo
13.0	zero, nothing	nolʸ; čʸæŋkɨptælʸ ɔnɨltɨ
13.1	one	ukkɨr̃
13.2	two	šʸittɨ
13.3	three	nɔkɨr̃
13.4	four	tɛttɨ
13.5	five	sompɨla
13.6	six	muktɨt
13.7	seven	selʸčʸɨ
13.8	eight	šʸittɨ čʸæŋkɨtɨlʸ köt
13.9	nine	ukkɨr̃ čʸæŋkɨtɨlʸ köt
13.10	ten	köt
13.101	eleven	ukkɨr̃ kəlʸ köt
13.102	twelve	šʸittɨ kəlʸ köt
13.103	fifteen	sompɨla kəlʸ köt
13.104	twenty	šʸittɨsar̃
13.105	hundred	ton
13.106	thousand	köt ton
13.107	count	toḳɨltɨḳo
13.14	every, all	istamɨy; isay; muntɨk
13.15	much, many	kočʸčʸɨ
13.16	more	pušʸšʸæ
13.17	little (quantity), few	ḳɔnak
13.18	enough	nɔtsepɨ; sepɨk
13.181	some	kɨpɛka
13.19	multitude, crowd	ḳumɨlʸmɨ
13.21	full	tɩr̃ɨtɨpɨlʸ; mukɨltɩr̃ɨlʸ
13.22	empty	šʸünʸčʸɨpɨlʸ
13.23	part, piece	pelæk
13.24	half	pelæk
13.33	alone, only	laka
13.34	first	ukolʸ; posukolʸ
13.35	last	čʸipɨnɨlʸ
13.36	second	šʸittɨmtælɨlʸ; šʸittælɨlʸ
13.37	pair	šʸittæḳɩ
13.38	two times	šʸittɨmtæl; šʸittæl
13.42	third	nɔkɨr̃ɨmtælɨlʸ; nɔkɨr̃tælɨlʸ
13.44	three times	nɔkɨr̃ɨmtæl; nɔkɨr̃tæl
14.11	time	- -
14.12	age	- -
14.13	new	šʸentɨ
14.14	young	ilʸmatɨlʸ
14.15	old	mentælʸ
14.16	early	ḳar̃ɨn
14.17	late	ütɨn; pin
14.18	now	tɩ; ɛmpæ
14.19	immediately	pullæ
14.21	swift, fast, quick	kɛnpɨtɨlʸ; čʸatkɨsɨmɨlʸ
14.22	slow	čʸontɨkɨtɨlʸ
14.23	hasten, hurry	čʸækaptɨḳo
14.24	retard, delay	ašʸšʸa čʸækaptɨḳo
14.25	begin, beginning	ukɨtaltɨḳo; olɨmḳo
14.252	last, endure	- -
14.26	end (temporal)	čʸipɨ
14.27	finish	tur̃tɨḳo; šʸünʸčʸɨptɨḳo
14.28	cease, stop	ḳɨḳɨlḳa
14.29	ready	olampɨlʸ
14.31	always	meltɨ
14.32	often	pelæk
14.33	sometimes	kolɨk
14.331	soon	ɛmpæ; čʸɛŋ
14.332	long-time (for a)	ḳuntɨ
14.34	never	kušʸšʸan ašʸšʸa
14.35	again	očʸɨk; očʸɨšʸak
14.41	day	čʸelɨ
14.42	night	pin; lɨpɨḳɨn
14.43	dawn	ḳar̃ɨlʸ kɛntɨ
14.44	morning	ḳar̃ɨ
14.45	noon, midday	čʸelɨt čʸɔntɨ
14.451	afternoon	- -
14.46	evening	ütɨn
14.47	today	tap čʸelɨ
14.48	tomorrow	tælɨ
14.481	day-after-tomorrow	nattoy čʸelɨ
14.49	yesterday	tælʸ čʸelɨ
14.491	day-before-yesterday	ukolʸ čʸelɨ
14.51	hour	čʸas
14.53	clock, timepiece	čʸassa
14.61	week	selʸčʸɨ čʸelɨ; nedelʸa
14.62	Sunday	selʸčʸɨmtælɨlʸ čʸelɨ nedelʸaḳɨn
14.63	Monday	posukokɨlʸ čʸelɨ nedelʸaḳɨn
14.64	Tuesday	šʸittɨmtælɨlʸ čʸelɨ nedelʸaḳɨn
14.65	Wednesday	nɔkɨr̃ɨmtælɨlʸ čʸelɨ nedelʸaḳɨn
14.66	Thursday	tɛttɨmtælɨlʸ čʸelɨ nedelʸaḳɨn
14.67	Friday	sompɨlamtælɨlʸ čʸelɨ nedelʸaḳɨn
14.68	Saturday	muktɨntælɨlʸ čʸelɨ nedelʸaḳɨn
14.71	month	ir̃atɨ
14.73	year	po
14.74	winter	kə
14.75	spring	üttɨ
14.76	summer	taŋɨ
14.77	autumn	ar̃a
14.78	season	- -
15.21	smell (vb intrans)	aptalḳo
15.212	sniff	tɩnalḳo
15.22	smell (vb trans)	aptɨr̃ḳo
15.25	fragrant, good smelling	soma aptɨlʸ
15.26	stinking, bad smelling	ḳošʸtɨlʸ aptɨlʸ
15.31	taste	- -
15.35	sweet	nʸunitɨlʸ
15.36	salty	šʸæḳɨlʸ
15.37	bitter	par̃r̃ɨnnilʸ
15.38	acid, sour	par̃r̃ɨnnilʸ
15.39	brackish	šʸæḳɨlɔḳɨlʸ
15.41	hear	üŋtɨḳo
15.42	listen	üŋkɨltɨḳo
15.44	sound, noise	čʸar̃ɨ; sümɨ
15.45	loud	čʸar̃ɨsɨmɨlʸ
15.46	quiet, silence	sümɨkɔlɨŋ ɛŋa
15.51	see	ḳontɨr̃ḳo
15.52	look, look at	mannɨmpɨḳo
15.55	show	atɨltɨḳo
15.56	shine	ḳɛtɨmpɨḳo
15.57	bright	čʸelɨŋpɨtɨlʸ
15.61	color	- -
15.62	light (in color)	ḳalʸmɨlʸ
15.63	dark (in color)	lɨpɨḳɨlʸ
15.64	white	sər̃ɨ
15.65	black	šʸæḳɨ
15.66	red	nʸar̃ḳɨ
15.67	blue	nor̃ælʸ
15.68	green	patɨlʸ
15.69	yellow	patɨlʸ
15.71	touch	ḳatɨḳo
15.712	pinch	niŋkɨlḳo
15.72	feel	ḳatɨḳo
15.74	hard	talɨḳɨlʸ
15.75	soft	nʸamɨḳɨlʸ
15.76	rough	- -
15.77	smooth	nur̃ḳɨlʸ
15.78	sharp	ɔŋsɨmɨlʸ; minɨtɨlʸ
15.79	blunt, dull	ɔŋkɨtɨlʸ
15.81	heavy	sɛttɨmɨlʸ
15.82	light (in weight)	šʸepɨlʸ
15.83	wet, damp	nišʸḳɨmɔtpɨlʸ; čʸentalʸ
15.84	dry	tɛkɨpɨlʸ
15.85	hot	pötpɨlʸ
15.851	warm	pötpɨlʸ; lɨsɨḳɛŋ ɛŋa
15.86	cold	ḳoŋḳɨlʸ
15.87	clean	tɛšʸaŋpɨlʸ
15.88	dirty, soiled	tamɨlʸ
15.89	wrinkled	tar̃sɨr̃ɨmpɨtɨlʸ
16.11	soul, spirit	ilsan
16.15	surprised, astonished	aḳlɨmɔttɨlʸ
16.18	good fortune, luck	kɨ
16.19	misfortune, bad luck	tor̃æ
16.23	joyful, glad, happy	ɔntalpɨtɨlʸ
16.25	laugh	pisɨšʸḳo
16.251	smile	pisaltɨmpɨḳo
16.26	play	sɔntɨr̃ḳo
16.27	love	kɨkɨḳo
16.29	kiss	nitɨḳo
16.3	embrace	ḳɔmalḳo
16.31	pain	čʸüma
16.32	grief, sorrow, sadness	kekkɨ
16.33	anxiety, worry	ɛsa
16.34	regret, be sorry	sɨḳɨlʸaiŋḳo
16.35	pity	- -
16.37	cry, weep	čʸur̃ɨḳo
16.38	tear (noun)	sayɨn üt
16.39	groan	nir̃ɨḳo
16.41	hate	ḳümɨḳo
16.42	anger	nenʸa
16.44	envy, jealousy	ḳɔčʸɨptæ
16.45	shame (noun)	šʸor̃ɨ
16.48	proud	- -
16.51	dare	- -
16.52	brave	or̃ɨpɨlʸ; ɛnɨkunʸčʸɨtɨlʸ
16.53	fear, fright	ɛnta; ɛnɨptæ
16.54	danger	ɛntapoḳɨ; ɛnɨḳo
16.62	desire, want	ɛsɨlta
16.622	choose	wɨbor̃aiŋḳo
16.63	hope	- -
16.65	faithful	ür̃omɨntɨ; tɔtɨk
16.66	true	ɔnšʸünʸčʸɨk
16.67	lie, tell lies	molmɨttɨḳo
16.68	deceit	molmɨ
16.69	forgive	ɛmɨltɨḳo
16.71	good	soma
16.72	bad	ḳošʸtɨlʸ
16.73	right, correct	ür̃omɨntɨlʸ
16.74	wrong	molmɨlʸ
16.76	fault	ür̃ɨ
16.77	mistake, error	ür̃kɨptæ
16.78	blame	totɨptæ
16.79	praise	somar̃sɨptæ
16.81	beautiful	kur̃assɨmɨlʸ
16.82	ugly	ašʸšʸa kur̃assɨmɨlʸ
16.83	greedy	panʸčʸɨpɨlʸ
16.84	clever	tənɨsɨmɨlʸ
17.11	mind	tənɨ
17.13	think (= reflect)	tənɨr̃pɨḳo
17.14	think (= be of the opinion)	tənɨr̃pɨḳo
17.15	believe	ɛtɨŋḳo
17.16	understand	tənɨmɨḳo
17.17	know	tənɨmɨḳo
17.171	guess	tənɨr̃pɨḳo
17.172	imitate	- -
17.18	seem	- -
17.19	idea, notion	tənɨ
17.21	wise	tənɨsɨmɨlʸ; mutɨr̃ʸonɨlʸ; ḳətɨsɨmɨlʸ
17.22	foolish, stupid	tənɨkɨtɨlʸ; mɔmaka
17.23	insane, crazy	olɨkɨtɨlʸ
17.24	learn	učʸɨttɨḳo
17.242	study	učʸɨŋḳo; tantaltɨḳo
17.25	teach	učʸɨŋḳo; tantaltɨḳo
17.26	pupil	učʸɨttɨlʸ iya
17.27	teacher	učʸɨčʸɨlɨlʸ ima
17.28	school	škola
17.31	remember	tənaptɨḳo
17.32	forget	ɛmɨltɨḳo; ɛmɨltɨḳɔlamḳo
17.34	clear, plain	tənɨmɨla
17.35	obscure	əšʸšʸa tənɨmɨla
17.36	secret	tɔmɨlʸ
17.37	sure, certain	anɨlʸ
17.38	explain	atɨltɨḳo
17.41	intention, purpose	ɛsɨmpa
17.42	cause	ür̃ɨ
17.43	doubt	- -
17.44	suspect	ḳompɨḳo
17.441	betray	- -
17.45	need, necessity	nɔtna
17.46	easy	šʸepɨlʸ; olɨk
17.47	difficult	sɛttɨmetɨlʸ
17.48	try, attempt	saŋaḳo
17.49	way, manner	- -
17.51	and	ay
17.52	because	mitɨ
17.53	if	ḳatamol; ḳata; čʸɔlsæ
17.54	or	ḳay
17.55	yes, affirmative	nɩlʸčʸɨk; nɩlʸčʸɨlʸ
17.56	no, negative	čʸæŋka; ašʸšʸa; ašʸ; ɨkɨ; čʸæ; ni
17.61	how?	kuttar̃; ḳæntɨk
17.62	how many?	kušʸšʸak; kušʸšʸalʸ
17.63	how much?	kušʸšʸak; kušʸšʸalʸ
17.64	what?	ḳay
17.65	when?	kušʸšʸaḳɨn
17.66	where?	kun; kučʸčʸæ; ku
17.67	which?	ḳayɨlʸ
17.68	who?	kutɨ; kutɨka
17.69	why?	ḳa
18.11	voice	čʸar̃ɨ; sümɨ
18.12	sing	sumpɨḳo; kolʸmɨttɨḳo
18.13	shout, cry out	laŋkɨšʸḳo; laŋkalʸḳo
18.15	whisper	sʸapsɨmpɨḳo
18.16	mumble	kekkɨsa mulaltɨḳo
18.17	whistle	kükɨmpɨḳo; kükɨr̃ḳo
18.18	shriek, screech	čʸar̃ɨsæ laŋkɨšʸḳo
18.19	howl	lulɨmpɨḳo
18.21	speak, talk	mulaltɨḳo; kɛtɨḳo
18.211	stutter, stammer	mumɨlɨmpɨḳo
18.22	say	koŋɨmpɨḳo
18.221	tell story	koŋaltɨḳo
18.222	speech (make a)	kɛtɨḳo
18.23	silent (be)	taŋaltɨmpɨḳo
18.24	language	ətɨ
18.26	word	ətɨ
18.28	name	nɩm
18.31	ask (question, inquire)	soḳɨnʸčʸɨḳo
18.32	answer	kɛtɨḳo
18.33	admit, confess	- -
18.34	deny	- -
18.35	ask, request	mɔtɨr̃ḳo; čʸɨtɨḳo
18.36	promise	čʸaptɨḳo
18.37	refuse	- -
18.38	forbid	- -
18.39	rebuke, scold	- -
18.41	call (=summon)	ḳɛr̃ɨḳo
18.42	call (=name)	nɩmtɨḳo
18.43	announce	- -
18.44	threaten	- -
18.45	boast	somar̃sɨmpɨḳo
18.51	write	nɛkɨr̃ḳo
18.52	read	toḳɨltɨḳo
18.56	paper	nɛkɨr̃
18.57	pen	- -
18.61	book	toḳɨltɨpsɔtɨlʸ nɛkɨr̃
18.67	poet	- -
18.71	flute	- -
18.72	drum	nuŋa
18.73	horn, trumpet	tur̃pa
18.74	rattle	kuŋɨr̃a; mumlalʸ kəsɨlʸa; mumlalʸ kəsɨllaka
19.11	country	ḳadar̃; pontar̃; təttɨ
19.12	one's native country	r̃odina
19.15	city, town	ḳəttɨ
19.16	village	šʸimalʸa; mɔtɨlʸmɨ
19.17	boundary	- -
19.21	people (populace)	tamtɨr̃
19.23	tribe, clan	tamtɨr̃
19.24	chief, chieftain	ḳok
19.25	staff, walking stick	tür̃ɨ
19.31	rule, govern	ḳoḳɨlpɨḳo
19.32	king, ruler	ɔmtɨlʸ ḳok
19.33	queen	- -
19.36	noble, nobleman	- -
19.37	citizen, subject	- -
19.41	master	- -
19.42	slave	- -
19.43	servant	- -
19.44	freeman	- -
19.45	command, order	ḳur̃altɨmpɨḳo; ḳur̃altɨḳo
19.46	obey	üŋkɨltɨmpɨḳo
19.47	let, permit	tomḳo
19.51	friend, companion	lʸaḳḳa
19.52	enemy	molmɨsɨmɨlʸ ḳup
19.54	neighbor	ḳöḳɨn ilɨntɨy ḳup
19.55	stranger	mɛnɨlʸ ~ wɛnɨlʸ
19.56	guest	- -
19.57	host	nʸušʸɨ
19.58	help, aid	peltɨḳo
19.59	hinder, prevent	taḳɨtɨmpɨḳo
19.61	custom	šʸer̃tɨ
19.62	strife, quarrel	antɨptæ
19.63	conspiracy, plot	- -
19.65	meet	čʸetɨḳo
19.72	prostitute	ḳolma
20.11	fight (vb)	müttɨḳo; ḳəttɨḳo
20.13	war, battle	mütɨ
20.14	peace	mir̃
20.15	army	ar̃miya; müttɨntɨlʸ ḳumɨlʸmɨ
20.17	soldier	soldat; müttɨntɨlʸ ḳum
20.21	weapons, arms	pušʸkan
20.22	club	- -
20.222	battle-ax	- -
20.23	sling	- -
20.24	bow	ɨntɨ
20.25	arrow	koma; tɨšʸšʸa
20.26	spear	taḳa
20.27	sword	- -
20.28	gun, cannon	pušʸkan
20.31	armor (defensive)	- -
20.33	helmet	- -
20.34	shield	- -
20.35	fortress	- -
20.36	tower	- -
20.41	victory	- -
20.42	defeat	- -
20.43	attack	- -
20.44	defend	ɔttɨḳo
20.45	retreat	- -
20.46	surrender	- -
20.47	captive, prisoner	- -
20.471	guard, sentinel	tor̃ɨšʸ
20.48	booty, spoils	- -
20.49	ambush	- -
20.51	fisherman	ḳəlɨčʸčʸɨlʸ ḳum
20.52	fishhook	nup
20.53	fishing line	- -
20.54	fishnet	poḳḳɨ
20.55	fish trap	- -
20.56	bait	tüt
20.61	hunt	sur̃ɨšʸḳo
20.62	shoot	čʸüntɨḳo; čʸattɨḳo
20.63	miss (target)	nʸunir̃ɨḳo
20.64	trap (noun)	čʸaŋkɨ
20.65	trap (vb)	čʸaŋkɨtɨḳo
21.11	law	ür̃ɨ
21.15	court	- -
21.16	judge (vb)	- -
21.17	judgment	- -
21.18	judge (noun)	- -
21.21	plaintiff	- -
21.22	defendant	- -
21.23	witness	- -
21.24	swear	- -
21.25	oath	- -
21.31	accuse	- -
21.32	condemn	- -
21.33	convict (vb)	- -
21.34	acquit	- -
21.35	guilty	- -
21.36	innocent	kuŋɛtɨlʸ
21.37	penalty, punishment	- -
21.38	fine	- -
21.39	prison, jail	wastr̃ok
21.42	murder	ḳəttæ
21.43	adultery	- -
21.44	rape	- -
21.46	arson	- -
21.47	perjury	- -
21.51	steal	telɨḳo
21.52	thief	telɨtɨlʸ ḳum
22.11	religion	- -
22.12	God	nom
22.13	temple, church	nulʸ mɔt
22.14	altar	- -
22.15	sacrifice, offering	ḳossɨ
22.16	worship	- -
22.17	pray	nomtɨ omtɨttɨḳo
22.18	priest	pɔčʸka
22.19	holy, sacred	- -
22.22	preach	- -
22.23	bless	- -
22.24	curse	- -
22.26	fast (vb)	- -
22.31	heaven	nom
22.32	hell	- -
22.35	demon (evil spirit)	losɨ
22.37	idol	por̃ḳæ
22.42	magic, witchcraft, sorcery	- -
22.43	sorcerer, witch	- -
22.44	fairy, elf	- -
22.45	ghost, phantom	- -
22.47	omen, portent	- -
