entry_id	trans_english	Waorani_Phonemic
10.55	reach, arrive	(eye-pæ̃) põ
10.56	approach	obo põ
10.57	enter	gii
10.61	carry (bear)	bõgæ̃
10.612	carry-in-hand	dæ̃æ̃
10.613	carry-on-shoulder	õdõ-dãka-pæ̃ dæ̃æ̃
10.614	carry-on-head	æ̃-gõ kæ-ka-te dæ̃æ̃
10.615	carry-underarm	bĩde tĩ-dẽbæ̃-te go
10.62	bring	æ̃æ̃-te põ
10.63	send	da go-dõ
10.64	lead (vb)	ẽ-bĩyæ̃-te go
10.65	drive	ã-gã go
10.66	ride	bõgæ̃-te go
10.67	push, shove	da godõ
10.71	road	taa-dõ
10.72	path	taa-dõ
10.74	bridge	bæ̃ yido-te
10.75	carriage, wagon, cart	[awoto]
10.76	wheel	yato(bo)
10.77	axle	--
10.78	yoke	goti wi-bõka-ĩ-pa
10.81	ship	wi-po yæ̃dæ̃-po
10.83	boat	wi-po
10.831	canoe	wi-po
10.832	outrigger	--
10.84	raft	gãbẽ-wæ̃
10.85	oar	a-wæ̃-pa
10.851	paddle (noun)	a-wæ̃-pa
10.852	row (vb)	wiya kæ
10.86	rudder	--
10.87	mast	--
10.88	sail (noun)	--
10.89	anchor	--
10.91	harbor, port	wẽbõka-yõbõ
10.92	land (vb)	ti wæ̃æ̃
11.11	have	bã
11.12	own, possess	ẽa
11.13	take	æ̃æ̃
11.14	seize, grasp	bæi õgõ
11.15	hold	pææ bã
11.16	get, obtain	æ̃æ̃
11.17	keep, retain	bã
11.18	thing	kĩ-kobẽ-ke
11.21	give	põ-dõ
11.22	give back	go-dõ
11.24	preserve, look after	wææ aa
11.25	save, rescue	
11.27	destroy	wo ẽwẽ
11.28	harm, injure, damage	wẽdæ wẽdæ kæ
11.31	seek, look for	diki diki bĩ
11.32	find	diki bĩ-te a
11.33	lose	wẽ wodõ
11.34	release, let go	yẽ-po kæ
11.43	money	[tokode]-ta
11.44	coin	tigi-ta-bõ
11.51	rich	tækæ wodẽ
11.52	poor	dẽ õba-a-kã wæwẽ-gã
11.53	beggar	
11.54	avaricious, stingy	pææ gõ-po-kã
11.61	lend	wæætẽ æ̃æ̃-gĩ-ke go-dõ-gĩ
11.62	borrow	
11.63	owe	[debe] ĩ
11.64	debt	dã-dõ [debe] ĩ-dõ
11.65	pay (vb)	[pagã] kæ
11.66	account, reckoning	æ-po-dõ [debe] ĩ, ã-te
11.69	tax, tribute	awẽdẽ dã-dõ ã-ĩ-ta
11.77	hire	
11.78	wages	dã-di kæ-te æ̃æ̃-ĩ-ta
11.79	earn	dãgĩ kæ-te æ̃æ̃
11.81	buy	go-dõ-te æ̃æ̃
11.82	sell	go-dõ-te æ̃æ̃
11.83	trade, barter	go-dõ-te æ̃æ̃
11.84	merchant	dẽ go-dõ-te æ̃æ̃-gã
11.85	market (place)	dã-di go-dõ-te æ̃æ̃-ĩ-yõbõ
11.86	store, shop	go--dõ-te æ̃æ̃-ĩ-kõ
11.87	price	'æ-po-dõ ã-gã, ' ã-te
11.88	dear (costly, expensive)	dãgĩ go-dõ-te æ̃æ̃-gĩ
11.89	cheap	wædæ̃-ke
11.91	share (distribute)	æ̃-batæ̃ æ̃-batæ̃ godõ
11.92	weigh	
12.1	after	ĩĩkayæ̃
12.11	behind	ayæ̃
12.2	beside	gããdẽ
12.3	down, below	gæ-epo-dẽ
12.4	before	tãdo
12.41	front	kæ̃-ka-dẽ ĩdõ
12.5	inside, in	gi-bõga kæ̃-ka-dẽ
12.6	outside	yaabæ-ke
12.7	under	õdõyæ̃-dõ
12.8	up, above	æ̃-i-bæ
12.11	place	bãdĩ-yõbõ
12.12	put	kõõ kæ
12.13	sit	tæ̃æ̃ kõta
12.14	lie down	dãyi yõ-gæ̃
12.15	stand	gõõ kæ
12.16	remain, stay	ee õgõ
12.17	remains, left overs	ayæ̃ õgõ-koo
12.21	collect, gather	tĩ gæ
12.212	pick up	wæ̃æ̃-po-te æ̃æ̃
12.213	pile up	ka-bo tĩ gæ
12.22	join, unite	
12.23	separate	dãdẽdẽ dãdẽdẽ kõõ kæ
12.232	divide	pã kæ
12.24	open	wi æ̃de
12.25	shut, close	tee bõ-de
12.26	cover	be o-ka
12.27	hide, conceal	wẽ wo-dõ
12.31	high	æ̃i-bæ
12.32	low	okaa
12.33	top	wæ̃æ̃-dõ-bẽ-dæka
12.34	bottom	kæ̃-ka-dẽ
12.35	end	tõbãã (?)
12.352	pointed	wa-ẽ-ga
12.353	edge	gæ-wedeka
12.36	side	æ̃bæ
12.37	middle, center	tækæ gidẽ
12.41	right (side)	tõbẽ-bæ̃-ĩ-dõ
12.42	left (side)	dipæ̃-bæ̃-ĩ-dõ
12.43	near (adv)	eye-ke-ĩ
12.44	far (adv)	goo-bæ
12.45	east	dæ̃ke ta-bõ-dõ
12.46	west	dæ̃ke gii-dõ
12.47	north	be-ta-bõka
12.48	south	be-ta-bõka
12.53	grow	pæ
12.54	measure	tee bã
12.541	span, fathom	tipæ̃-bæ̃ gãka
12.55	large, big	yæ̃dæ̃
12.56	small, little	giyæ̃
12.57	long	doyæ̃
12.58	tall	doyæ̃
12.59	short	okaa
12.61	wide, broad	yæ̃dæ̃
12.62	narrow	giyæ̃
12.63	thick (in dimension)	yæ̃dæ̃
12.65	thin (in dimension)	giiyæ̃
12.67	deep	wãkabõ
12.68	shallow	õdæ-tabõ
12.71	flat	bibitapæ̃
12.73	straight	tõ
12.74	crooked	edekibæ̃
12.75	hook	
12.76	corner	õtebobõ
12.77	cross	yæ̃ke-dẽbæ̃
12.78	square	pæ̃do-ĩ
12.81	round	dadi õpo-ĩ
12.82	circle	pæ̃i-bo baĩ
12.83	sphere, ball	pæ̃i-bo
12.84	line	gægĩka-bẽ
12.85	hole	õtato
12.92	like, similar	baĩ ĩ-te
12.93	change	wa-dõ kæ
13.0	zero, nothing	dææ
13.1	one	ado-ke
13.2	two	bẽ-a
13.3	three	bẽ-a go ado-ke
13.4	four	bẽ-a go bẽ-a
13.5	five	õdõ-po æ̃bæ̃-po-ke
13.6	six	õdõ-po æ̃bæ̃-po-ke go ado-ke
13.7	seven	õdõ-po æ̃bæ̃-po-ke go bẽ-a
13.8	eight	õdõ-po æ̃bæ̃-po-ke go bẽ-a go ado-ke
13.9	nine	õdõ-po æ̃bæ̃-po-ke go bẽ-a go bẽ-a
13.10	ten	õdõ-po tipæ̃-po-ga
13.101	eleven	õdõ-po tipæ̃-po-ga go ado-ke
13.102	twelve	õdõ-po tipæ̃-po-ga go bẽ-a
13.103	fifteen	õdõ-po tipæ̃-po-ga go õdõ-po æ̃bæ̃-po-ke
13.104	twenty	õdõ-po tipæ̃-po-ga õdõ-wa tipæ̃-wa-a
13.105	hundred	[tiyæ̃to]
13.106	thousand	[bĩido]
13.107	count	'æ-po-dõ ĩ, ' ã-te tee bã-po
13.14	every, all	tõbã-dã-di
13.15	much, many	dãgĩ
13.16	more	go-dõ-bẽ-ke
13.17	little (quantity), few	wædæ̃-ke
13.18	enough	eye-pæ̃
13.181	some	pãka-a
13.19	multitude, crowd	dãgĩ ĩ-dã-di
13.21	full	eye-dẽ
13.22	empty	õbæ-ga
13.23	part, piece	pãka-a
13.24	half	tækæ
13.33	alone, only	ado-kã-ke
13.34	first	tãdo
13.35	last	tõbãã
13.36	second	ayæ̃
13.37	pair	dã-da ka-ya
13.38	two times	bẽ-po-ga
13.42	third	tækæ gidẽ õgõ
13.44	three times	bẽ-po-ga go ado-po-ke
14.11	time	'æ-yedẽ-dõ ĩ, ' ã-te
14.12	age	dã-dõ ẽ-ya-ga-ĩ
14.13	new	bĩĩ
14.14	young	wẽ-yæ̃
14.15	old	pikæ̃
14.16	early	tãdo (kæ-te)
14.17	late	wĩĩ eye-pæ̃ (kæ-te)
14.18	now	yõwo
14.19	immediately	doo
14.21	swift, fast, quick	kĩgæ̃
14.22	slow	wææ̃yeĩ
14.23	hasten, hurry	kĩgæ̃ kæ
14.24	retard, delay	wĩĩ kĩgæ̃ kæ
14.25	begin, beginning	tækæ kæ
14.252	last, endure	wãtæ-piyæ̃ õgõ
14.26	end (temporal)	ĩĩ-ke; idæwaa
14.27	finish	ĩĩ-ke kæ
14.28	cease, stop	dæ̃æ̃ gõ-gæ̃
14.29	ready	do kæte õgõ-te
14.31	always	kõwẽ
14.32	often	wãtæ wãtæ-ĩ-yõ
14.33	sometimes	pãka-yedẽ-a
14.331	soon	doo
14.332	long-time (for a)	wãtæ-piyæ̃
14.34	never	kõwẽ (kæ)-dãbaĩ
14.35	again	wæætẽ
14.41	day	itædẽ
14.42	night	woyowotæ̃
14.43	dawn	yãõ ba-yõ
14.44	morning	baãdæ
14.45	noon, midday	tækæ-bæ-kã
14.451	afternoon	ædæ wæ̃æ̃-i-kã
14.46	evening	gãwadekæ̃
14.47	today	yõwo-õdæ
14.48	tomorrow	ĩĩbõ a-te
14.481	day-after-tomorrow	wa-õdæ a-te
14.49	yesterday	ĩĩbõ
14.491	day-before-yesterday	wa-õdæ
14.51	hour	[ooda]
14.53	clock, timepiece	dæ̃ke kĩ-ka
14.61	week	ado-ke Wæ̃gõgĩ itædẽ
14.62	Sunday	Wæ̃gõgĩ itædẽ
14.63	Monday	[dõde]
14.64	Tuesday	[bãadote]
14.65	Wednesday	[bĩyedokode]
14.66	Thursday	[ooebe]
14.67	Friday	[biyẽde]
14.68	Saturday	[tabado]
14.71	month	apãi-kã
14.73	year	wa-depo
14.74	winter	yogi-depo
14.75	spring	--
14.76	summer	dãwã-depo
14.77	autumn	--
14.78	season	tedæ̃
15.21	smell (vb intrans)	wa
15.212	sniff	we õgõ
15.22	smell (vb trans)	we õgõ
15.25	fragrant, good smelling	ogĩ wa
15.26	stinking, bad smelling	õ wa
15.31	taste	gædæ be
15.35	sweet	wa-ẽbẽ
15.36	salty	[kati]
15.37	bitter	tĩ dã
15.38	acid, sour	tĩ dã
15.39	brackish	wẽ-ta-bõ-bæ̃
15.41	hear	ẽyẽ
15.42	listen	ẽyẽ
15.44	sound, noise	dã-di tẽ-ĩ-dõ
15.45	loud	dãgĩ ã
15.46	quiet, silence	dõwæ̃ ĩ
15.51	see	a
15.52	look, look at	kõwã a
15.55	show	odõbõ
15.56	shine	gĩdæ̃ apãi
15.57	bright	gĩdæ̃ ta-bõ
15.61	color	ẽ-bõ-dõ
15.62	light (in color)	dãbæ̃-ta
15.63	dark (in color)	wẽ-ta-bõ
15.64	white	dãbæ̃-ta
15.65	black	wẽ-ta-bõ
15.66	red	opatawæ̃
15.67	blue	wĩyadæ̃
15.68	green	wĩyadæ̃
15.69	yellow	wĩyadæ̃
15.71	touch	gã-po
15.712	pinch	bã-po ya
15.72	feel	gã-po kæ
15.74	hard	tæ̃ẽbõ
15.75	soft	akĩ-ĩ
15.76	rough	yãbæ̃
15.77	smooth	ayade kæ
15.78	sharp	wa-ẽ-ga
15.79	blunt, dull	babe-doka
15.81	heavy	te ẽbẽ
15.82	light (in weight)	wodæ̃ĩ
15.83	wet, damp	a be-ĩ; kõye
15.84	dry	abĩbõ
15.85	hot	okoi ã
15.851	warm	ãgõ ã
15.86	cold	yogi
15.87	clean	wa-ẽ-bõ
15.88	dirty, soiled	wẽ-ta-bõ
15.89	wrinkled	topo topo ĩ
16.11	soul, spirit	õdõ-woka
16.15	surprised, astonished	gĩyẽ-te
16.18	good fortune, luck	--
16.19	misfortune, bad luck	--
16.23	joyful, glad, happy	watapæ̃ to-te
16.25	laugh	ka ka to
16.251	smile	to
16.26	play	owẽ-po
16.27	love	waade-te põdẽ
16.29	kiss	kẽ be-bõ
16.3	embrace	pææ bã
16.31	pain	dãta-te dãdõ wæ-dõ
16.32	grief, sorrow, sadness	dã-dõ wæ-wẽ-dõ
16.33	anxiety, worry	dã-dõ wæ-dõ
16.34	regret, be sorry	'wẽdæ wẽdæ kæ-te awædõ, ' ã
16.35	pity	waade-te a
16.37	cry, weep	ka ka wæ
16.38	tear (noun)	õ-bæ̃
16.39	groan	õõ õõ ã
16.41	hate	pĩĩ
16.42	anger	dãdõ [ẽdoga]-dõ
16.44	envy, jealousy	dãdõ pĩĩ-te a-dõ
16.45	shame (noun)	dã-dõ gĩgo i-bõ-bãbo
16.48	proud	dã-bã waa a-kã
16.51	dare	
16.52	brave	gĩyẽ-dãbaĩ
16.53	fear, fright	dã-dõ gĩyẽ-dõ
16.54	danger	dã-dõ wæ-kĩ-bãbo-ke
16.62	desire, want	æ̃æ̃-ĩdẽ
16.622	choose	apæ̃-te æ̃æ̃
16.63	hope	'ba-kæ̃ĩ-pa, ' æ̃-te dã-dõ põdẽ-dõ
16.65	faithful	dẽ põdẽ-te kæ-kã
16.66	true	dãwã
16.67	lie, tell lies	babæ ã
16.68	deceit	babæ apæ̃-de-te dã-dõ kæ-dõ
16.69	forgive	piyæ̃-dẽ kæ-te yẽ-po kæ
16.71	good	wa
16.72	bad	wẽdæ wẽdæ
16.73	right, correct	dõ ĩte
16.74	wrong	oda kæ-te
16.76	fault	dã-dõ wẽdæ wẽdæ kæ-dõ beyæ̃ ĩ
16.77	mistake, error	oda dã-dõ kæ-ĩ-dõ
16.78	blame	'wẽdæ wẽdæ kæbi, ' ã
16.79	praise	
16.81	beautiful	wa-ẽ-bõ
16.82	ugly	wĩĩ wa-ẽ-bõ
16.83	greedy	kæ̃-owæ̃o
16.84	clever	dẽ ẽyẽ-te kæ-ĩ-gã
17.11	mind	o-ka-i-dẽ dã-dõ põdẽ-dõ
17.13	think (= reflect)	o-ka-i-dẽ põdẽ
17.14	think (= be of the opinion)	põdẽ
17.15	believe	(wede) põdẽ
17.16	understand	ẽyẽ
17.17	know	ẽyẽ
17.171	guess	'wabãdõ ĩ, ' ã
17.172	imitate	(wa-kã kæ-kã) baĩ ado-baĩ kæ
17.18	seem	ẽ-bõ
17.19	idea, notion	dã-bã dã-dõ põdẽ-dõ
17.21	wise	o-ka-i dẽ ẽyẽ-gã
17.22	foolish, stupid	dẽ o-ka-i ẽyẽ-dãbaĩ ĩ-gã
17.23	insane, crazy	
17.24	learn	ẽyẽ
17.242	study	[ekoeda] a
17.25	teach	odõbõ-te apæ̃-de
17.26	pupil	dẽ a-kã
17.27	teacher	dẽ odõbõ-gã
17.28	school	[ekoeda]
17.31	remember	wæætẽ põdẽ
17.32	forget	wĩĩ põdẽ
17.34	clear, plain	edõ-ke
17.35	obscure	wĩĩ edõ-ke
17.36	secret	a-wẽ-bõ
17.37	sure, certain	dãwã-gã
17.38	explain	'æ-bã-dõ ĩ, ' ã-te apæ̃-de
17.41	intention, purpose	'kæ-kæ̃ĩ̂-pa, ' ã-te dã-dõ ã-dõ
17.42	cause	beyæ̃
17.43	doubt	dã-dõ wĩĩ põdẽ-dõ
17.44	suspect	'bãdõ-baĩ ĩ-baĩ-pa, ' ã-te põdẽ
17.441	betray	babæ kæ
17.45	need, necessity	dãd-õ æ̃æ̃-gẽdẽ-dõ
17.46	easy	doo kæ-kĩ
17.47	difficult	dãgĩ kæ-te kæ-kĩ
17.48	try, attempt	kæ-kæ-te ã-te kæ
17.49	way, manner	bãdõ-baĩ
17.51	and	ayæ̃
17.52	because	beyæ̃
17.53	if	ĩ-te baĩ
17.54	or	wĩĩ bãdĩ-ĩ ĩ-te wæætẽ
17.55	yes, affirmative	oo; ao
17.56	no, negative	baa; wĩĩ
17.61	how?	æ-bã-dõ kæ-te
17.62	how many?	æ-po-dõ
17.63	how much?	æ-po-dõ
17.64	what?	kĩ-dõ
17.65	when?	æ-yedẽ-dõ
17.66	where?	æ-yõbõ-dõ
17.67	which?	æ-dõ
17.68	who?	æ-kã-dõ
17.69	why?	kĩdãte
18.11	voice	dã-dõ te-de-pãbo
18.12	sing	ãbotabĩdi ã
18.13	shout, cry out	a pe
18.15	whisper	(go-dõ) wæ̃tæ apæ̃-de
18.16	mumble	yãdeĩ te-de
18.17	whistle	ba-de
18.18	shriek, screech	yæ ã
18.19	howl	awoo awoo ã
18.21	speak, talk	te-de
18.211	stutter, stammer	tapoyõgæ̃ te-de
18.22	say	ã
18.221	tell story	'æ-bã-dõ kæ-tĩ-pa, ' ã-te apæ̃-de
18.222	speech (make a)	apæ̃-de
18.23	silent (be)	pææ wẽ-ẽ-de
18.24	language	dã-di te-de-dõ
18.26	word	ado-de-ke
18.28	name	ẽ-bõ-wo
18.31	ask (question, inquire)	ẽyẽ-kæ-te ã-te ã
18.32	answer	wæætẽ apæ̃-de
18.33	admit, confess	'bãdõbaĩ kæ-ta-bo-pa, ' ã
18.34	deny	baa ã
18.35	ask, request	æ̃æ̃-kæ-te ã-te ã
18.36	promise	'kõwẽ kæ-kæ̃ĩ-pa, ' ãte dãdõ ã-dõ
18.37	refuse	baa ã
18.38	forbid	wææ ã
18.39	rebuke, scold	
18.41	call (=summon)	a pe
18.42	call (=name)	pe-bõ
18.43	announce	'æ-bã-dõ ĩ, ' ã-te apæ̃-de
18.44	threaten	pãã kæ-po
18.45	boast	dã-bã æ̃-gõ-kæ-te ã
18.51	write	yewæ̃bõ
18.52	read	a
18.56	paper	bĩkayõ-ta
18.57	pen	[etopedo]
18.61	book	[dibodo]
18.67	poet	--
18.71	flute	õõya baĩ
18.72	drum	ã-po-ĩ-kade
18.73	horn, trumpet	õõya baĩ
18.74	rattle	kada kada wæ-ka-ĩ-kade
19.11	country	õ-bæ
19.12	one's native country	dã-di pæ-ga-ĩ-bæ
19.15	city, town	dãgĩ dã-di kẽwẽ-yõbõ
19.16	village	dã-di kẽwẽ-yõbõ
19.17	boundary	gæ-wedeka
19.21	people (populace)	wao-dã-di
19.23	tribe, clan	dã-di kabo
19.24	chief, chieftain	awẽdẽ
19.25	staff, walking stick	õgõ-to
19.31	rule, govern	aa
19.32	king, ruler	--
19.33	queen	--
19.36	noble, nobleman	--
19.37	citizen, subject	iyo-bæ-kã
19.41	master	dẽ ẽa-kã
19.42	slave	--
19.43	servant	--
19.44	freeman	--
19.45	command, order	'kæ-e, ' ã
19.46	obey	dã-dõ ã-dõ ã-te ẽyẽ-te kæ
19.47	let, permit	ao ã
19.51	friend, companion	[æ̃bigo]
19.52	enemy	dẽ pĩĩ-te kæ-kã
19.54	neighbor	dẽ godõgãbæ̃ kẽwẽ-gã
19.55	stranger	kowodẽ
19.56	guest	dẽ ẽ-ya-kã
19.57	host	dẽ õ-kõ-ĩ-gã
19.58	help, aid	godõgãbæ̃ kæ
19.59	hinder, prevent	wææ kæ
19.61	custom	do-dã-di dã-di kæ-ga-ĩ
19.62	strife, quarrel	wæætedõ wæætẽ dã-da pĩĩ-dõ
19.63	conspiracy, plot	
19.65	meet	bee tẽ
19.72	prostitute	æ̃æ̃-kæ-te ã-te dẽ to-wẽ-gã
20.11	fight (vb)	gẽadõ gẽã kæ
20.13	war, battle	tiyæ̃dõ tiyæ̃ dã-di kæ-pãbo
20.14	peace	piyæ̃-dẽ dã-di kæ-pãbo
20.15	army	[tõtado]-idi
20.17	soldier	[tõtado]
20.21	weapons, arms	wæ̃-dõ-gĩ-koo
20.22	club	kãta
20.222	battle-ax	dika-bæ
20.23	sling	dika-bõ wido piyæ̃ka-kĩ
20.24	bow	too piyæ̃ka-ĩ-wæ̃
20.25	arrow	too piyæ̃ka-ĩ
20.26	spear	tapa
20.27	sword	yaẽ-bẽ
20.28	gun, cannon	tẽyabõ
20.31	armor (defensive)	wææ kæ-ĩ-ta
20.33	helmet	tæ̃ĩ-ta ẽ-ka-ĩ-ka
20.34	shield	wææ kæ-ĩ-ta
20.35	fortress	tæ̃ĩ wææ kæ-ĩ-kõ
20.36	tower	go-bõ a-ĩ-kõ
20.41	victory	dã-di [gãdã] kæ-dõ
20.42	defeat	dã-di wido kæ-pãbo
20.43	attack	pĩĩ-te kæ
20.44	defend	tiyæ̃dõ tiyæ̃ kæ
20.45	retreat	wadæ go
20.46	surrender	piyæ̃-dẽ kæ-te dã-bã go-dõ
20.47	captive, prisoner	tee bõ-de-te õgõ-gã
20.471	guard, sentinel	dẽ wææ wãdõ-gã
20.48	booty, spoils	dã-di õõ æ̃æ̃-dõ
20.49	ambush	a-wẽ-bõ wãdõ kõ
20.51	fisherman	gæyæ dẽ dadõ-gã
20.52	fishhook	bogæ̃
20.53	fishing line	bogæ̃-bẽ
20.54	fishnet	digĩ-tai
20.55	fish trap	gæyæ wẽ-te æ̃æ̃-ĩ-kade
20.56	bait	
20.61	hunt	õõ-ĩ-gã æ̃æ̃-gĩ go
20.62	shoot	ã-po
20.63	miss (target)	gããdẽ piyæ̃ kæ
20.64	trap (noun)	
20.65	trap (vb)	
21.11	law	dã-di wææ ã-dõ
21.15	court	owẽ-po-kĩ -bãka-dẽ
21.16	judge (vb)	apæ̃-te ã
21.17	judgment	apæ̃-te dã-dõ ã-dõ
21.18	judge (noun)	dẽ apæ̃-te ã-gã
21.21	plaintiff	
21.22	defendant	dẽ wææ ã-gã
21.23	witness	dẽ a-dĩ-gã ĩ-te dẽ apæ̃de-kã
21.24	swear	'dãwãgã ã-bo-pa, ' ã
21.25	oath	
21.31	accuse	
21.32	condemn	
21.33	convict (vb)	
21.34	acquit	yẽpo kæ
21.35	guilty	dẽ wẽdæ wẽdæ kæ-dĩ-gã
21.36	innocent	wĩ-wa kæ-dãbaĩ ĩ-dĩ-gã
21.37	penalty, punishment	dã-di pã-dõ
21.38	fine	
21.39	prison, jail	tee bõ-de-ĩ-kõ
21.42	murder	dã-dõ wæ̃-dõ-dõ
21.43	adultery	dã-dõ to-wẽ-dõ
21.44	rape	wĩ-wa dã-dõ bãa-dõ
21.46	arson	'bæko æ̃i-kĩ, ' ã-te dãdõ tãdõ-dõ
21.47	perjury	
21.51	steal	a-wẽ-bõ æ̃æ̃
21.52	thief	dẽ a-wẽ-bõ æ̃æ̃-gã
22.11	religion	dã-dõ põdẽ-te kẽwẽ-dõ
22.12	God	Wæ̃gõgĩ
22.13	temple, church	Wæ̃gõgĩ ĩ-gã-te dã-di apæ̃-de-ĩ-kõ
22.14	altar	dã-di iya tã-ĩ-paa
22.15	sacrifice, offering	
22.16	worship	
22.17	pray	Wæ̃gõgĩ ĩ-gã-te apæ̃-de
22.18	priest	[pagode]
22.19	holy, sacred	tæiyæ̃ wa-ẽ-bõ
22.22	preach	Wæ̃gõgĩ beyæ̃ apæ̃-de
22.23	bless	
22.24	curse	yiwæ̃-te wĩ-wa ã
22.26	fast (vb)	ee a-te kæ̃-dãbaĩ
22.31	heaven	õõdæ
22.32	hell	
22.35	demon (evil spirit)	wẽdæ
22.37	idol	
22.42	magic, witchcraft, sorcery	idõ dã-dõ yewæ̃-te kæ-ĩ
22.43	sorcerer, witch	idõ
22.44	fairy, elf	--
22.45	ghost, phantom	wao badĩ
22.47	omen, portent	kæwẽdẽ-te dãdõ ã-dõ
